Commitments of Traders Historical Report for "CAD"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Mar 24, 2015","106731","19193","51849","64097","14614","20220","37047","39885","4416","20653","6722","8189","49044"
"Mar 17, 2015","158576","21001","53823","112562","57523","21346","43563","43302","2906","21619","6581","11917","53056"
"Mar 10, 2015","146639","22011","61041","86736","25940","21356","43122","47559","3001","22886","4547","10986","60095"
"Mar 03, 2015","121344","24332","63195","69531","17566","21733","34835","41209","3247","22377","6060","13404","57420"
"Feb 24, 2015","118014","22423","58668","69197","17737","21997","37212","40999","3404","22456","5173","11075","53210"
"Feb 17, 2015","111614","19998","52840","64638","15648","21731","37879","36878","2513","22755","5074","10631","49329"
"Feb 10, 2015","115744","21176","54509","66616","16113","22133","39303","39939","2544","22796","5025","11981","51410"
"Feb 03, 2015","113662","24553","51874","60231","15559","21960","39311","32164","1532","23415","6221","16925","47158"
"Jan 27, 2015","112718","28914","52877","56159","15004","21474","38666","28903","1615","23230","5897","19565","47081"
"Jan 20, 2015","111631","24238","53318","59282","13578","21814","38438","29404","1396","24369","6096","15921","45215"
"Jan 13, 2015","105003","27599","48778","52263","14608","21519","37995","22920","1625","23874","5415","15733","42805"
"Jan 06, 2015","103775","31275","48362","48606","14516","20626","37629","19879","1751","22562","5347","19410","43201"
"Dec 30, 2014","97308","32726","46759","41904","11945","19316","35242","17404","1331","19858","5291","18485","40519"
"Dec 23, 2014","98477","33904","46091","41241","12050","19544","36548","16619","1571","19920","5304","19603","39696"
"Dec 16, 2014","129475","32397","48091","55795","21609","19532","38024","27168","6270","21693","4734","14868","42724"
"Dec 09, 2014","109650","33406","47768","49178","18624","21298","37490","27707","6438","20095","5599","14705","44259"
"Dec 02, 2014","101752","28533","46922","47891","14619","21410","36293","22001","1940","19794","4420","12724","44786"
"Nov 25, 2014","102393","32106","48447","45070","15753","22264","35240","20932","1649","18793","4456","15811","48395"
"Nov 18, 2014","106914","32082","51599","49125","14172","21513","36949","25924","703","18036","3954","15147","51646"
"Nov 11, 2014","108445","32668","54514","49367","13356","22630","36795","25861","546","18390","3837","16128","54303"
"Nov 04, 2014","104720","29627","49042","49104","13437","22441","38693","26018","315","18803","3756","11987","49931"
"Oct 28, 2014","99309","26093","47498","45385","11140","23808","36648","21162","475","19803","3795","11516","45908"
"Oct 21, 2014","102170","28837","50371","47671","10901","22166","37402","22117","1118","20572","3792","14930","48726"
"Oct 14, 2014","104060","35688","51855","42330","12537","23082","36708","16316","1963","20680","3905","21753","50355"
"Oct 07, 2014","100900","39174","46626","35995","15364","22700","35879","10358","5313","19746","3984","25768","45060"
"Sep 30, 2014","89376","33014","37580","29652","15494","24520","34112","7131","6665","19222","5105","20147","35510"
"Sep 23, 2014","76530","27673","24609","24196","17628","22941","32573","4781","8071","16169","3792","15060","24806"
"Sep 16, 2014","110275","37347","29803","47031","43828","22886","33633","23999","34272","16147","3715","24281","27657"
"Sep 09, 2014","102951","33400","21770","40549","46908","25627","30898","20022","38282","15942","2992","19950","20404"
"Sep 02, 2014","105984","35333","26142","39648","49022","27465","27282","18078","39647","16000","2758","20890","24962"
"Aug 26, 2014","108441","38522","32859","40150","43604","26986","29195","19363","34899","15850","4024","22450","30446"
"Aug 19, 2014","113301","41844","34563","40948","44290","27821","31760","18688","36707","15990","3330","25211","31965"
"Aug 12, 2014","108979","44053","26055","35969","49629","26051","30389","14780","42058","16091","3757","25306","22912"
"Aug 05, 2014","115261","48944","27489","36570","56354","26650","28321","14029","49373","16218","3703","31324","24322"
"Jul 29, 2014","122619","56459","33768","33594","60469","30066","25882","14554","54184","16193","3326","38772","31346"
"Jul 22, 2014","129188","62078","41497","33108","59514","31873","26048","14675","50759","13571","2071","43845","39968"
"Jul 15, 2014","129787","60353","44732","33209","57233","34170","25767","14739","48192","14025","2061","44633","42955"
"Jul 08, 2014","128555","58245","47950","32588","53286","35538","25135","14134","43397","14020","2152","43068","45915"
"Jul 01, 2014","111438","44755","42060","30835","40158","33855","27227","10697","29589","13513","2170","29219","40340"
"Jun 24, 2014","103193","40595","45915","29794","25254","29986","29206","10590","15211","13990","2418","23621","43314"
"Jun 17, 2014","132209","34582","56115","47778","38467","42340","30118","21019","25774","13679","3909","22357","54152"
"Jun 10, 2014","125832","30303","54411","62263","34236","28518","32437","22614","22471","13579","4546","33813","53784"
"Jun 03, 2014","130275","32519","55250","66011","40421","28611","31470","25426","27730","13893","4788","34212","55288"
"May 27, 2014","129989","32581","54391","63738","41669","29924","30183","25172","28125","13951","5779","34701","53942"
"May 20, 2014","121268","26500","53034","63083","32758","28322","32113","25401","21276","13783","6045","28339","51672"
"May 13, 2014","121632","26986","53023","62277","33491","29005","31754","25514","20885","13816","7187","28502","52814"
"May 06, 2014","122287","28044","59644","61606","29890","29590","29706","24692","15184","13880","8653","28839","58410"
"Apr 29, 2014","123589","30093","60388","60536","30531","29060","28770","23047","15276","13679","8552","32506","60770"
"Apr 22, 2014","118707","27529","62984","61316","25231","27599","28229","23494","12391","14142","7807","30567","62088"
"Apr 15, 2014","119525","28288","63714","61985","24143","26993","29409","23729","11506","15556","7733","30066","62794"
"Apr 08, 2014","120336","28704","63011","63008","20281","25316","33736","25725","7844","14882","7256","30064","60963"
"Apr 01, 2014","117966","27549","64543","64673","16945","23332","34066","26035","4045","14779","8529","30213","62407"
"Mar 25, 2014","133246","40441","73656","66564","16585","22359","39123","29163","3838","14509","8756","43634","71904"
"Mar 18, 2014","186782","27751","97556","108340","32003","27893","34425","74388","16690","14483","8124","19629","88669"
"Mar 11, 2014","153639","25180","77371","91067","28072","26473","37277","69939","15717","14449","7791","10085","70108"
"Mar 04, 2014","147033","23306","84402","92528","22654","26947","35725","70979","12264","14166","7950","8792","75645"
"Feb 25, 2014","141519","24865","83456","87922","20063","26616","35884","70618","12103","14722","6834","7202","73459"
"Feb 18, 2014","154862","27756","92756","98317","21647","26320","37990","81648","11601","14291","9898","11118","83157"
"Feb 11, 2014","157495","27745","86673","100937","27304","25619","40324","84402","2329","14430","16629","10623","85926"
"Feb 04, 2014","160625","29439","89739","103483","24231","25094","44046","88324","1745","14477","17085","12844","87651"
"Jan 28, 2014","157214","25976","88765","100271","24102","28499","41879","83566","1519","12833","16764","11944","86683"
"Jan 21, 2014","169456","29423","99750","112401","22597","25156","44633","94419","989","12780","16071","18822","98742"
"Jan 14, 2014","171370","34212","101557","108454","24143","26363","43329","88351","1120","11597","16645","24106","100390"
"Jan 07, 2014","156950","30535","91077","100257","22587","24101","41229","84329","1202","13249","16504","22129","90896"
"Dec 31, 2013","149037","28206","86162","96555","22616","22111","38094","83771","1616","13176","16602","18046","85284"
"Dec 24, 2013","149359","28191","86623","97141","23032","22163","37840","83932","1428","14072","16254","17620","83567"
"Dec 17, 2013","187136","25133","90633","128256","46736","22740","38760","88475","4820","14140","15838","21881","90593"
"Dec 10, 2013","160759","31049","88563","102583","27153","23953","41869","79107","4705","14048","16000","28985","86858"
"Dec 03, 2013","145767","32589","74172","85823","29393","25286","40133","62442","5254","14763","17612","28474","73112"
"Nov 26, 2013","129471","28143","56923","74321","33319","24883","37105","49869","9054","14711","17137","24480","52902"
"Nov 19, 2013","121813","31656","47991","62818","39597","25622","32508","44048","16636","14725","17082","25816","44850"
"Nov 12, 2013","118952","29306","45398","61948","38416","24857","32297","44127","16489","14240","17209","23434","41416"
"Nov 05, 2013","117253","26803","44805","65070","39903","23928","31093","44738","18011","14029","17806","22195","40691"
"Oct 29, 2013","116157","27233","42470","63565","42044","24072","30356","45501","22118","13997","17100","19492","37315"
"Oct 22, 2013","109316","28906","34270","53694","48168","25370","25532","39610","27769","14843","16468","19055","27938"
"Oct 15, 2013","112544","28436","39250","59892","43593","22607","28092","44395","23176","15298","16960","19740","34716"
"Oct 08, 2013","118332","33857","42520","58507","48234","24190","25800","43115","27676","15317","16351","25054","35398"
"Oct 01, 2013","122732","43734","44689","50999","52742","26401","23703","35935","31988","15411","16340","34953","36555"
"Sep 24, 2013","119624","40278","45953","51746","47538","26769","25302","36147","24624","15394","16421","33323","35177"
"Sep 17, 2013","142925","25286","44050","90759","67900","23545","27640","40787","11774","15124","16532","17867","41477"
"Sep 10, 2013","137986","24621","55563","89696","47283","21236","32707","55513","8656","15614","17701","19045","53546"
"Sep 03, 2013","143241","31879","66518","87628","38349","22236","36876","57461","5963","15562","19797","26804","61408"
"Aug 27, 2013","133392","35375","60334","75703","34516","20366","36594","49121","6760","15561","18950","30357","55203"
"Aug 20, 2013","108282","26559","36103","60065","39126","19989","31384","36397","12317","15756","19012","23153","32307"
"Aug 13, 2013","105303","21751","30832","60271","41643","21369","30916","36869","12781","15801","19334","17683","28257"
"Aug 06, 2013","106787","22629","33065","62191","41327","20439","30867","38227","13048","15923","19093","17587","30936"
"Jul 30, 2013","111005","20729","32163","66544","44162","20770","31718","40601","13206","16327","19485","16801","32095"
"Jul 23, 2013","119597","22262","39020","74122","45717","21399","33046","49878","12269","16331","21244","17582","39555"
"Jul 16, 2013","133870","32187","52230","80511","43701","19805","36572","55029","11533","16097","21981","26581","52474"
"Jul 09, 2013","140106","37260","61089","80806","39418","20806","38365","54976","7661","16434","22418","30098","61490"
"Jul 02, 2013","126754","35398","51648","70456","36286","19619","37539","46121","6863","16520","22897","27164","51405"
"Jun 25, 2013","109819","27186","37824","60951","36596","20527","34244","38252","7578","17389","22378","17980","38330"
"Jun 18, 2013","145484","15470","41557","100129","64909","19278","28411","62028","16061","17187","20356","7405","42418"
"Jun 11, 2013","145729","17343","53250","98780","50091","22149","34931","68304","10340","17344","20193","9274","52456"
"Jun 04, 2013","141838","22351","62127","97317","39310","21039","39270","73075","10027","16799","20019","14337","60778"
"May 28, 2013","144725","28298","61657","88719","39653","25447","41154","66093","11623","16379","20400","19773","59290"
"May 21, 2013","141531","30686","64538","84231","40103","25301","35577","62749","13826","16880","19217","22633","63325"
"May 14, 2013","142482","28352","72769","80107","40993","33229","27926","59110","14541","17598","19109","20997","73140"
"May 07, 2013","149014","25741","77657","92646","40955","28618","28393","71381","12672","17773","19022","17054","79652"
"Apr 30, 2013","161473","23246","91094","110577","36690","26105","32144","87496","7122","18190","19399","15304","93895"
"Apr 23, 2013","171804","27940","99619","117167","33999","25030","36519","92904","4455","18454","20696","18522","101692"
"Apr 16, 2013","171111","26003","101916","119246","33403","24314","34244","94160","3594","18024","20464","17061","103402"
"Apr 09, 2013","161861","24056","95189","110957","32125","25131","32830","86598","1871","18253","20360","13746","97400"
"Apr 02, 2013","163150","26212","90756","105344","34219","27262","33843","83572","4506","16931","20193","16266","93606"
"Mar 26, 2013","160847","26286","88931","105065","33549","26880","35751","83192","4514","16924","19989","16644","90397"
"Mar 19, 2013","308970","39417","104748","235665","159023","27368","38679","109122","59716","16966","19366","53087","106401"
"Mar 12, 2013","249150","37020","90417","181721","114056","26097","40365","103420","62281","18136","19735","47094","91651"
"Mar 05, 2013","221062","39564","86227","151458","92287","27444","39952","94576","61464","18178","21264","51558","86252"
"Feb 26, 2013","195893","42171","63604","123275","93736","29169","37275","73100","63398","18590","20257","50275","64477"
"Feb 19, 2013","156182","46033","26654","76550","96554","33470","32845","43050","69780","18527","19624","41633","25156"
"Feb 12, 2013","140109","39324","12759","67842","99304","32799","27902","36203","73316","18444","19165","34290","12066"
"Feb 05, 2013","141807","44538","16777","65520","98384","31426","26323","34577","72896","18267","19830","38462","15754"
"Jan 29, 2013","144927","53915","18858","57342","98176","32516","26739","27456","74236","18905","19948","47197","16916"
"Jan 22, 2013","141710","66225","8273","29132","115969","45891","17006","7123","94114","19805","19295","58303","7513"
"Jan 15, 2013","144716","73099","4431","25542","125179","46004","15035","4594","102474","22593","19450","62434","3578"
"Jan 08, 2013","137314","70435","6430","24292","115271","42526","15552","3892","93300","21558","19317","59986","5331"
"Dec 31, 2012","137247","73678","7752","25407","113539","37502","15296","4847","91454","21519","18965","62653","6961"
"Dec 24, 2012","140965","72777","9425","26014","114327","41717","16756","4382","92160","22218","18879","61883","9886"
"Dec 18, 2012","219922","81493","7215","81681","183505","45471","17925","20818","103904","23407","18453","71014","20517"
"Dec 11, 2012","178087","74220","11687","57844","144751","42964","18590","29495","94742","23765","16871","63739","31663"
"Dec 04, 2012","167343","66356","9285","58434","137757","40663","18411","31804","89544","23349","16409","57094","30520"
"Nov 27, 2012","170497","72663","10284","59723","138285","37275","21092","34427","75312","23817","33579","62530","31904"
"Nov 20, 2012","169517","72893","11447","61171","135820","34635","21432","35795","72495","23522","33513","62483","32592"
"Nov 13, 2012","168339","75935","9816","55425","137441","36066","20169","31023","73559","22528","33482","66063","31186"
"Nov 06, 2012","166422","82882","8120","46619","137784","35552","19149","22949","71078","21100","33604","74280","32817"
"Oct 30, 2012","167010","86306","7535","39783","139753","38747","17548","14587","73218","21425","33630","78547","33709"
"Oct 23, 2012","178102","98566","9478","41195","149052","37441","18672","15303","79826","21800","33711","91142","36571"
"Oct 16, 2012","189466","106369","12619","38298","157782","43662","17928","13604","89329","22998","33262","96682","39561"
"Oct 09, 2012","192593","106300","10672","40463","162272","45121","18940","12449","92078","23345","33178","96257","37634"
"Oct 02, 2012","196895","112706","11530","38350","167515","45218","17229","12047","96875","23147","32996","102899","40119"
"Sep 25, 2012","210066","123643","18297","36716","173003","48919","17978","12010","98872","22855","33115","111861","48940"
"Sep 18, 2012","296999","126688","14807","111793","250531","48147","21290","9922","80013","22500","33125","117438","58425"
"Sep 11, 2012","254598","116546","14686","70866","199989","49283","22020","6445","76853","22534","32990","105231","48702"
"Sep 04, 2012","171278","89309","22754","36806","123990","44407","23778","6952","62384","23490","32846","77396","32155"
"Aug 28, 2012","163842","86639","25703","32156","116124","44199","21167","6862","54533","22060","33094","74695","36982"
"Aug 21, 2012","150410","76008","25141","28897","103360","44471","20875","7031","42076","21188","33207","62364","37568"
"Aug 14, 2012","123658","53894","25301","29523","75171","38995","21940","8388","28224","18704","33700","43297","24445"
"Aug 07, 2012","109258","43190","24068","32069","64622","33961","20530","9218","18729","18575","33850","33131","22718"
"Jul 31, 2012","101082","30652","18203","36868","59582","32733","22468","14354","13551","18192","34021","19031","18463"
"Jul 24, 2012","111062","29695","32127","52846","50324","27371","27461","30762","6253","20784","34451","14591","32799"
"Jul 17, 2012","103963","23628","24836","50361","50189","28908","27872","28639","7391","20914","34358","8766","25729"
"Jul 10, 2012","100606","24673","20335","46123","50960","28854","28355","24194","8182","20868","34297","10753","21923"
"Jul 03, 2012","93160","22923","14225","40158","49308","29095","28643","20455","9013","20510","34259","7773","14523"
"Jun 26, 2012","95821","27778","18501","39527","46752","27260","29312","19207","6513","21014","34358","11984","18350"
"Jun 19, 2012","131671","27808","19607","67917","79033","29334","26419","36466","19730","21587","34883","16264","31863"
"Jun 12, 2012","135037","31308","21688","66261","77184","30582","29279","33296","19686","21571","34325","21193","31955"
"Jun 05, 2012","137391","39559","24653","63694","81024","32916","30492","32760","18424","22362","34461","31139","42858"
"May 29, 2012","126626","48793","14708","45130","84629","31690","26276","20864","19282","20853","34421","40767","42445"
"May 22, 2012","130992","57577","19022","38781","86973","34490","24853","14921","21927","20670","34010","50338","47936"
"May 15, 2012","140173","66286","15281","37358","103874","36172","20661","13420","38730","20572","34040","58687","43866"
"May 08, 2012","148415","69914","9819","35823","116152","42169","21935","11756","49483","20362","34054","59968","37296"
"May 01, 2012","163036","84458","14235","28754","131303","49273","16947","9057","64509","19465","34084","72304","43962"
"Apr 24, 2012","134899","63028","18804","30013","98096","41336","17477","10107","42754","18899","34100","50767","36613"
"Apr 17, 2012","128841","58319","20291","31141","89592","38841","18418","10302","35281","18895","34476","48038","36599"
"Apr 10, 2012","113833","47992","20025","29950","71160","34467","21224","10300","21532","18691","34635","37089","32726"
"Apr 03, 2012","126333","57291","27804","29195","80582","39325","17425","9899","29351","17908","34785","47603","41374"
"Mar 27, 2012","122621","53432","29695","30438","75445","37845","16575","11543","25327","18509","34825","43156","42903"
"Mar 20, 2012","189870","62768","20453","64621","127121","42510","22325","20373","29947","18456","34788","50708","53511"
"Mar 13, 2012","172856","59548","32827","61100","111626","42157","18352","22170","27652","18311","34588","47590","57507"
"Mar 06, 2012","146771","55906","29874","47002","92186","38903","19751","22504","22064","18801","34106","39641","54179"
"Feb 28, 2012","136553","50763","28283","45369","86896","37129","18082","22817","18186","18982","34112","39207","53843"
"Feb 21, 2012","129249","47784","33672","40420","72938","36559","18153","20945","14923","18891","34118","35747","52771"
"Feb 14, 2012","122896","38465","28899","45270","69895","35225","20166","25583","12337","19300","34116","25837","47236"
"Feb 07, 2012","122955","37065","34881","46984","65258","34953","18863","26755","11702","17939","34108","26388","48702"
"Jan 31, 2012","119270","30140","49549","54905","48260","32522","19758","36519","8133","18174","34461","17487","50118"
"Jan 24, 2012","117164","29772","48681","54912","48032","31029","19000","33007","7177","17967","34670","20025","49740"
"Jan 17, 2012","123101","25118","53848","70249","47130","26666","21055","42312","5079","17996","34654","21482","55422"
"Jan 10, 2012","120997","23039","51688","67906","48899","29189","19547","40813","7006","16588","34802","19685","53282"
"Jan 03, 2012","119763","27665","51036","64236","45736","26762","21891","35326","3165","16740","34815","26234","52447"
"Dec 27, 2011","118735","28132","49944","64290","45089","25359","22748","36467","2619","16112","35265","25413","50922"
"Dec 20, 2011","174254","21428","48296","90485","93717","51787","21687","16705","21272","15856","35581","33170","47053"
"Dec 13, 2011","173429","35787","49172","105069","95658","27076","23102","43148","20858","18197","34905","30841","48233"
"Dec 06, 2011","150326","31022","51193","91372","74694","26929","23436","43116","21047","19860","34913","32144","49428"
"Nov 29, 2011","143231","30069","56938","86803","62064","25840","23710","43797","15798","20893","35215","30485","54585"
"Nov 22, 2011","129151","29041","51185","73856","54766","26060","23006","39141","16773","20026","31910","28983","49684"
"Nov 15, 2011","123967","28819","46034","66149","56849","28819","20904","36608","20042","18846","31831","25709","44380"
"Nov 08, 2011","122069","28003","43571","64301","57537","29186","20382","36290","21761","17919","31714","24981","41495"
"Nov 01, 2011","119841","27420","42240","64477","56340","27803","21120","35161","23456","18376","31719","24874","38021"
"Oct 25, 2011","120187","25368","43291","69325","51351","25388","25439","39552","16233","18758","31729","21585","40479"
"Oct 18, 2011","123074","23343","48138","74197","48610","25428","26220","42308","13422","19962","32296","20598","44299"
"Oct 11, 2011","122945","23922","48835","74038","48096","24951","25980","40399","9619","21245","32709","17820","46973"
"Oct 04, 2011","103733","22713","38395","47148","36124","33713","29055","16139","17619","23035","13135","12575","36986"
"Sep 27, 2011","86146","21320","41870","32338","21145","32454","23097","7078","12051","18709","5296","12232","40457"
"Sep 20, 2011","123057","20422","25880","54981","67965","39251","20809","5490","46983","18446","5259","23120","23326"
"Sep 13, 2011","117403","17337","23640","55828","64452","40783","25856","7941","45239","18282","7410","22136","20990"
"Sep 06, 2011","109190","18441","16360","48193","67166","41390","24498","8829","51506","17108","6944","18551","14618"
"Aug 30, 2011","107237","24823","10884","40827","71626","41313","24453","9463","55689","15709","5641","19051","10602"
"Aug 23, 2011","104672","23368","14564","38944","64812","42283","25219","8459","50149","15876","7582","18384","12544"
"Aug 16, 2011","103509","23153","19032","39061","60465","41209","23926","9624","45840","14718","6583","19523","18236"
"Aug 09, 2011","118973","38872","15168","35943","80076","44061","23632","9657","58140","14838","6134","32335","23875"
"Aug 02, 2011","133150","57482","16445","27593","97892","48005","18743","9199","76361","13265","6159","47206","26696"
"Jul 26, 2011","128807","52884","16743","27531","93417","48382","18637","8114","73304","12561","6454","44559","25616"
"Jul 19, 2011","124719","52623","24859","25093","81777","47003","18083","6082","63319","11666","6508","46623","31401"
"Jul 12, 2011","111624","39535","24201","24080","70701","48009","16722","7161","55680","11581","6498","33116","28606"
"Jul 05, 2011","105967","31346","24525","25473","63589","49147","17852","8524","46700","9857","6392","27711","30403"
"Jun 28, 2011","92360","21896","23759","28565","46695","41874","21881","9191","33677","11092","6495","15492","26245"
"Jun 21, 2011","87905","19983","17779","24090","51741","43832","18385","6776","36908","11073","6498","13148","22159"
"Jun 14, 2011","142172","33746","14891","54875","103612","46302","16420","24986","79128","10925","6596","30353","19924"
"Jun 07, 2011","129110","32631","19109","51857","88565","43043","19857","24338","73097","10048","6740","34606","22778"
"May 31, 2011","125654","35657","9255","41643","100975","48200","15270","18467","81465","8756","6864","34782","14098"
"May 24, 2011","120245","31219","9942","41488","94763","47370","15372","19725","78045","9663","7205","30921","13858"
"May 17, 2011","123386","36008","9717","40314","97727","46910","15788","16606","82311","9891","7038","37822","13230"
"May 10, 2011","121478","42698","5495","30104","99527","48522","16302","10773","86337","9786","6356","40024","7630"
"May 03, 2011","139919","59863","5822","30740","118338","49116","15559","9630","95942","10220","6456","56057","15517"
"Apr 26, 2011","138939","61493","2430","24838","122485","52606","14022","7521","99848","9479","6484","53837","12875"
"Apr 19, 2011","141961","67489","2454","23480","123045","50990","16460","8140","101533","9379","6526","59018","11708"
"Apr 12, 2011","142022","66354","2613","22824","123079","52768","16254","7236","100974","9194","7004","58460","13591"
"Apr 05, 2011","138257","68876","3846","17432","117936","51947","16473","2879","96227","9848","7033","60333","15025"
"Mar 29, 2011","119128","52886","1641","20231","102773","45876","14579","6805","84745","10355","7015","43852","9072"
"Mar 22, 2011","118442","49722","3745","21588","99515","47132","15182","6590","83646","10369","7085","41637","9961"
"Mar 15, 2011","189157","60789","3798","74231","165059","52572","18735","7363","75262","11383","7086","54361","31596"
"Mar 08, 2011","174715","81253","3709","37451","152641","55258","17612","4962","85939","10700","7046","71192","39375"
"Mar 01, 2011","148414","78365","5538","16779","123061","52927","19472","4616","81435","9707","7050","68033","36269"
"Feb 22, 2011","140610","72774","4426","17913","119042","49797","17016","4054","76950","9612","7085","62465","34867"
"Feb 15, 2011","140822","77018","4928","17558","119384","46115","16379","4207","77724","9511","7025","67888","7362"
"Feb 08, 2011","141604","72899","33109","17467","93827","50713","14143","3415","78714","9611","7121","63582","8498"
"Feb 01, 2011","119488","55186","21372","15872","82109","47873","15450","2237","66852","10337","7121","45909","6069"
"Jan 25, 2011","117899","54075","22356","16727","81426","46689","13709","2337","68040","10429","6958","46667","6275"
"Jan 18, 2011","128185","67614","23559","13829","89185","46694","15393","2157","77932","10513","7272","58422","5848"
"Jan 11, 2011","129480","70872","23115","12570","89446","46035","16916","1963","77660","10090","6729","61280","6597"
"Jan 04, 2011","120758","65421","27073","12903","78154","42379","15476","1458","68296","10126","6417","56501","9587"
"Dec 28, 2010","113223","58142","23355","13470","75069","41591","14779","1677","62614","10209","7138","49605","11222"
"Dec 21, 2010","91294","39665","14717","12976","63827","38653","12750","1733","53399","10223","7216","31293","6500"
"Dec 14, 2010","142291","44840","11444","45814","107497","41911","13624","9368","70907","10868","11448","37124","5243"
"Dec 07, 2010","114999","47003","13281","28147","85525","39846","16190","9438","64527","11557","10078","40063","11263"
"Nov 30, 2010","100245","30999","11844","29282","70943","39027","16521","9431","56174","11101","11025","28978","8009"
"Nov 23, 2010","105442","36797","14298","30250","72936","38244","18057","10515","58274","10831","11438","34812","10119"
"Nov 16, 2010","124587","58390","19949","25324","87484","40693","16974","7669","71861","10850","10849","53436","10353"
"Nov 09, 2010","128710","62533","25195","23211","86147","42867","17269","6765","69592","10113","10747","58055","12762"
"Nov 02, 2010","104809","41890","18525","21972","70265","40848","15920","4275","56535","9380","9896","38600","12496"
"Oct 26, 2010","102269","37802","17927","23710","69433","40657","14809","4564","56342","9033","9654","36390","10891"
"Oct 19, 2010","112791","47852","17112","22985","80111","41809","15423","4666","67108","9953","9118","44059","11034"
"Oct 12, 2010","123851","63283","19497","19986","89438","40481","14815","3988","74295","10632","9419","58566","13466"
"Oct 05, 2010","120045","62909","20231","16843","85492","40191","14220","593","71787","10053","9813","59219","13476"
"Sep 28, 2010","101260","43078","15208","17957","72977","40120","12970","1129","59942","9149","9472","41681","9809"
"Sep 21, 2010","101524","46985","17170","17441","70177","36990","14069","511","53981","9188","9664","46148","15466"
"Sep 14, 2010","110946","29057","11362","44462","80313","35649","17493","15006","52042","8439","9237","29345","13529"
"Sep 07, 2010","107378","27734","27282","43989","62136","35308","17613","21462","42332","9931","9876","25903","30010"
"Aug 31, 2010","108003","26957","31721","42949","56058","37209","19336","22423","38338","11837","9814","24678","34986"
"Aug 24, 2010","94976","24889","8742","33640","67045","35075","17817","10331","49604","11701","9461","26594","13860"
"Aug 17, 2010","94908","34446","4932","22906","73403","36556","15573","4800","59570","10225","9292","34215","4698"
"Aug 10, 2010","105543","46616","5437","16265","85481","41988","13951","2571","69264","9643","8687","43473","8694"
"Aug 03, 2010","99262","40335","6153","18145","77619","40647","15355","3148","60553","8292","7754","40184","12359"
"Jul 27, 2010","85121","27045","3177","20687","65523","37166","16198","3978","51381","8916","8224","27201","6961"
"Jul 20, 2010","83317","23739","7315","21328","60385","38226","15593","5207","44130","8632","8196","20662","13187"
"Jul 13, 2010","87394","27952","5914","23275","66041","36146","15418","4128","49221","8517","8229","30434","12351"
"Jul 06, 2010","92565","28549","20455","29407","55809","34176","15868","7329","44590","9024","8222","33097","20671"
"Jun 29, 2010","88461","31575","15681","20026","58490","36833","14263","4034","47253","8177","8203","33603","16846"
"Jun 22, 2010","86397","38499","12146","13163","60779","34720","13457","1185","52457","8160","8204","37088","10220"
"Jun 15, 2010","127919","37460","10106","47624","95293","35277","14962","19071","69080","7956","8206","33384","8394"
"Jun 08, 2010","121438","36775","14265","44943","88477","35049","14025","23645","68990","8560","8758","33880","13335"
"Jun 01, 2010","117450","37262","15108","40741","82665","37217","17447","20930","66592","7472","8232","36675","14823"
"May 25, 2010","122642","40113","16241","41847","88535","39188","16372","19744","72463","7091","8288","41929","14556"
"May 18, 2010","124952","53254","8369","33225","100637","37880","15353","8516","84621","6280","8560","58797","6559"
"May 11, 2010","122092","58010","7556","26666","98039","36806","15887","7321","82630","6796","8777","59188","7489"
"May 04, 2010","137181","65431","13419","25697","106160","46013","17562","6154","93530","6960","9713","66540","8421"
"Apr 27, 2010","144191","72366","13168","24191","114293","47594","16690","4280","105327","6768","10108","74640","5683"
"Apr 20, 2010","149360","82664","13008","17808","119302","48843","17005","2410","108413","6281","9467","79947","7693"
"Apr 13, 2010","153401","87918","17443","19767","120177","45701","15766","2431","120901","7470","9329","87165","3800"
"Apr 06, 2010","151537","88881","19569","17564","116038","45034","15872","2037","117702","7170","9413","85410","5263"
"Mar 30, 2010","152133","88595","18299","18473","119260","45045","14554","1697","121566","7776","7879","88148","5103"
"Mar 23, 2010","152885","90278","17251","14953","120060","47539","15459","744","118815","7595","7907","87514","6704"
"Mar 16, 2010","180184","80982","11342","50877","145795","42401","17123","1038","101884","7480","7826","77445","6241"
"Mar 09, 2010","138991","71350","9951","25132","113034","41081","14578","2054","95707","8620","7751","68273","5874"
"Mar 02, 2010","109517","47170","8881","21003","83479","41078","16891","5210","69937","7603","8749","45691","8151"
"Feb 23, 2010","100629","40224","11803","19273","72712","40978","15960","2769","61647","7301","8716","40929","9553"
"Feb 16, 2010","93330","35026","11571","19153","65881","39041","15768","5643","51752","6605","8601","34318","13347"
"Feb 09, 2010","84317","24285","15422","23962","51289","35945","17481","8962","36133","6506","10241","23946","16861"
"Feb 02, 2010","82692","25639","10284","20658","53799","36385","18599","4477","40027","8147","9540","24727","10903"
"Jan 26, 2010","91375","35659","9850","17315","65469","38391","16046","2643","54931","6952","8005","35776","9386"
"Jan 19, 2010","120271","58048","11245","17807","91505","44375","17480","2282","89246","6120","7347","61031","2697"
"Jan 12, 2010","117310","60219","11524","15139","89153","41882","16563","1160","86777","8243","6770","59232","3722"
