Commitments of Traders Historical Report for "CAD"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 16, 2020","125654","19695","45181","77777","53414","25596","24473","24679","22498","37389","16676","7860","43764"
"Jun 09, 2020","120459","22298","47127","69735","44625","27381","27662","26120","14666","33979","20108","11028","46013"
"Jun 02, 2020","128476","19774","52912","78954","46714","28546","27648","29792","15991","37084","22017","11706","50016"
"May 26, 2020","129849","21844","55798","77827","41753","28667","30787","30312","9742","33658","27219","15686","49062"
"May 19, 2020","130099","23142","58198","77910","40986","27355","29223","30780","8461","32630","29248","16174","50218"
"May 12, 2020","120453","16995","49241","76154","38624","25055","30339","30560","6748","31807","29612","9887","41021"
"May 05, 2020","119300","17007","49059","75117","39549","24743","28259","28962","6620","31053","30786","9892","39311"
"Apr 28, 2020","117660","16032","45076","75079","39250","24579","31364","29960","5994","30480","29222","7783","38130"
"Apr 21, 2020","121213","19804","43695","75330","41407","24007","34039","30024","5601","31065","28872","10222","37067"
"Apr 14, 2020","119798","18038","41798","75178","43815","24665","32268","28353","9160","32170","27972","8921","35191"
"Apr 07, 2020","117523","17052","41485","72887","43400","25011","30065","26355","9555","32242","27535","7996","35373"
"Mar 31, 2020","122891","21517","43446","75075","48465","24197","28878","24911","14098","33404","31077","13940","33657"
"Mar 24, 2020","124226","21323","50568","74060","42740","25166","27241","27251","6652","33446","36656","12822","38357"
"Mar 17, 2020","183137","43114","52737","105434","80846","29622","44587","39307","23568","34217","40879","33870","38426"
"Mar 10, 2020","175226","48055","50045","89173","88883","33108","31408","32107","40804","34910","42699","41974","38387"
"Mar 03, 2020","160511","55191","44612","65372","82628","35811","29134","14986","42696","32902","37297","51020","35886"
"Feb 25, 2020","168819","63658","49034","66151","88098","36428","29105","12625","51165","42289","39617","54605","36098"
"Feb 18, 2020","164698","61559","53742","64458","78962","34656","27969","15190","46190","38069","38295","52840","39184"
"Feb 11, 2020","166914","68225","58520","57774","77069","37520","27930","12389","48979","38188","40651","57146","38168"
"Feb 04, 2020","174000","67193","48630","63080","100666","41059","22036","13950","75775","44054","31402","53152","33354"
"Jan 28, 2020","185499","76299","41709","68537","119269","37690","21548","13768","94289","61212","26460","51738","33164"
"Jan 21, 2020","188596","74399","36105","68338","129088","42883","20427","6703","104146","65079","21365","47510","32824"
"Jan 14, 2020","190229","70428","37576","69928","130028","45681","18433","6980","105983","65261","17600","45442","36664"
"Jan 07, 2020","189996","68756","42389","70831","120354","43674","20518","7230","97043","68873","14950","40869","44126"
"Dec 31, 2019","175666","63961","52048","61553","101602","46748","18612","3876","77238","58307","13093","38431","55991"
"Dec 24, 2019","158666","51478","42981","65276","95855","38678","16596","3804","71188","54680","16462","34245","42041"
"Dec 17, 2019","189458","47523","36332","85984","121501","45202","20876","6429","71471","43650","21785","36511","32370"
"Dec 10, 2019","169219","55285","34544","69682","101534","36323","25212","9867","66012","38507","28942","47733","25329"
"Dec 03, 2019","184060","64040","42569","79966","110194","33194","24437","11092","65995","38086","32562","56744","30759"
"Nov 26, 2019","167350","60930","40586","67607","99823","35029","23157","8501","73452","39291","26781","56108","30995"
"Nov 19, 2019","172759","65040","36175","68701","110343","35583","22806","7011","86587","43133","18534","58736","32183"
"Nov 12, 2019","182793","73671","31298","70603","127432","35479","21023","6029","107062","54015","13814","60488","30300"
"Nov 05, 2019","192882","87774","33772","64506","137583","39269","20194","4721","118025","65720","11539","59755","34840"
"Oct 29, 2019","189971","81982","38393","63589","127040","40586","20724","5717","105571","65952","10293","53176","41394"
"Oct 22, 2019","170305","71410","38017","57738","106358","37159","21932","6401","84540","54852","13929","43879","36317"
"Oct 15, 2019","149079","58007","45046","54260","76985","34380","24616","6478","48380","43536","24599","41189","39508"
"Oct 08, 2019","136105","49071","43758","53697","59579","31010","30441","6382","32444","38623","26438","36925","35218"
"Oct 01, 2019","130937","46303","39976","49998","63454","32470","25341","5131","41933","39645","18654","32474","35667"
"Sep 24, 2019","123017","40323","35731","48674","59118","31507","25655","3123","36115","38439","20156","29221","32266"
"Sep 17, 2019","187795","62004","42181","83296","111040","34891","26970","12312","76821","41689","17797","49801","27242"
"Sep 10, 2019","183058","54971","43448","82997","108864","36192","21848","15603","73732","47889","19129","39549","30440"
"Sep 03, 2019","167396","48206","42857","80697","91268","34119","28897","23883","65513","39368","26238","42276","25652"
"Aug 27, 2019","158921","48292","37387","72672","92086","35008","26499","20281","69149","41233","20796","36838","24294"
"Aug 20, 2019","155837","47368","34331","71980","92293","33394","26118","17196","69551","41338","17314","35692","22275"
"Aug 13, 2019","160861","50065","35865","73207","98380","34392","23419","14899","77598","45576","13641","38280","26006"
"Aug 06, 2019","172657","63598","39432","72567","104262","33530","26001","12216","83970","52668","13605","46960","29496"
"Jul 30, 2019","182478","66305","44583","75564","113887","37850","21249","10468","95685","56273","10445","45699","36065"
"Jul 23, 2019","187397","69694","38944","74876","121515","38895","23006","10366","101489","61004","8300","43692","36837"
"Jul 16, 2019","182946","63098","42134","74284","116508","42821","21561","11966","95015","57664","9406","39092","35500"
"Jul 09, 2019","164842","48734","39508","74021","99594","39422","23075","13325","78173","46088","7922","31548","34814"
"Jul 02, 2019","157998","45057","38764","70570","90343","37592","24112","11554","66825","45750","8110","30483","35936"
"Jun 25, 2019","137543","24750","39540","71645","69078","36821","24598","12205","38470","32644","19577","21037","36983"
"Jun 18, 2019","160795","19796","57867","70537","67737","62922","27651","5887","23113","29275","30618","17013","50369"
"Jun 11, 2019","159212","25597","58437","96453","69782","33318","27149","28097","12661","32944","31480","18637","58896"
"Jun 04, 2019","151970","15330","57089","99023","55664","30008","31608","40441","1501","28867","39214","13174","52931"
"May 28, 2019","140449","15878","55301","89942","45632","29705","34592","43347","1336","28039","41509","11342","46155"
"May 21, 2019","140682","16282","58518","88138","43023","31360","34239","42996","1549","27692","43527","11027","44659"
"May 14, 2019","148058","18457","66045","98370","44964","28311","34129","42642","1042","36161","47505","13347","48248"
"May 07, 2019","151258","20117","66232","98696","45798","28756","35539","43786","0","37498","48396","12932","49545"
"Apr 30, 2019","154565","19445","66190","103426","47365","27864","37180","47585","226","38536","47729","12419","51003"
"Apr 23, 2019","152998","23222","70715","99165","43362","27877","36187","43302","946","40503","43818","16075","56478"
"Apr 16, 2019","145041","18256","67418","97019","41698","27476","33635","41674","0","39544","40834","12502","56006"
"Apr 09, 2019","149544","24681","67883","93053","45966","28845","32730","36593","24","39925","37227","18712","63173"
"Apr 02, 2019","151140","24619","68942","96434","45321","27158","33948","40915","169","41971","36036","17897","67225"
"Mar 26, 2019","144311","21194","60765","93842","44583","25871","35559","38297","512","42690","34226","13917","60123"
"Mar 19, 2019","167282","16267","64041","112933","50942","35013","49230","52261","4296","39276","33476","11604","61333"
"Mar 12, 2019","159939","20276","61329","100572","48039","33566","45046","46035","7541","39925","39144","12666","53284"
"Mar 05, 2019","146552","18210","58654","98021","49449","27513","35641","39318","10087","40525","34249","10118","52837"
"Feb 26, 2019","147621","21553","60730","98049","53588","25540","30824","36086","13683","43138","32081","13384","57434"
"Feb 19, 2019","142620","22989","59426","90735","48953","26656","32001","41708","8831","34981","38456","11627","51380"
"Feb 12, 2019","141172","21433","58970","92005","48601","25777","31644","42123","6426","31083","35794","12153","52828"
"Feb 05, 2019","141538","19808","61845","91960","44384","26574","32113","41055","4384","31684","28723","12605","59979"
"Jan 29, 2019","151146","16523","72913","104343","40248","27513","35218","57675","1662","29868","37246","9499","59083"
"Jan 22, 2019","151010","16727","72823","102840","40096","28699","35347","56864","2338","30408","38045","10125","57981"
"Jan 15, 2019","155691","17006","76530","105916","40853","29376","34915","59868","2505","31422","39402","12072","59858"
"Jan 08, 2019","167005","19287","85289","116348","39134","28376","39588","72445","0","31236","41581","13012","64407"
"Dec 31, 2018","170168","34330","84979","104762","45172","28651","37592","60277","0","30182","45376","30673","62618"
"Dec 24, 2018","159195","27887","72579","99624","46527","28141","36546","53336","0","30530","42530","25822","55213"
"Dec 18, 2018","191476","51566","59023","108148","69667","26887","57911","51699","3687","29105","38204","40140","45435"
"Dec 11, 2018","161530","41672","53341","84808","62493","28469","39115","35847","6529","29825","33615","29978","43163"
"Dec 04, 2018","156750","38736","51672","83381","64076","30398","36767","33510","5433","29627","34812","27693","42593"
"Nov 27, 2018","145122","41427","50057","71616","56020","29620","36586","27006","6105","29077","28975","31744","44845"
"Nov 20, 2018","140651","39059","45348","68576","57302","30026","35011","22180","8680","29744","27047","30944","43077"
"Nov 13, 2018","121999","36773","39564","53110","47212","30299","33406","11919","10675","32934","25667","29050","37605"
"Nov 06, 2018","116284","33753","36385","49033","48112","32496","30785","8952","11769","32717","25136","26252","36083"
"Oct 30, 2018","118508","29436","39091","56057","47585","30248","29065","13612","10844","35448","24268","22513","38418"
"Oct 23, 2018","118053","32031","39259","53794","45636","29471","30401","9307","12132","40580","20865","21825","39346"
"Oct 16, 2018","115386","32202","43221","49320","42446","31002","26857","6099","12351","40636","18612","20579","42425"
"Oct 09, 2018","121489","38867","51012","49286","41083","30874","26932","8510","14974","44877","17447","21843","49623"
"Oct 02, 2018","127333","41940","60424","48865","38578","32781","24584","5731","12131","46244","20591","25909","55742"
"Sep 25, 2018","115727","31812","51344","51398","34867","29154","26153","9405","9237","43389","25017","18866","42768"
"Sep 18, 2018","150538","25979","56090","92956","35472","28021","55394","50609","6794","41431","32718","12290","38571"
"Sep 11, 2018","158974","30506","57448","97457","62750","28384","36149","44328","23662","40306","29137","19260","45290"
"Sep 04, 2018","151238","34748","61055","83790","53216","30146","34413","39766","22426","41849","28079","20817","53909"
"Aug 28, 2018","147679","34111","58900","78787","53377","30532","31153","32591","23399","42894","25354","21718","53867"
"Aug 21, 2018","145677","32271","59292","79257","52465","31380","31151","36217","20991","39176","29572","19999","51289"
"Aug 14, 2018","144705","30627","56825","80789","49506","29875","34960","40792","20609","36881","27768","17728","48529"
"Aug 07, 2018","144934","33269","58167","79517","49789","28915","33745","38721","20771","35984","26519","21633","51288"
"Jul 31, 2018","140253","23679","55248","84857","49753","28309","31844","44990","19238","31111","25942","16082","50370"
"Jul 24, 2018","151441","20084","64595","97689","48540","29501","34139","53720","16776","33469","30515","14787","56798"
"Jul 17, 2018","157927","25594","73078","101031","42490","26310","37367","59648","16388","33724","33614","20264","57445"
"Jul 10, 2018","159504","26586","79473","101315","42120","27611","33919","58665","16566","33529","34722","21726","62218"
"Jul 03, 2018","158341","26934","76382","100077","41926","27368","36071","58551","16609","33250","34948","21386","59242"
"Jun 26, 2018","159233","40866","73665","86272","45363","28741","36851","42599","19377","32122","32854","38422","59335"
"Jun 19, 2018","190384","45738","59752","85775","92059","54974","34676","14121","28858","31718","25677","33222","51953"
"Jun 12, 2018","156985","30168","45156","89911","69870","27605","32658","23547","12714","31553","22139","17078","40139"
"Jun 05, 2018","158317","35266","51305","90417","70056","27679","32001","23734","11496","31156","23487","21355","45333"
"May 29, 2018","147495","32696","48386","81293","62316","28037","31324","25067","14711","30696","23548","20058","43937"
"May 22, 2018","136118","23555","49767","71081","47695","31693","28867","27094","13944","29959","21753","12361","44564"
"May 15, 2018","128708","30419","54075","64838","37415","29066","32833","30358","10610","31696","25603","14414","45262"
"May 08, 2018","128877","33156","57017","63390","35913","28693","32309","26798","8936","33271","28505","16816","44921"
"May 01, 2018","121676","25940","53475","62784","33539","29531","31241","25060","8876","34260","26943","12139","42803"
"Apr 24, 2018","120406","23559","48703","61316","39466","30820","27526","21075","17996","32900","20036","16634","43368"
"Apr 17, 2018","128174","28575","58899","62509","39619","32160","24726","21862","16546","32899","19107","19902","54862"
"Apr 10, 2018","124621","28027","59699","63718","32275","28716","28487","24424","5481","34021","23650","16374","54523"
"Apr 03, 2018","127509","29558","61430","64223","31105","28906","30152","24980","3813","31751","23639","18988","56697"
"Mar 27, 2018","127568","33518","60568","63273","30405","26091","31909","24547","2952","29796","23196","23944","56002"
"Mar 20, 2018","180240","78744","54184","64019","85763","31214","34030","6803","49950","26979","22867","76198","43526"
"Mar 13, 2018","154478","59919","40499","50424","73576","34731","30999","4994","52463","28263","17774","57688","32681"
"Mar 06, 2018","139318","54233","34668","46346","68976","32114","29049","5111","55221","28289","15600","52320","25294"
"Feb 27, 2018","145351","54279","32059","48621","86754","37480","21567","5735","75024","33124","12016","51165","24152"
"Feb 20, 2018","144832","49373","26246","52401","95370","38466","18624","6597","85731","35910","11064","47338","16525"
"Feb 13, 2018","155262","62535","30006","52333","102577","36669","18954","6170","93575","36893","10781","60459","20356"
"Feb 06, 2018","167890","69492","29328","55913","116475","38862","18464","8720","111472","47336","10332","60212","18358"
"Jan 30, 2018","176871","75296","41831","56192","113618","42447","18486","9151","107581","48782","10576","63792","32029"
"Jan 23, 2018","168849","69446","46889","53866","100460","41778","17741","6492","93758","48257","10983","59807","37296"
"Jan 16, 2018","160810","61473","43917","54231","94301","41851","19337","6995","86307","48567","10949","52213","36381"
"Jan 09, 2018","147839","58581","41120","44166","85917","41162","16872","5078","76732","46705","9455","42976","35884"
"Jan 02, 2018","126829","49297","34558","37528","68410","35774","19631","3592","56761","42615","9406","32395","32533"
"Dec 26, 2017","116559","42372","25026","35963","66442","33460","20327","3487","53162","35304","9414","30763","24114"
"Dec 19, 2017","155022","68451","22550","49332","104903","32239","22569","16163","81913","32161","9776","50457","20939"
"Dec 12, 2017","149275","62198","20238","45454","98941","35736","24209","16819","80787","34061","10004","43296","17315"
"Dec 05, 2017","147099","66467","24001","39258","95363","36684","23045","15339","81360","36114","10042","43515","22378"
"Nov 28, 2017","145257","67882","22224","35966","97790","37513","21347","9771","83709","41511","10042","43694","20938"
"Nov 21, 2017","143596","67324","22199","34230","96416","37791","20730","8237","80921","39250","10015","45374","22252"
"Nov 14, 2017","143841","70473","23138","35157","93122","33964","23334","9096","75977","35402","9917","52802","21765"
"Nov 07, 2017","147706","75460","24571","32552","94493","34970","23918","4927","78127","37709","10413","56415","22797"
"Oct 31, 2017","157542","84309","26470","32021","103799","36812","22873","1408","85625","39410","14838","66274","20012"
"Oct 24, 2017","172673","96561","24229","33619","123307","39433","22077","1174","103153","42361","14602","79106","16858"
"Oct 17, 2017","174347","94507","19421","35726","131461","41088","20439","1230","109255","44841","13574","76590","14346"
"Oct 10, 2017","175817","97068","20676","33076","130611","43024","21881","1184","110018","42151","12223","81352","16792"
"Oct 03, 2017","177263","97204","22076","35298","132354","41868","19940","937","109985","43698","10815","81440","19377"
"Sep 26, 2017","181913","102688","28083","33487","130317","43302","21077","1668","109834","46938","9922","81703","26020"
"Sep 19, 2017","299169","100675","41829","149713","229684","45503","24378","38175","133561","46018","7558","79864","34202"
"Sep 12, 2017","227931","91645","41146","78318","152389","46789","23217","36169","126533","44325","6895","70928","32144"
"Sep 05, 2017","203353","94732","41088","62321","133671","42612","24906","22941","124280","52752","4435","72221","32046"
"Aug 29, 2017","191798","86806","33639","59983","128659","41262","25753","20720","118803","49154","4563","68855","25953"
"Aug 22, 2017","186960","80965","29866","61276","127582","40979","25772","21393","117862","46554","4633","65772","22934"
"Aug 15, 2017","192026","86455","35106","59593","128702","40668","22908","18266","118550","46330","4834","72986","28909"
"Aug 08, 2017","205963","98237","35416","58066","143051","44677","22513","25017","124211","43030","5738","79476","37178"
"Aug 01, 2017","190622","82885","42247","58579","120063","43725","22879","17796","104565","44509","5764","67530","43886"
"Jul 25, 2017","177330","70385","43772","61163","102679","41302","26399","19135","88225","39420","5354","56934","46441"
"Jul 18, 2017","169522","60000","51957","65157","87484","39666","25382","20276","72519","37339","6118","49581","54596"
"Jul 11, 2017","161065","46080","54684","70170","76801","39469","24234","24308","59656","34731","13004","37963","53426"
"Jul 03, 2017","145079","34300","73672","71029","38736","34508","27429","24708","20754","38271","17121","23314","69148"
"Jun 27, 2017","143798","28698","78193","78927","30949","31137","29620","36431","10038","34349","28559","18567","64736"
"Jun 20, 2017","219496","28507","111388","156474","70708","28038","30923","66632","13207","31519","29430","20074","97339"
"Jun 13, 2017","204115","26781","115376","134249","36156","26763","36261","75975","11825","32873","38009","18134","93867"
"Jun 06, 2017","210933","26492","120993","145121","39283","25867","37204","86469","11775","31292","41815","19352","98522"
"May 30, 2017","200273","23711","121898","144726","35352","27709","38896","88164","11013","30341","41960","18325","97516"
"May 23, 2017","208304","29681","128790","147449","35345","27551","40546","89542","11774","29714","39290","25396","104419"
"May 16, 2017","219483","39130","137130","145253","36569","30961","41645","88384","11636","27712","39914","35178","114805"
"May 09, 2017","214946","47412","133627","132142","32866","30904","43965","78494","10939","26083","40102","42562","108274"
"May 02, 2017","192692","66565","114269","93666","32196","28701","42467","65579","12630","25258","26948","40508","98430"
"Apr 25, 2017","165504","52545","95187","81341","28596","28750","38853","54678","13556","26399","19433","26842","84127"
"Apr 18, 2017","136614","37306","70558","71513","29346","25088","34003","38556","16227","25517","13714","20550","63316"
"Apr 11, 2017","126412","31432","63766","65672","27077","26888","33149","34790","14738","25186","9465","14045","60134"
"Apr 04, 2017","133688","38535","68760","66642","27932","25653","34138","31037","14599","25472","9993","24711","66647"
"Mar 28, 2017","121699","30419","58636","63563","27122","24672","32896","24506","14796","27734","8885","18157","57086"
"Mar 21, 2017","119123","30293","54696","60428","27964","24762","32823","18014","14734","26610","9935","22217","53013"
"Mar 14, 2017","176379","74620","53162","73482","86268","26159","34831","9711","33003","24920","10556","62575","52421"
"Mar 07, 2017","147601","65616","36396","44006","72465","30309","31070","5539","49732","27861","8433","52026","34644"
"Feb 28, 2017","135442","63125","33035","37216","74841","33238","25703","2665","70068","33391","7819","51378","24210"
"Feb 21, 2017","131522","58780","34196","38291","70811","32973","25037","2882","71407","34741","6231","45233","21402"
"Feb 14, 2017","125056","53152","33812","37935","66128","32385","23532","2897","68402","35841","6204","39846","19854"
"Feb 07, 2017","118424","46127","37577","37515","56453","33498","23110","2536","61230","34763","6207","35057","21180"
"Jan 31, 2017","114274","44939","41467","36065","46014","31672","25195","1740","51165","34465","7262","34355","25166"
"Jan 24, 2017","99574","36175","33656","34655","37697","27118","26595","517","38266","31015","7008","28779","22389"
"Jan 17, 2017","100307","32064","37520","37227","32371","29655","29055","1313","25401","30698","7428","27646","33424"
"Jan 10, 2017","90632","28405","36340","33421","22096","27317","30707","7141","11777","29725","10136","16759","32357"
"Jan 03, 2017","98751","39546","43417","33109","18938","24595","34895","18181","7102","28407","13941","19347","36008"
"Dec 27, 2016","93212","36597","38195","30039","21370","25257","32328","7842","9303","26244","10813","25456","33811"
"Dec 20, 2016","106080","22246","34000","52784","38842","26744","28932","19470","20364","29236","9146","14438","31551"
"Dec 13, 2016","114265","24035","45904","54943","34822","32369","30621","21289","18701","29985","8300","16693","42810"
"Dec 06, 2016","107289","21538","39696","56070","33177","27431","32166","28802","18994","27594","10677","13129","36705"
"Nov 29, 2016","114416","25010","43586","61735","34553","25826","34432","40625","19256","27366","12959","10701","39427"
"Nov 22, 2016","118667","28260","45722","64108","34537","24631","36740","43667","19456","29571","12853","10022","41769"
"Nov 15, 2016","125532","34293","52892","64713","32179","24624","38559","46117","18037","28564","11962","14862","48358"
"Nov 08, 2016","120993","32850","54162","60639","30561","25997","34763","41690","18134","26614","13549","17521","46817"
"Nov 01, 2016","121156","35723","51683","56569","31799","27364","36174","33150","16290","28418","18307","23436","41664"
"Oct 25, 2016","113501","33274","46598","50812","29164","28055","36379","25457","17333","29074","14470","23460","36467"
"Oct 18, 2016","95793","23679","37977","43075","27569","27907","29115","13051","17221","33381","9901","13932","32668"
"Oct 11, 2016","104002","30809","42513","46146","26621","26121","33942","15540","17195","39005","9679","15555","35618"
"Oct 04, 2016","104219","32585","46662","45693","25329","24851","31138","15791","14520","42655","10468","13295","40511"
"Sep 27, 2016","105130","34579","46194","44542","25681","25220","32466","14269","14901","39410","11379","18617","40338"
"Sep 20, 2016","137204","57216","40913","53400","67179","25437","27961","10839","40550","40208","11409","41344","38147"
"Sep 13, 2016","124676","45790","28732","48174","66685","28999","27546","7545","49275","48502","11345","27274","24426"
"Sep 06, 2016","122747","44136","23231","43384","73389","32397","23297","6279","58814","52732","8726","19332","19054"
"Aug 30, 2016","125716","46808","24408","42757","76792","34291","22656","6113","62871","54524","8741","21352","21131"
"Aug 23, 2016","131618","50097","33363","43820","75437","37048","22165","5805","60283","57338","8570","21782","29395"
"Aug 16, 2016","124610","46118","33645","43388","66154","34416","24123","3136","50841","59048","8566","18804","30019"
"Aug 09, 2016","115796","43647","28281","42636","58173","28893","28722","2865","44934","53223","10201","21813","22840"
"Aug 02, 2016","115825","41711","23953","42005","63882","30947","26828","1928","51036","51477","10421","21632","19941"
"Jul 26, 2016","118079","44023","20843","43091","66035","30042","30278","1288","55477","52821","8658","24096","18285"
"Jul 19, 2016","117603","43086","21018","42753","70432","30754","25143","456","59515","53899","7787","22557","19480"
"Jul 12, 2016","114230","39963","22788","42740","65261","29883","24537","144","54236","50637","7618","22394","20948"
"Jul 05, 2016","116494","41031","29514","43551","61699","30421","23790","0","51059","52342","8235","22267","27060"
"Jun 28, 2016","114425","38675","30726","44473","59912","28932","21442","0","48511","50570","9942","21287","27837"
"Jun 21, 2016","118157","40664","38069","44071","58205","31672","20133","0","47181","48559","10081","25067","33983"
"Jun 14, 2016","177711","42394","23954","74637","115547","43849","21379","354","71145","43609","8971","26554","19923"
"Jun 07, 2016","135330","37421","15884","52674","82076","32892","25027","5765","68221","49990","8292","18626","13785"
"May 31, 2016","126518","38753","12494","51879","82201","32940","28877","3906","71659","49896","8895","23635","9509"
"May 24, 2016","123789","32834","12787","55464","81059","33066","27518","3206","72971","50143","8209","22569","9516"
"May 17, 2016","124370","37009","14303","50005","83532","34985","24164","1839","75499","43750","5915","28502","13679"
"May 10, 2016","124765","42040","16166","48293","82183","33117","25101","1316","72995","43349","7628","31964","14999"
"May 03, 2016","123864","39840","20897","47204","77949","35585","23783","2821","66794","40643","6278","30255","22972"
"Apr 26, 2016","121080","37104","25105","47268","72952","35188","21503","2990","61748","41145","7873","27276","25727"
"Apr 19, 2016","114198","32473","25165","46801","64866","33623","22866","3447","53746","41146","8744","23032","24947"
"Apr 12, 2016","107755","28968","26583","45199","55301","32365","24648","3187","42729","40038","10475","21219","25800"
"Apr 05, 2016","105335","29565","29468","44400","50888","29201","22810","1853","35249","40537","15754","21159","26991"
"Mar 29, 2016","101099","28146","34326","45660","42001","26144","23623","2240","26367","40567","16248","19724","30350"
"Mar 22, 2016","98997","21807","36816","46885","37226","29159","23809","2690","21448","41425","19659","13897","29497"
"Mar 15, 2016","169228","31584","48410","108483","91330","26113","26440","73309","67798","38959","23641","11772","35994"
"Mar 08, 2016","174347","30550","56331","105413","78193","26714","28153","72631","57244","39570","24522","10860","43014"
"Mar 01, 2016","159107","31018","61496","102244","64669","23359","30456","71146","45764","43121","29015","6213","42929"
"Feb 23, 2016","157921","31487","68427","100612","57111","23379","29940","71111","38074","38712","27707","8561","51834"
"Feb 16, 2016","158608","29077","74162","103804","51417","23407","30709","72134","31520","39678","32940","7142","53122"
"Feb 09, 2016","157150","27279","79214","104221","44583","23540","31243","72800","23333","39261","35074","7122","56866"
"Feb 02, 2016","157362","30069","82489","103015","32595","22264","40264","73164","9605","39793","39825","7362","56916"
"Jan 26, 2016","165240","32767","99586","105878","24681","24894","39272","78188","3627","36783","43229","10525","70562"
"Jan 19, 2016","165344","33064","99450","105244","22763","25383","41478","78751","1568","35591","49750","11122","63206"
"Jan 12, 2016","166273","38837","98051","102793","24084","23463","42958","78369","2072","34307","47867","14013","63659"
"Jan 05, 2016","166610","40898","101028","101060","21325","23527","43132","80252","1231","32499","51763","15113","62484"
"Dec 29, 2015","172137","47598","108385","101821","21148","22346","42232","81852","1923","31928","58700","22080","61460"
"Dec 22, 2015","163581","43455","99482","97189","20440","22554","43276","77625","2475","31570","54707","18297","56133"
"Dec 15, 2015","189775","44262","95271","118379","46407","22355","43318","64545","1956","31112","53319","21976","55149"
"Dec 08, 2015","162857","48776","88914","86698","24721","22808","44647","57892","6508","30731","54401","25925","45545"
"Dec 01, 2015","145547","38349","77329","83205","24352","21752","41625","55054","6312","28701","49547","15207","39503"
"Nov 24, 2015","143742","41304","79921","80182","23034","20222","38753","52589","6690","28971","51607","18063","39442"
"Nov 17, 2015","141785","45589","73941","75090","25123","19525","41140","47746","9521","28638","48696","24151","35831"
"Nov 10, 2015","134360","45787","63694","67270","31668","19709","37404","42090","15265","28541","41327","23002","35327"
"Nov 03, 2015","119629","32017","51508","65076","32432","20564","33717","41392","17837","27810","30610","11112","32359"
"Oct 27, 2015","122885","34134","53029","65506","33537","21106","34180","40363","18326","28395","37037","13189","28672"
"Oct 20, 2015","121148","31368","58480","63314","28764","24756","32194","41122","15131","28282","33740","12979","36646"
"Oct 13, 2015","116800","28207","62156","62925","18203","23721","34494","43352","3863","28335","33681","8354","41282"
"Oct 06, 2015","121676","29276","64286","69479","17933","21242","37778","48574","2469","31008","26618","8389","51159"
"Sep 29, 2015","139431","36211","78446","79347","16456","22118","42774","56573","1751","30615","31230","16094","59789"
"Sep 22, 2015","136213","40901","79295","72839","15226","20488","39707","51601","444","28147","30757","22924","61167"
"Sep 15, 2015","188043","28509","75592","118341","49009","20669","42918","69066","4588","26192","28845","17541","57762"
"Sep 08, 2015","159492","29506","78146","98424","29844","22366","42306","70067","4518","26256","25172","15572","63986"
"Sep 01, 2015","161893","28964","84083","108541","31967","21977","43432","76314","3094","26831","22724","14595","71850"
"Aug 25, 2015","168819","29555","89267","114631","33823","21400","42496","84451","3043","26685","28083","13473","73267"
"Aug 18, 2015","161743","21407","88201","114630","28552","21601","40885","87394","2903","25672","32367","9067","65078"
"Aug 11, 2015","172252","28546","95951","118620","28840","21343","43718","90858","3199","26200","35575","15648","69705"
"Aug 04, 2015","170087","33993","98173","112225","24505","20286","43826","86296","1379","26283","39182","19688","67154"
"Jul 28, 2015","162118","35195","91262","104368","23333","19416","44384","75872","1282","26624","35325","23061","64444"
"Jul 21, 2015","153762","41443","85011","87887","20556","21635","45398","62273","1313","24750","33836","29025","59403"
"Jul 14, 2015","138431","38177","78903","76754","16026","21613","41615","51386","1224","24410","29202","25935","57324"
"Jul 07, 2015","120095","35928","68196","63010","15557","19681","34866","35745","1306","24518","24694","24685","50175"
"Jun 30, 2015","91797","23105","46555","44418","13665","22367","29670","18462","3813","24675","18656","14171","31970"
"Jun 23, 2015","81380","18270","35849","38597","14191","22293","29120","14237","4314","22387","12157","9197","28139"
"Jun 16, 2015","118620","22484","34765","71354","48392","21447","32128","44177","36812","22492","10313","13101","28528"
"Jun 09, 2015","118799","21004","34749","68560","45882","22985","31918","43102","36448","21313","6543","10101","30587"
"Jun 02, 2015","123127","30095","31120","66197","53863","21546","32855","39304","44647","20979","8732","17758","23645"
"May 26, 2015","121908","30695","23362","63657","64022","24371","31339","38691","55048","20941","8426","19405","16509"
"May 19, 2015","117811","25184","20836","64147","65543","25300","28252","39062","57769","20907","6537","14862","15381"
"May 12, 2015","123908","29133","33115","62731","62038","28556","25267","38554","52477","20995","6099","17271","28434"
"May 05, 2015","122108","30028","40108","63415","49852","24912","28395","38847","40003","20693","6140","17730","36237"
"Apr 28, 2015","128938","33858","54767","64232","39337","26718","30704","39475","27767","21070","6400","22725","52295"
"Apr 21, 2015","126801","33343","60394","64497","30901","25132","31677","40582","18717","20731","6917","23305","56324"
"Apr 14, 2015","118686","23020","53598","66797","24088","25006","37137","43753","12654","20581","7306","12511","51240"
"Apr 07, 2015","114881","22081","52100","67159","23581","22153","35712","43301","12781","21088","7227","10172","49832"
"Mar 31, 2015","110447","18771","48389","66324","21992","22400","37114","41901","11177","20903","6844","7102","46774"
