Commitments of Traders Historical Report for "GBP"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 16, 2020","166808","29378","45376","116810","87746","16035","29101","70757","6202","38818","76560","29277","39660"
"Jun 09, 2020","185606","28893","52941","127992","93880","20853","30917","70928","8278","41457","72088","29691","46678"
"Jun 02, 2020","190138","26970","63014","136633","92230","20095","28454","75882","8721","46499","79870","32685","53148"
"May 26, 2020","188650","39192","61449","124256","88967","19404","32436","70988","9458","42853","78511","41783","50775"
"May 19, 2020","179734","35810","54799","120800","87501","17726","32036","67031","9324","42780","75502","38837","45664"
"May 12, 2020","166568","31525","45213","112483","84337","16475","30933","59875","8969","41033","67693","34859","40799"
"May 05, 2020","161083","28096","40101","109737","86530","18145","29347","56658","11079","40236","64549","31626","37810"
"Apr 28, 2020","162868","31466","38147","109022","91214","18026","29153","55022","15645","40116","62588","35302","36339"
"Apr 21, 2020","158788","29527","30907","106820","95218","18665","28887","54903","16414","40169","65767","30806","29627"
"Apr 14, 2020","153088","30287","27055","98814","94975","20239","27310","44103","17484","40880","64132","33596","26037"
"Apr 07, 2020","150318","31254","27561","96711","93785","18476","25095","42954","17378","40440","63332","33761","25145"
"Mar 31, 2020","165226","37149","32156","107046","102567","16291","25763","48934","15326","40389","73125","42679","29439"
"Mar 24, 2020","179552","46534","35650","110975","110500","17030","28389","52751","15180","40007","82944","52985","29519"
"Mar 17, 2020","182109","56575","37935","100164","118536","19758","20026","39482","20594","40221","86561","65369","31843"
"Mar 10, 2020","214185","56077","29749","121960","153650","26964","21602","27866","40886","50893","69523","59969","29981"
"Mar 03, 2020","214672","76063","40901","100855","133529","25371","27859","30751","40063","50560","77931","80489","36804"
"Feb 25, 2020","211321","72667","43069","101927","136111","30159","25573","16271","48551","66163","69721","71438","39705"
"Feb 18, 2020","216933","72784","43526","104712","138894","31848","26924","15018","57353","71054","63854","70893","42114"
"Feb 11, 2020","212228","65006","43922","107906","133105","30739","26624","17389","46465","68601","67267","63250","42175"
"Feb 04, 2020","208165","59659","46672","110198","127204","30106","26087","22295","42206","72115","65973","55342","47159"
"Jan 28, 2020","203169","61887","44198","104061","123497","30571","28824","19717","39656","75309","68120","51068","41828"
"Jan 21, 2020","194625","64256","39334","91212","123849","32882","25167","11630","44004","75703","67434","52607","37135"
"Jan 14, 2020","196536","68816","37284","89932","127209","31487","25742","10998","47505","73279","64769","58730","37522"
"Jan 07, 2020","197490","67403","50893","88398","116133","34162","22937","3585","48565","76523","63953","57997","40353"
"Dec 31, 2019","206784","64574","52181","97705","118255","32469","24312","4970","46396","72251","60908","60934","43156"
"Dec 24, 2019","206283","68574","59877","98829","117972","33038","22592","5329","45062","71171","64689","60316","47733"
"Dec 17, 2019","201586","59311","65091","104881","105273","32093","25921","10064","33783","73846","68259","49753","46625"
"Dec 10, 2019","256553","51920","74559","154988","138534","34206","28021","57463","60958","74924","72951","45018","53333"
"Dec 03, 2019","236714","47755","77805","151535","121233","30583","30835","59739","48833","66747","78906","48919","52495"
"Nov 26, 2019","223181","38646","75222","149337","109855","28997","31903","60554","39745","66542","73635","39454","54175"
"Nov 19, 2019","218042","39205","71108","141288","111145","31325","29565","60197","43814","62460","68989","40655","54334"
"Nov 12, 2019","209312","40348","68481","136814","106039","26120","28762","60559","38682","59018","67006","41851","51950"
"Nov 05, 2019","206317","40984","70019","132041","100069","26424","29361","66300","32806","50870","67712","41860","53683"
"Oct 29, 2019","214406","43157","75572","139336","101750","25534","30705","74780","33174","51137","73553","42235","54362"
"Oct 22, 2019","230224","35749","88189","162541","103465","23983","30619","99997","31309","46171","78937","37632","63995"
"Oct 15, 2019","243309","25431","98383","187491","103115","23830","35254","129273","25830","44551","102267","29860","57537"
"Oct 08, 2019","246896","29482","102701","191313","96609","21576","43061","136393","14616","43289","119022","32709","50258"
"Oct 01, 2019","238392","27916","105008","181676","86780","22937","40741","131115","7273","42319","120138","30165","49388"
"Sep 24, 2019","236081","24446","105241","183185","84578","21685","39497","132066","7901","42472","107295","27143","59002"
"Sep 17, 2019","230609","21332","107456","180897","77773","22630","39630","131082","2998","42760","114464","22683","52422"
"Sep 10, 2019","283161","37903","130136","207848","96424","24936","44127","154557","4203","44334","114738","25852","77024"
"Sep 03, 2019","272396","38695","123654","200362","92045","25125","48483","156277","5018","43904","125297","27050","63914"
"Aug 27, 2019","273650","38143","127171","206475","90595","22111","48963","162435","5892","44107","124123","26517","65862"
"Aug 20, 2019","273481","33405","125823","209548","94037","25419","48512","160249","5122","43088","128362","26384","63223"
"Aug 13, 2019","273931","33405","129225","207577","95331","27830","44256","159601","5530","43746","130519","24160","66197"
"Aug 06, 2019","296904","44716","147418","217107","98207","27626","43824","168998","4064","43420","142578","35450","78201"
"Jul 30, 2019","275984","41367","131517","200508","91446","25778","44690","144415","4602","51919","134134","35092","67804"
"Jul 23, 2019","248063","31935","110518","186280","84469","23645","46873","129059","4185","52167","118883","27843","55974"
"Jul 16, 2019","253464","35190","111547","186194","89850","24303","44290","128705","4208","54088","123450","27474","59336"
"Jul 09, 2019","247048","36232","109214","181197","86378","21707","43544","123981","5322","54723","116894","27789","60388"
"Jul 02, 2019","224591","33647","97891","158837","80904","23372","37061","100165","3996","59197","112361","23671","49363"
"Jun 25, 2019","207543","32059","90996","142565","75134","25743","34237","81758","3798","58383","109582","28945","39870"
"Jun 18, 2019","210421","33155","85719","145152","77424","22981","38145","86449","3693","54233","106245","30524","39404"
"Jun 11, 2019","221181","33761","78562","152966","92923","24136","39378","83318","5250","52772","102493","26505","32936"
"Jun 04, 2019","220728","41998","89760","146295","82794","23773","39512","91201","3359","52351","112764","34822","39698"
"May 28, 2019","213930","51796","83792","130329","81944","23444","39833","79440","3343","54836","107327","41085","41168"
"May 21, 2019","190191","45638","71790","111772","75175","24989","35434","59528","3816","58304","95299","33229","34367"
"May 14, 2019","156893","49332","52650","79235","67252","23543","32208","24830","4347","60132","78114","37005","23467"
"May 07, 2019","154991","45232","52111","80034","66261","24466","31360","23103","7020","63609","73708","31967","23785"
"Apr 30, 2019","161764","51577","56245","80506","67739","25189","33288","24734","7151","63527","79848","37662","21560"
"Apr 23, 2019","157851","54522","56357","72862","63973","26867","33921","13604","9188","62040","73181","43259","21301"
"Apr 16, 2019","148202","45932","45010","70687","71595","28572","28586","11966","16645","56575","62914","38960","20549"
"Apr 09, 2019","142525","36260","42776","75826","66519","27449","30240","14968","10691","52252","60035","33966","21154"
"Apr 02, 2019","147431","39423","49354","78574","64457","25361","29547","19087","5664","53343","62582","34003","27361"
"Mar 26, 2019","142957","33638","42220","79128","68910","27129","28765","13536","9850","52624","58498","29951","25516"
"Mar 19, 2019","140283","30157","43931","79962","65149","26393","27432","10466","12278","50963","54760","28346","25396"
"Mar 12, 2019","191938","29927","66623","127752","85615","26520","31961","53268","31611","50020","61436","28980","38615"
"Mar 05, 2019","193497","34620","69549","127991","86092","26545","33515","51876","31052","54351","60456","32435","44357"
"Feb 26, 2019","202065","39743","79006","129876","86931","28742","32424","58448","30839","50202","67322","39655","50545"
"Feb 19, 2019","201904","33266","80794","140744","82340","23148","34024","73370","23173","47661","77468","32614","46495"
"Feb 12, 2019","194998","30720","73664","137850","83218","23065","34753","69423","23018","48744","77583","30117","40223"
"Feb 05, 2019","196616","35111","68855","132536","90121","24014","32685","62349","28086","51168","67529","33590","44609"
"Jan 29, 2019","206696","39271","74467","137331","94119","24497","32513","64086","30426","48092","69377","41300","48431"
"Jan 22, 2019","210645","30050","82161","152335","87722","23798","36300","85639","22456","47669","80604","31223","49869"
"Jan 15, 2019","219326","31061","91537","164447","88127","20435","36279","100091","19512","46502","89880","32839","53208"
"Jan 08, 2019","210800","27670","87762","158512","82372","20470","36518","101626","9037","42676","93903","33019","48481"
"Dec 31, 2018","212470","35782","92696","155005","79081","17777","36787","98244","4956","44357","98295","38668","48102"
"Dec 24, 2018","212023","35076","91555","155098","79309","18563","37873","98976","5593","43905","101044","37249","43447"
"Dec 18, 2018","204948","29162","89885","153733","74345","19524","38189","97489","4038","44566","98672","31918","41037"
"Dec 11, 2018","255703","47649","90068","176859","115270","22469","41639","102073","30460","44308","94743","53926","45740"
"Dec 04, 2018","235704","43935","83685","161195","102075","21761","41131","103462","31288","43770","91440","45698","43100"
"Nov 27, 2018","227895","37930","77080","158469","106326","24094","37087","98225","34372","44039","91750","42281","36369"
"Nov 20, 2018","227556","37710","81188","160553","103053","22138","36160","98856","33338","44656","90641","42791","39504"
"Nov 13, 2018","229052","38606","85713","159325","102203","24166","34181","102355","32369","44656","92513","38988","44534"
"Nov 06, 2018","227514","31670","88469","163402","93533","24624","37694","103027","24523","44721","89776","35844","49845"
"Oct 30, 2018","233339","35778","88260","166998","94828","21848","41536","109618","18220","44196","99374","36887","45936"
"Oct 23, 2018","221303","33299","80296","161058","94529","21272","40804","102873","29838","49813","90494","29021","38563"
"Oct 16, 2018","210108","32153","82506","152950","86549","21209","37257","93141","27384","48772","85497","31983","39755"
"Oct 09, 2018","210549","30186","90693","154862","78777","21470","37048","94812","15150","48715","89150","31909","48385"
"Oct 02, 2018","210495","30786","90126","157189","78524","19332","38657","97572","17281","48813","89205","33091","46229"
"Sep 25, 2018","225082","34768","101846","167336","78909","19384","40733","105883","15803","48852","92977","40042","54358"
"Sep 18, 2018","229637","32856","112114","175480","71793","18648","43077","117634","7467","46023","102530","38226","55493"
"Sep 11, 2018","279503","65982","127161","182513","99316","22551","44569","113288","7529","48651","99384","53859","72858"
"Sep 04, 2018","261700","64040","133653","171837","80535","21885","43574","122530","4130","46707","98989","56201","92950"
"Aug 28, 2018","260228","58662","135590","173709","76751","24546","44576","124109","5186","43149","93705","55104","96437"
"Aug 21, 2018","267219","68091","140429","172960","75683","22319","47258","123500","5347","42642","95187","65167","98599"
"Aug 14, 2018","245490","60028","120769","158369","73815","24223","48036","105220","5810","42899","90993","61199","80981"
"Aug 07, 2018","219746","43930","102782","148285","72046","24865","42252","93463","6763","41830","84304","45646","65266"
"Jul 31, 2018","190296","35001","82387","129761","68169","23123","37329","77342","7590","41717","82271","37131","45815"
"Jul 24, 2018","191590","32178","78921","132537","67416","22930","41308","81039","7713","40866","80382","34635","43671"
"Jul 17, 2018","187151","40841","79593","116329","60642","25176","42111","72782","7759","39958","78745","38849","41122"
"Jul 10, 2018","178633","32043","72446","116606","60409","24021","39815","73693","7565","39593","75528","29191","36216"
"Jul 03, 2018","184402","43775","72556","113538","63906","21695","42546","75237","7634","37595","76865","36364","38544"
"Jun 26, 2018","169623","41491","63072","97843","61296","23920","38886","58375","6079","37073","74540","35864","29537"
"Jun 19, 2018","172592","46892","66098","94733","60941","24974","39560","53867","7054","37592","70351","42108","35609"
"Jun 12, 2018","269609","69254","58285","149396","149576","26732","37521","62228","43163","37240","67526","57314","29000"
"Jun 05, 2018","239409","78577","71232","125986","122187","25365","36509","71354","37313","35219","72327","63987","41822"
"May 29, 2018","205778","71057","61580","97022","101233","29483","34749","64632","39156","37727","69176","54747","35823"
"May 22, 2018","186517","56329","50628","89377","98005","31989","29062","52131","41340","41133","64409","43710","22871"
"May 15, 2018","190648","61361","55740","91070","96114","30274","30851","50287","40908","41185","60053","51457","31619"
"May 08, 2018","188802","62194","53206","84866","95246","32548","31156","44052","43105","41197","56381","52575","31570"
"May 01, 2018","194859","84565","58193","70188","102142","33530","27948","27588","46251","52589","58807","64121","37952"
"Apr 24, 2018","183826","90186","52821","52018","100901","35685","24167","8892","50770","29570","53709","93404","31424"
"Apr 17, 2018","205523","113252","65550","47451","110975","39333","23511","2495","64795","29952","55278","121440","42215"
"Apr 10, 2018","182784","95267","52251","46550","104428","38224","23362","3905","53683","24541","57777","105977","31286"
"Apr 03, 2018","172017","86643","46305","45117","99602","37202","23055","3219","47114","25815","58861","96486","26062"
"Mar 27, 2018","176947","90239","56063","45780","94274","38107","23789","1475","42840","29355","58542","97924","35042"
"Mar 20, 2018","159183","71425","47618","50409","88059","35325","21482","10251","36762","27152","58277","78076","27455"
"Mar 13, 2018","206151","67190","59163","95955","117488","36721","23215","38584","56184","26222","57369","75104","34133"
"Mar 06, 2018","197439","61368","56104","93464","112586","35886","22028","44035","54722","25419","58890","67399","30637"
"Feb 27, 2018","196913","62924","50237","89864","114904","37019","24666","42421","58960","28383","60036","67571","23889"
"Feb 20, 2018","188118","57953","50150","87531","109673","36856","22517","42036","55158","27219","62587","64567","22703"
"Feb 13, 2018","193326","64164","49224","85580","115995","36901","21426","44617","60228","27899","64954","67078","21990"
"Feb 06, 2018","216402","81698","53831","90308","136816","39611","20970","42302","82577","35781","65356","86358","28098"
"Jan 30, 2018","235080","95667","63926","90898","141541","44000","25098","39333","86756","38120","65403","100227","37526"
"Jan 23, 2018","236432","99369","66324","93255","141666","40874","25508","39568","85538","41607","66745","101097","38581"
"Jan 16, 2018","218209","84661","58457","91200","132697","40087","24794","41125","71484","35981","66631","86758","36229"
"Jan 09, 2018","203484","85039","59547","73179","115234","40669","24106","41528","50658","28789","66091","76145","40651"
"Jan 02, 2018","211627","93611","77376","74426","105193","38896","24364","39508","44160","31413","65880","87107","57408"
"Dec 26, 2017","190393","76354","63678","75633","97500","32865","23674","46479","35639","31309","70005","64870","39998"
"Dec 19, 2017","183783","77109","56721","69022","95854","30973","24529","46304","34148","30015","71172","60942","32328"
"Dec 12, 2017","208102","82611","71223","79509","97451","35621","29067","41437","26684","27362","69576","67120","40032"
"Dec 05, 2017","202693","89270","82864","63128","80222","36060","25372","37361","21843","25586","71531","78233","52567"
"Nov 28, 2017","178230","66549","61976","69411","82682","31751","23053","43243","17500","19855","70393","59750","35978"
"Nov 21, 2017","175839","58358","58658","75131","82274","31892","24449","51613","17461","17877","73237","52292","32000"
"Nov 14, 2017","176727","53147","57680","80930","82014","31153","25536","40662","15225","15720","73407","49809","33024"
"Nov 07, 2017","177968","50403","59601","86580","81087","31155","27450","45284","12062","16957","74180","46099","35103"
"Oct 31, 2017","185123","65482","64237","78103","83879","31156","26625","42975","13729","18388","77212","58526","39098"
"Oct 24, 2017","188064","66162","67647","80830","83812","31301","26834","45996","15316","19722","77869","60235","39696"
"Oct 17, 2017","186473","72871","67824","73965","82580","32003","28435","42566","14977","19703","78511","59436","38280"
"Oct 10, 2017","181570","79610","64102","60706","80641","32687","28260","33902","16332","19833","78227","63807","34970"
"Oct 03, 2017","174867","80325","60376","47590","78951","37106","25694","20518","16944","21097","71044","65467","35652"
"Sep 26, 2017","195509","80145","75091","66178","80987","35311","25556","33399","16737","20229","70891","67932","50612"
"Sep 19, 2017","202582","76556","86717","80934","75089","32563","28247","46763","12855","19672","67256","63384","64550"
"Sep 12, 2017","273720","68938","115023","148804","104335","32910","31294","81997","13463","21769","70078","54040","88345"
"Sep 05, 2017","219048","54454","107381","124851","72606","28462","27780","83584","5936","19851","72075","41351","81720"
"Aug 29, 2017","224031","60053","111608","128444","74303","26706","29292","88574","6880","17830","75003","49432","84635"
"Aug 22, 2017","216494","61484","107384","118557","73564","29017","28110","78627","6380","18125","74896","49042","79536"
"Aug 15, 2017","213259","63810","95670","112181","78906","29610","31025","72301","16107","19834","71781","52125","69702"
"Aug 08, 2017","208091","58617","83777","108561","87823","31984","27562","68377","28716","17895","67427","47945","59954"
"Aug 01, 2017","217430","58857","88309","111887","88780","33453","27108","68196","28710","21325","66306","47895","64629"
"Jul 25, 2017","200700","52152","78349","108402","87244","31293","26254","68540","27508","20710","68165","39246","53428"
"Jul 18, 2017","200185","50883","67356","108392","94589","31834","29164","68527","34576","19987","68658","38664","42055"
"Jul 11, 2017","193648","46614","70752","109540","86546","29125","27981","70312","26839","17896","69719","36287","45030"
"Jul 03, 2017","201379","54025","81792","108720","83969","30435","27419","68249","23944","21883","68829","39096","56392"
"Jun 27, 2017","187799","43707","82840","112643","69449","25158","29219","73483","7192","18468","72776","39588","57258"
"Jun 20, 2017","194700","50625","88229","111234","68958","24748","29420","70976","7469","19891","75194","46148","60730"
"Jun 13, 2017","269593","40552","79993","171312","127420","26706","31157","129970","58651","20576","73011","34694","54526"
"Jun 06, 2017","248173","40147","76863","171798","133050","28235","30267","129141","70109","20973","72135","40322","49716"
"May 30, 2017","254039","45574","75225","174892","141427","26560","30374","129800","78204","23182","71583","45086","49005"
"May 23, 2017","256257","49166","73033","169651","147172","29473","28085","125979","84411","21032","69704","49482","47787"
"May 16, 2017","256035","48369","81364","170287","138282","30416","29426","125466","77937","20322","72378","48279","52376"
"May 09, 2017","257225","44910","91708","174152","130262","31562","28654","126213","69634","18152","75952","47160","57862"
"May 02, 2017","267230","54281","135645","174292","95760","31895","29063","126242","61697","17692","81014","53919","65770"
"Apr 25, 2017","261711","54050","145232","175178","82897","28187","29286","127597","48472","16256","86125","52087","71374"
"Apr 18, 2017","261350","48348","147838","180855","75643","28434","34156","133992","29385","14018","84685","45942","84484"
"Apr 11, 2017","244188","31871","137772","183232","70802","25724","32253","141348","17706","10537","92558","30446","81764"
"Apr 04, 2017","241774","30741","130414","178783","71911","24828","32027","136022","21161","10690","85046","30500","80038"
"Mar 28, 2017","246985","35055","139130","178810","67604","25729","32860","136402","22779","10488","83443","35183","83462"
"Mar 21, 2017","252480","32586","140430","187036","67165","25743","37770","145930","5259","10379","88561","30744","96391"
"Mar 14, 2017","259945","42367","149484","187680","65561","26351","41353","147649","3576","10283","93583","37289","102122"
"Mar 07, 2017","262512","61847","143284","167434","75097","28890","39790","163596","8449","9577","92113","37316","97672"
"Feb 28, 2017","226882","43329","114000","151463","71641","26036","35187","131731","6276","9705","84552","28688","76361"
"Feb 21, 2017","213713","38253","104605","144966","70114","25921","34421","126900","6360","9988","76455","24608","73631"
"Feb 14, 2017","212044","39039","104567","143574","69947","25432","33531","126175","7867","10666","72434","24351","76987"
"Feb 07, 2017","211013","38135","102674","143839","68760","24104","34644","126774","6585","9568","68835","24945","78660"
"Jan 31, 2017","211910","42232","104004","138852","69077","24110","32113","123278","6059","9354","68504","27611","80598"
"Jan 24, 2017","223681","51521","114693","142585","69560","24024","33877","139361","7150","9590","67389","28541","92956"
"Jan 17, 2017","228782","55242","121484","144232","67053","25566","36503","150438","5597","9295","69971","29831","95926"
"Jan 10, 2017","228050","56742","122573","143914","65855","24277","36505","152288","3893","9727","76948","27320","91176"
"Jan 03, 2017","225396","55482","120224","143594","65682","22903","36073","146725","4832","9423","82765","34377","81850"
"Dec 27, 2016","212492","50062","107161","138923","63441","19606","37989","141761","3248","9041","79627","31292","71448"
"Dec 20, 2016","205486","44152","103502","137410","60917","19711","36854","130945","2823","8976","77924","35249","66768"
"Dec 13, 2016","237797","40515","112858","160244","76404","22501","33998","147674","18182","8625","74065","31181","71808"
"Dec 06, 2016","243671","43169","120407","165779","76140","22666","35067","151870","16914","8578","72618","32585","81116"
"Nov 29, 2016","244257","50806","128941","162924","71541","23284","36532","150867","11438","9014","71160","40880","94875"
"Nov 22, 2016","242916","54209","128527","159627","70784","22652","37177","148746","10577","9094","70096","44769","97365"
"Nov 15, 2016","248103","54241","134554","164645","70318","22527","36541","152967","7359","9727","67927","43130","107662"
"Nov 08, 2016","253703","53211","143056","169583","67841","26246","38143","163075","6921","8601","65512","38240","119134"
"Nov 01, 2016","267564","63739","146700","169308","72743","28512","42116","168113","3826","10522","65267","39891","130173"
"Oct 25, 2016","267500","63601","147563","169425","70630","27875","42708","169164","4260","11785","66296","39428","129690"
"Oct 18, 2016","255194","52575","144133","166965","65199","29768","39976","160830","4570","13058","67240","35579","120048"
"Oct 11, 2016","255590","50393","145863","168023","63307","29743","38989","160426","4474","14339","66294","33842","123170"
"Oct 04, 2016","262478","56760","154332","173807","64008","27236","39463","164363","2696","13678","77142","43481","122684"
"Sep 27, 2016","239025","48177","135891","165684","62428","20844","36386","152525","2043","12780","77962","40781","102964"
"Sep 20, 2016","237759","69233","127919","145856","66688","17828","38310","133982","7493","12655","77863","61999","95359"
"Sep 13, 2016","252539","40397","123218","175488","74438","20204","38433","157194","8832","13167","73220","32297","94002"
"Sep 06, 2016","255953","38785","128754","184116","80132","23439","37454","159558","8492","14670","73011","29190","98630"
"Aug 30, 2016","248410","39648","132133","185793","71339","17638","39607","173608","6558","11833","72590","28893","100877"
"Aug 23, 2016","247711","35850","130828","183922","69342","20938","40540","173663","4983","10220","73313","25147","97778"
"Aug 16, 2016","248568","35890","130128","187068","69903","20675","43602","177906","4504","8986","76341","23807","95771"
"Aug 09, 2016","243430","35523","125605","181773","71182","20680","41189","174237","7270","7524","74561","25102","92882"
"Aug 02, 2016","233265","33375","115890","177202","69554","16414","41547","169879","4494","7725","71098","21963","88526"
"Jul 26, 2016","231644","29819","110391","177371","70629","16144","42314","166705","4068","7531","68624","21752","86988"
"Jul 19, 2016","225589","27959","102345","171835","71248","17445","43646","163130","3953","7351","69947","19984","79458"
"Jul 12, 2016","236611","39999","100066","170357","87219","17961","41032","159428","4989","7688","84493","33110","73586"
"Jul 05, 2016","227939","45746","94777","154184","87801","19285","36637","145774","2687","5101","88123","38928","68243"
"Jun 28, 2016","206551","43274","85985","137605","80565","19118","33447","131463","3867","3789","84325","35904","50178"
"Jun 21, 2016","199189","41707","93654","134361","66143","16881","33152","124704","2910","2014","79676","40365","56844"
"Jun 14, 2016","206389","61706","98367","124129","65518","14966","36916","118981","2547","2123","81758","55304","58677"
"Jun 07, 2016","259238","36337","102636","186403","101964","16491","34631","150658","41084","2982","79581","52709","59499"
"May 31, 2016","243685","36546","69397","180591","128607","17361","36494","147251","47176","4674","76759","51812","52122"
"May 24, 2016","244377","38557","71392","179706","125675","17001","38197","148211","37684","5856","79960","53640","58378"
"May 17, 2016","239158","37533","75955","181722","120787","14844","37357","147755","36114","4108","76744","54283","62240"
"May 10, 2016","238519","37628","72563","181040","126018","14914","35001","147348","41766","4525","74961","54308","60797"
"May 03, 2016","248180","46105","86513","179607","122729","17600","34070","147495","39700","8543","69731","54733","76816"
"Apr 26, 2016","243829","40431","89100","182392","114786","18039","36976","145261","24990","8739","70519","54424","84743"
"Apr 19, 2016","238195","32765","87917","182814","111795","19223","35090","147251","14639","6273","72717","48821","89359"
"Apr 12, 2016","236169","33848","85158","185161","110980","14784","37655","151538","3689","4220","82941","51116","87161"
"Apr 05, 2016","247586","39574","86080","192127","121227","13544","37938","160016","2633","3959","86330","55601","96512"
"Mar 29, 2016","250444","38926","78954","193799","133293","14295","34773","165346","2222","2715","86061","53343","104806"
"Mar 22, 2016","246222","38526","76249","191334","131544","13680","35747","163485","1845","1596","84775","55389","103002"
"Mar 15, 2016","253177","62876","76495","174396","135467","13304","38614","150129","1658","1401","88333","78410","104520"
"Mar 08, 2016","299048","29364","78369","234315","161633","20126","43803","199736","3922","2762","88786","39717","114637"
"Mar 01, 2016","275825","38965","78343","214139","151755","17515","40521","196948","3526","2770","89313","47707","114471"
"Feb 23, 2016","257214","35479","68547","198292","145504","17980","37700","178814","3551","2847","86310","45264","103280"
"Feb 16, 2016","260649","36512","72767","204119","146560","15069","36373","184281","4462","3586","91957","46047","104980"
"Feb 09, 2016","255866","31025","67325","204732","150023","15845","34254","185560","4456","3249","89482","40093","105342"
"Feb 02, 2016","270680","32737","77755","214581","142835","16396","43124","196739","4626","3422","83133","41567","113141"
"Jan 26, 2016","272798","34696","82233","213083","140786","18553","43313","194292","4719","3375","90993","44889","106570"
"Jan 19, 2016","259589","37863","76442","197965","133170","17992","44208","177700","3922","5172","79746","48193","103655"
"Jan 12, 2016","238868","34294","64815","182189","123373","18207","46502","161748","3880","4970","76185","45591","89200"
"Jan 05, 2016","221993","44662","75158","158902","104501","16573","40478","135234","2742","9361","73806","51433","81273"
"Dec 29, 2015","204038","40476","71498","143839","91028","17822","39611","119550","2498","7590","68400","51124","68571"
"Dec 22, 2015","194313","42075","68736","134216","84544","16515","39526","111498","2095","6953","69851","52889","59818"
"Dec 15, 2015","165845","39121","56041","110007","76000","15753","32840","87454","2958","10274","67324","47586","46457"
"Dec 08, 2015","200245","41633","65535","134644","90054","16068","36756","90930","7169","10064","60904","45881","59125"
"Dec 01, 2015","187628","38403","66661","128714","79674","16989","37771","91853","7578","5102","60565","50925","53629"
"Nov 24, 2015","172390","32322","64578","119432","68053","17388","36511","83571","6271","4708","62529","45642","41308"
"Nov 17, 2015","175254","35107","60367","120464","75232","17154","37126","83548","5236","5228","69285","49154","40977"
"Nov 10, 2015","172346","39369","55139","112133","75232","18611","39742","77347","4499","8670","64365","48177","41212"
"Nov 03, 2015","151194","45775","45587","83950","76220","20028","27946","57772","16588","15196","64969","47850","25304"
"Oct 27, 2015","153453","47986","43852","84486","76791","18790","30619","56443","18169","20112","66598","50409","21949"
"Oct 20, 2015","158043","53477","45940","82773","83118","20480","27672","54755","21357","23680","67646","49943","26041"
"Oct 13, 2015","152164","44765","52292","86121","63602","19653","34645","64563","2184","18879","68286","41766","31295"
"Oct 06, 2015","160373","47700","52233","91391","72503","19569","33924","71364","1652","13652","76559","49809","32762"
"Sep 29, 2015","155821","49815","51862","82145","70731","21704","31071","59425","1754","16820","79711","52063","27383"
"Sep 22, 2015","146573","45001","43734","80548","75542","19636","25909","56086","8555","16204","73813","49230","24230"
"Sep 15, 2015","145704","43206","46825","82581","68882","18519","28599","57707","3100","11238","74071","52745","24957"
"Sep 08, 2015","186994","43509","61147","114928","84020","19234","32504","84307","8496","11815","75238","53722","39446"
"Sep 01, 2015","170032","47801","59040","99011","82339","20632","26065","63016","9524","8658","76323","68291","31728"
"Aug 25, 2015","176962","58051","54752","89205","99349","27113","20268","47623","34627","12807","71168","79311","29647"
"Aug 18, 2015","172083","52030","56001","90500","92949","27767","21347","47345","36405","16939","62240","67705","31009"
"Aug 11, 2015","158247","41751","52122","91311","83243","23626","21323","48178","29230","10930","62139","66185","27180"
"Aug 04, 2015","169224","45748","52305","98230","91834","23167","23006","46762","39074","15923","62190","71764","25928"
"Jul 28, 2015","173295","43795","53583","102505","97339","24899","20277","45769","42185","14904","62517","74069","27700"
"Jul 21, 2015","164779","35141","56609","105350","85715","22892","21059","46064","32659","10297","61088","74423","31099"
"Jul 14, 2015","157073","32162","56361","100879","77666","22710","21724","46007","24657","6801","63203","72945","27679"
"Jul 07, 2015","168480","39583","62556","103158","81987","24226","22424","46421","28756","8034","60850","80110","35391"
"Jun 30, 2015","181413","53656","66415","101251","94133","25540","19899","44340","41161","21919","61457","81166","37909"
"Jun 23, 2015","178641","51530","73724","97485","81898","28392","21785","44580","28376","22477","60743","74604","46387"
"Jun 16, 2015","146635","33877","59311","87973","62426","23435","23548","45321","8762","15111","60824","55162","33901"
"Jun 09, 2015","181049","31014","59291","121106","90666","22098","24261","76298","31921","12053","62980","53491","29644"
"Jun 02, 2015","175291","32769","58427","117608","89094","22354","25210","74112","32992","11306","64052","56861","25064"
"May 26, 2015","176797","34696","60235","117828","90963","22402","23728","73400","37887","12881","61976","59513","26911"
"May 19, 2015","182607","41132","64494","117486","94098","22896","22922","80290","41489","13535","61695","57782","32424"
"May 12, 2015","183586","37511","68280","124508","85521","20658","28876","97261","32743","12934","60881","42746","36799"
"May 05, 2015","173468","34304","59062","117555","87212","20168","25753","94073","30183","13270","62586","35370","32107"
"Apr 28, 2015","171698","33239","67367","118250","73492","18727","29357","97716","7196","13844","64915","26679","46492"
"Apr 21, 2015","175066","34830","64111","124700","77203","14243","32459","104482","5610","12698","64267","31834","49975"
"Apr 14, 2015","189513","33993","70038","136944","79221","16214","37892","118865","5344","10571","65899","31102","56171"
"Apr 07, 2015","185219","37641","71942","130411","78813","15161","32458","112342","4742","8787","59196","34149","63858"
