Commitments of Traders Historical Report for "AUD"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 02, 2020","135378","26571","67362","91638","37786","15959","29020","58688","20915","28510","35166","23176","44451"
"May 26, 2020","136920","25530","66068","94516","40279","16302","30001","62681","21440","22598","41410","25027","39299"
"May 19, 2020","132797","25301","64859","91226","39980","15712","27400","62779","20930","20398","42925","24620","36872"
"May 12, 2020","129264","23719","59144","89686","39723","14932","29470","62344","19326","19504","38450","22806","36976"
"May 05, 2020","129293","23541","56996","90061","41987","14404","29023","62996","19988","21230","39723","21862","35326"
"Apr 28, 2020","129162","21736","59477","89749","39533","16314","28789","62701","18369","20537","39037","20355","36793"
"Apr 21, 2020","126180","21452","56272","89976","39083","14061","30134","63256","16846","20841","38261","20423","35809"
"Apr 14, 2020","128258","22037","57591","90406","39133","14662","30381","64207","15589","20328","40269","19782","35974"
"Apr 07, 2020","130056","26483","61881","86869","38875","15206","27802","61923","14041","18546","45136","24417","35776"
"Mar 31, 2020","130982","27315","58979","87450","42986","15392","28192","62912","11557","18545","47358","25285","37447"
"Mar 24, 2020","135097","31024","56231","85562","48337","16567","28585","62819","10799","16402","54837","24807","32697"
"Mar 17, 2020","149878","39246","67979","88902","50077","19340","29432","67295","9634","15661","70608","30851","30797"
"Mar 10, 2020","211243","49757","103770","133836","67971","21673","33525","99578","10318","16885","92336","39543","40349"
"Mar 03, 2020","223084","64846","116799","133455","68215","21302","34589","100273","7315","17118","101260","58831","51047"
"Feb 25, 2020","213324","56684","100536","121783","71918","29718","35731","88737","10275","17896","97477","55391","38068"
"Feb 18, 2020","187455","47989","85466","101646","60714","31007","34462","75593","9330","18607","81676","46436","36570"
"Feb 11, 2020","177528","48188","80856","96321","56891","28699","35461","71235","10059","19276","77360","45950","33547"
"Feb 04, 2020","180856","48368","91665","98191","48949","30778","36723","74190","7691","19463","77477","46336","40305"
"Jan 28, 2020","156721","44662","72182","77258","45879","30923","34782","46850","12497","19735","62974","41534","27206"
"Jan 21, 2020","139478","42359","61660","65728","46445","28705","28687","34109","15499","22892","44262","37790","34130"
"Jan 14, 2020","144568","43769","64318","63913","48870","32975","27469","32067","18222","23420","38364","39012","42412"
"Jan 07, 2020","157739","52063","79312","66191","50531","35632","24043","34551","16447","26601","32861","42542","65479"
"Dec 31, 2019","164305","49430","87769","84632","48224","26942","25011","57711","15404","25534","37273","36001","69975"
"Dec 24, 2019","155810","39526","85690","89022","39846","23675","26687","63809","7186","21259","54241","32625","51604"
"Dec 17, 2019","153504","33294","79872","90892","41782","25474","28006","66349","6489","16692","60773","29625","41208"
"Dec 10, 2019","181496","46614","83422","101174","62265","29121","31222","69787","12070","16648","71977","42717","40693"
"Dec 03, 2019","185828","57550","93983","94723","56145","29523","31668","73965","10972","13200","74879","53792","49844"
"Nov 26, 2019","184471","52639","97994","100068","51305","27701","31109","78319","10273","14498","75391","50206","50115"
"Nov 19, 2019","172425","43871","91111","98695","46234","28024","33245","78036","10068","13660","67028","41348","47412"
"Nov 12, 2019","160129","41261","82070","87164","43025","29923","33253","67119","10257","13495","58834","36494","43328"
"Nov 05, 2019","161411","49832","76626","78925","45650","31177","37658","61694","14746","11800","48563","44459","46241"
"Oct 29, 2019","153444","36831","77118","83476","38117","30339","35411","69291","7282","10886","56154","32282","45942"
"Oct 22, 2019","157200","38170","82156","87692","37098","28550","35158","74553","5625","11692","58038","35007","49828"
"Oct 15, 2019","163884","42162","89767","90704","35866","28886","36119","77631","3439","13872","67929","38828","48952"
"Oct 08, 2019","168839","43328","90272","93277","37433","29599","38499","79963","3204","14226","64261","39245","54689"
"Oct 01, 2019","171940","46909","99211","92776","31137","29499","38836","80288","2900","11809","66628","44399","55129"
"Sep 24, 2019","160872","46244","93399","85567","29798","26457","35071","74262","2900","13532","59345","40246","55440"
"Sep 17, 2019","138052","34566","74648","76139","27646","25705","34116","63883","3057","13310","44112","30279","48722"
"Sep 10, 2019","182355","36994","90008","106088","45529","30160","37705","84710","12304","14272","46961","33252","63284"
"Sep 03, 2019","174021","34089","93407","107251","39293","30313","38953","86671","7810","14196","55268","31266","58475"
"Aug 27, 2019","165752","31850","92882","102382","29039","29802","42113","86723","5809","13556","56038","30162","54343"
"Aug 20, 2019","169175","32358","95139","106719","32822","28865","39981","88315","7066","13410","54867","30312","56509"
"Aug 13, 2019","175597","36304","99216","107151","33598","30329","40970","88556","7457","13458","56714","34400","59802"
"Aug 06, 2019","178023","42314","97825","101373","37743","32385","40504","81770","12150","13613","58698","41094","56410"
"Jul 30, 2019","162988","35450","88892","94555","34339","30530","37304","71191","13211","13982","53351","37310","47547"
"Jul 23, 2019","150525","29500","77480","90564","37275","28146","33455","66275","18561","14578","36744","32521","50368"
"Jul 16, 2019","157734","31843","84419","97244","37725","27031","33974","66139","16347","16731","41202","36373","52631"
"Jul 09, 2019","158794","31850","85857","96527","31911","28426","39035","65971","10782","15837","43753","36448","47803"
"Jul 02, 2019","162186","34840","93575","98007","29627","25990","35635","69750","8472","19372","44447","36130","53810"
"Jun 25, 2019","164741","30526","96846","104222","26423","27252","38731","76404","6180","14254","56625","38720","53344"
"Jun 18, 2019","178401","43352","108215","103974","24195","27781","42697","76023","4639","13591","63982","50062","56901"
"Jun 11, 2019","198112","32447","95673","128190","53894","30065","41135","68562","4818","14103","58314","35562","46161"
"Jun 04, 2019","170251","36304","99595","104571","26179","26588","41689","76431","4931","14828","65833","39379","44954"
"May 28, 2019","179990","38653","105046","110339","29753","28783","42976","82792","4550","16677","71235","38579","48822"
"May 21, 2019","183247","39757","105868","109635","30466","31024","44082","81787","4913","17954","69029","40382","50633"
"May 14, 2019","165582","29130","93176","104319","27412","29397","42258","77240","3494","16512","60946","30913","43988"
"May 07, 2019","162579","32291","89340","102979","26196","23841","43575","75900","3494","15481","59840","33352","41721"
"Apr 30, 2019","159857","30520","89525","104455","25158","22325","42617","74967","2994","15937","60398","33661","41082"
"Apr 23, 2019","142394","28754","79203","89802","21781","21107","38679","59000","4110","13828","49629","34628","37839"
"Apr 16, 2019","140674","29791","76671","88873","26403","19834","35424","58266","7358","16221","48059","32893","40927"
"Apr 09, 2019","146576","28481","82897","93894","25128","21879","36229","64619","3635","16215","53834","31233","44412"
"Apr 02, 2019","149828","26551","82294","95264","25653","25078","38946","66785","2988","14926","55458","29773","42424"
"Mar 26, 2019","141322","22879","76549","94623","24403","21702","38252","68602","2620","15724","48167","23472","41744"
"Mar 19, 2019","142382","20513","72415","92717","27589","26375","39601","66476","2553","13522","48216","23521","41608"
"Mar 12, 2019","163073","25440","69139","106757","47379","25789","41468","70704","10355","13625","49447","25331","36184"
"Mar 05, 2019","141773","22597","63338","93097","37291","23238","38303","62429","10140","14827","45028","23882","33618"
"Feb 26, 2019","130502","18802","54545","87345","36941","22376","37037","54269","10274","19002","37150","18403","31361"
"Feb 19, 2019","129223","17626","54694","84466","34301","23936","37033","56391","9752","13400","36801","20341","29539"
"Feb 12, 2019","127343","18677","53172","83336","36107","22356","35090","49006","11210","19745","37367","22334","28444"
"Feb 05, 2019","120590","18997","54614","74270","32277","24603","30979","43290","12882","21296","30069","19489","34532"
"Jan 29, 2019","121855","21112","53224","78875","33327","20080","33516","48573","8089","18898","33385","22331","34963"
"Jan 22, 2019","120516","17580","53643","79775","30002","21602","35312","51308","7638","16869","31127","19784","34425"
"Jan 15, 2019","125344","21029","58998","81689","28771","20436","35385","53299","6656","17932","31344","22343","40672"
"Jan 08, 2019","127476","22345","60120","81875","26573","21074","38601","56286","6228","15963","34871","24362","35871"
"Dec 31, 2018","122428","27919","54210","69453","26535","22173","38800","45324","4106","13617","38766","32170","28967"
"Dec 24, 2018","117693","22653","53914","68742","25759","22885","34607","44078","4139","13774","39444","27214","26554"
"Dec 18, 2018","112262","17970","53039","70380","22177","20050","33184","44933","5715","14511","33119","21949","24088"
"Dec 11, 2018","148414","14520","60051","101796","46175","22169","32259","72278","23967","13960","33224","18170","31956"
"Dec 04, 2018","148755","16743","67498","104601","43770","22298","32374","76713","25216","13896","28974","19006","44389"
"Nov 27, 2018","136796","12168","66071","100080","32098","21318","35397","80380","14203","11625","36506","14166","34683"
"Nov 20, 2018","141872","15968","75148","100111","30275","22436","33092","79890","12750","12176","38460","18142","41199"
"Nov 13, 2018","146295","18800","78580","102833","26861","21347","37539","86673","9138","9924","43421","19347","41280"
"Nov 06, 2018","150565","20825","87270","107738","23914","20055","37434","88703","5874","10962","47753","23156","45715"
"Oct 30, 2018","164840","22379","92791","118814","25412","20229","43219","102763","2933","9485","53673","22933","47537"
"Oct 23, 2018","157539","20207","90575","112791","22859","22720","42284","98454","2688","8218","53316","19913","49629"
"Oct 16, 2018","155988","19849","91340","114572","21667","20470","41884","102631","3580","7835","54920","20478","48451"
"Oct 09, 2018","170758","25596","98880","118989","25120","24078","44663","107201","4233","7545","57241","25419","56043"
"Oct 02, 2018","154671","20470","92188","112337","22090","19981","38510","98265","3558","7061","55113","22947","50296"
"Sep 25, 2018","158761","21888","93949","114724","21213","19358","40808","100407","3558","7043","56315","25023","48824"
"Sep 18, 2018","162860","26231","94234","115478","21693","18492","44274","98927","3558","7009","57169","31816","49179"
"Sep 11, 2018","176761","48230","92542","101451","34606","23972","46505","87103","5661","6827","49550","41200","57845"
"Sep 04, 2018","156234","31772","75803","102691","34877","19595","43378","88374","4698","7335","41269","27186","54275"
"Aug 28, 2018","141344","24792","69425","95798","29591","19444","41018","85362","5502","6586","35673","20509","49496"
"Aug 21, 2018","145299","25528","75735","100385","24192","17933","43919","94062","3403","6195","39049","19292","51827"
"Aug 14, 2018","149238","25649","77432","101102","25328","20659","44650","91574","3980","6514","41176","21062","53239"
"Aug 07, 2018","141237","21364","75904","99840","23223","17934","40011","90903","4125","6496","40459","20513","51130"
"Jul 31, 2018","137325","21642","73118","95089","23942","17743","37414","86278","4402","6078","42261","21344","47462"
"Jul 24, 2018","133557","22676","68162","91104","26089","17329","36858","82407","4807","5243","41598","22248","44398"
"Jul 17, 2018","132268","28530","69055","84062","22798","17352","38091","79110","4052","6063","40186","24402","44972"
"Jul 10, 2018","135171","30112","71085","85184","22304","17445","39352","81099","3602","5914","40194","25480","46805"
"Jul 03, 2018","141049","35061","74291","85361","22815","17296","40612","81104","3354","5892","42817","29290","48219"
"Jun 26, 2018","137795","33105","74083","83884","21126","17696","39476","79513","2003","4392","40461","29708","50402"
"Jun 19, 2018","135854","32212","75311","81295","20747","19725","37174","74633","1526","5022","41993","30693","50367"
"Jun 12, 2018","137724","45318","60553","65457","36391","20981","34812","75328","15507","6641","36305","21729","39367"
"Jun 05, 2018","143872","51719","71927","70654","34052","18407","34801","83456","14106","4644","41496","29086","46035"
"May 29, 2018","155973","58656","81891","73856","32534","20652","38739","85868","12648","4237","44229","37476","52888"
"May 22, 2018","150320","56063","77175","73776","30864","18140","39940","83781","13348","2782","36688","37203","54068"
"May 15, 2018","173515","72514","95620","79458","35162","18864","40054","85236","13294","3220","52258","60134","60231"
"May 08, 2018","160224","62751","79517","71721","38213","22103","38845","71660","15487","2777","49430","55481","49061"
"May 01, 2018","145711","63321","68993","56868","35939","21918","37175","52334","15294","4574","45496","59351","40611"
"Apr 24, 2018","122645","49580","52976","49598","34595","21905","33512","42220","17754","6515","30725","47417","36378"
"Apr 17, 2018","99720","29832","39987","41794","32133","25541","25047","36063","17047","4621","24999","27893","27456"
"Apr 10, 2018","104209","38793","41589","40843","32907","21719","26859","35037","16533","4276","27557","36170","26675"
"Apr 03, 2018","108830","46152","46227","36814","31908","22650","27481","32589","16260","4643","27524","42762","31135"
"Mar 27, 2018","104797","51072","42998","29055","32096","21167","26200","21826","16786","6243","25318","49396","30007"
"Mar 20, 2018","97255","53750","35825","18312","32262","21439","25414","7520","18471","8470","20914","53296","25141"
"Mar 13, 2018","106473","38366","39145","34070","37221","27459","23529","16040","29750","10793","16726","38219","22281"
"Mar 06, 2018","106051","47469","44334","28372","33366","25641","23782","13706","31356","8211","21380","50481","20413"
"Feb 27, 2018","111306","47255","37681","32477","45598","28595","25048","14522","43021","11618","16703","50098","19461"
"Feb 20, 2018","111159","47170","35295","32814","50246","28742","23185","14978","45698","12530","17979","48671","18005"
"Feb 13, 2018","113967","49208","40127","32965","48963","28899","21982","15556","45417","13620","17703","49473","21374"
"Feb 06, 2018","139810","68273","54525","34538","60302","34732","22716","15955","57785","19896","18375","63792","34030"
"Jan 30, 2018","140204","63496","50345","38325","62688","36697","25485","18664","55145","18453","20023","61394","34768"
"Jan 23, 2018","141176","63551","46872","40162","68262","34522","23101","19473","52644","17913","22393","63064","37371"
"Jan 16, 2018","123922","50348","40274","41865","58561","28734","22112","21424","39619","16822","25312","50764","30970"
"Jan 09, 2018","123463","52347","46889","37398","50367","30501","22990","20322","29991","15127","27673","51651","37200"
"Jan 02, 2018","123176","45175","65201","46978","31445","27792","23299","34499","11133","10832","29470","44295","54001"
"Dec 26, 2017","110525","38210","51849","46400","31394","23092","24459","35178","6996","6110","33999","40535","39890"
"Dec 19, 2017","105270","38012","50672","46343","26026","19577","27234","34734","5939","5915","38844","40574","29341"
"Dec 12, 2017","157029","93384","52664","37288","65974","20069","32103","37859","37739","6233","41407","78116","32074"
"Dec 05, 2017","139427","83634","43306","29503","62576","21753","29008","30143","37746","5617","39556","73766","25205"
"Nov 28, 2017","134805","78202","39320","29788","64787","24040","27923","24818","40798","6767","37752","72333","22147"
"Nov 21, 2017","132975","78134","38317","27595","64409","24250","27253","22117","43128","6603","36296","73439","20330"
"Nov 14, 2017","126097","73155","29123","23527","68430","26368","25497","12208","49988","4540","28551","70311","16169"
"Nov 07, 2017","125196","75144","29707","21027","67161","26242","25545","7896","50721","4765","24432","73777","17063"
"Oct 31, 2017","131999","85422","33814","18420","70863","25615","24780","4658","54047","9472","26097","81134","18606"
"Oct 24, 2017","134558","85819","28569","13359","82097","33435","21947","2625","69311","12000","23586","80514","12582"
"Oct 17, 2017","134145","85763","23963","11903","86204","33902","21401","3066","74481","12065","20442","79248","10135"
"Oct 10, 2017","140854","93702","24520","12358","91755","32242","22027","1634","82079","10180","20193","91472","9103"
"Oct 03, 2017","147098","98499","26687","14774","96957","32119","21748","1914","89253","12555","19557","96406","10809"
"Sep 26, 2017","154112","103507","26313","14921","104186","33429","21358","1959","97273","19096","17619","94306","10974"
"Sep 19, 2017","158733","102990","30478","18702","105724","34665","20155","1886","99389","21121","15506","95571","17225"
"Sep 12, 2017","187355","101713","38680","31939","115192","40093","19873","4071","99904","16914","16538","98164","17444"
"Sep 05, 2017","168171","103353","38449","22559","105748","39494","21209","4180","97300","17736","18268","99677","16445"
"Aug 29, 2017","159477","100962","34435","20088","101502","36087","21200","4157","93214","13208","17513","99624","14245"
"Aug 22, 2017","149592","91558","31074","19484","95356","35696","20308","4520","85489","8464","16163","93652","13204"
"Aug 15, 2017","149809","93318","33706","17160","94625","36657","18804","3952","84703","7810","17506","95283","16284"
"Aug 08, 2017","149911","92077","34067","16430","91905","38294","20829","5105","82096","6723","13611","94322","22819"
"Aug 01, 2017","139228","85280","24567","13319","92907","38193","19318","5199","73585","8198","13091","81416","22635"
"Jul 25, 2017","132765","80799","24425","11844","83053","37892","23057","3732","67880","8317","11056","77087","22578"
"Jul 18, 2017","117718","69075","17719","11175","73624","35707","24614","3444","59647","7922","12754","65123","12276"
"Jul 11, 2017","98130","55950","19144","11922","53888","27219","22059","3086","38027","8059","10490","53331","15041"
"Jul 03, 2017","100735","57544","25130","12063","50973","27977","21481","2518","31074","10088","9914","52859","22949"
"Jun 27, 2017","89953","48906","29157","12980","33431","25340","24638","4935","8988","7380","12526","46263","27647"
"Jun 20, 2017","81975","42272","27239","12348","26545","24535","25371","5722","3025","7396","11895","38720","27702"
"Jun 13, 2017","134959","33134","34645","65992","59467","23179","28193","55529","34259","5640","10673","29709","37914"
"Jun 06, 2017","133572","39101","39215","68531","60312","20265","28370","58971","34518","9309","12437","31796","41161"
"May 30, 2017","129388","43148","40081","63520","56238","20701","31050","56366","34685","9391","11968","36056","41863"
"May 23, 2017","128250","42892","40257","64102","55587","18694","29844","59506","34671","10693","12378","33302","42131"
"May 16, 2017","138755","52244","45900","63428","54442","19729","35059","57758","34695","10231","20299","43306","38560"
"May 09, 2017","120039","56471","30687","38654","54711","22764","32491","33380","35732","14854","17417","40291","23334"
"May 02, 2017","107876","64169","21494","17149","57787","24886","26923","16535","42237","20075","13735","42148","16036"
"Apr 25, 2017","108559","64684","21982","18109","59978","24519","25352","11072","46970","23454","10656","45330","15479"
"Apr 18, 2017","114453","70392","27130","15228","61661","27318","24147","9133","52117","21413","12119","52437","14494"
"Apr 11, 2017","123144","76747","31596","16850","65296","27802","24507","8667","60151","25301","12136","57177","16022"
"Apr 04, 2017","137172","90215","40622","17082","72342","28205","22538","7095","76394","28886","7865","68385","17778"
"Mar 28, 2017","134422","90838","37700","12750","70972","29071","23987","3296","75294","30506","7780","67042","13946"
"Mar 21, 2017","134004","85397","40442","12908","68591","32210","21482","2689","64440","27150","11157","66097","20343"
"Mar 14, 2017","114008","73553","30288","11853","57341","25725","23502","2724","40723","20402","14782","60243","21662"
"Mar 07, 2017","153365","85221","34243","28980","84354","28880","24484","4047","67208","22343","12558","70504","16089"
"Feb 28, 2017","141914","95696","43781","14049","72110","29617","23471","3135","72092","28295","13511","73814","20358"
"Feb 21, 2017","137436","88768","55246","16605","58241","30349","22235","5512","62416","26410","18750","69822","24080"
"Feb 14, 2017","127869","79313","55095","16536","49043","30286","21997","6493","55960","24377","18708","61496","21407"
"Feb 07, 2017","114105","66545","49797","17178","42613","28478","19791","6500","46706","22868","18639","51245","18373"
"Jan 31, 2017","101420","59187","47131","14533","30063","25632","22158","6852","32296","23101","17144","40959","18670"
"Jan 24, 2017","94379","54552","44258","15346","24539","23046","24147","7101","18965","24455","14693","35073","26861"
"Jan 17, 2017","87631","42401","37556","24813","21441","18830","27047","21723","4207","20679","15714","21966","30986"
"Jan 10, 2017","96885","40782","44630","37011","20968","17421","29616","47676","2101","9960","17046","17630","37756"
"Jan 03, 2017","104009","47948","51204","35945","21753","18441","29377","48161","2088","4627","18929","28597","40402"
"Dec 27, 2016","94451","44076","45586","28548","19310","20156","27884","32580","2071","7377","19211","30684","35735"
"Dec 20, 2016","76916","38321","34380","16673","13912","20133","26835","13059","2071","10296","16075","25517","24101"
"Dec 13, 2016","87770","40290","26817","19670","35495","23966","21614","13078","23288","12208","11723","25803","15987"
"Dec 06, 2016","84900","48274","27403","12291","32094","22398","23466","12680","22306","10598","12811","27031","19581"
"Nov 29, 2016","92699","54791","33834","13591","30888","21847","25507","16345","20617","9399","12887","37449","25725"
"Nov 22, 2016","100989","63488","32783","12131","39400","23424","26860","7094","29242","10803","12434","45519","25954"
"Nov 15, 2016","113124","77814","36296","8814","54377","23640","19595","2799","55250","14359","10833","63314","19189"
"Nov 08, 2016","137560","92503","51395","11276","61026","31158","22516","3821","67493","21918","10855","75427","23556"
"Nov 01, 2016","125387","85541","44674","8723","55432","28639","22797","3743","62333","19704","7028","67502","20269"
"Oct 25, 2016","124584","83153","51230","10276","50447","29324","21076","4616","59640","21707","7474","64037","22169"
"Oct 18, 2016","122436","80526","50546","10866","48481","29263","21628","4710","57596","22518","7008","60939","21628"
"Oct 11, 2016","112028","73395","47291","9760","42144","26769","20489","3910","49873","23297","5902","52809","22468"
"Oct 04, 2016","110028","73545","49607","8085","36206","26262","22079","1642","37068","24840","9050","53449","26993"
"Sep 27, 2016","98351","62892","47884","8205","26374","24724","21563","2016","19986","24959","10769","43392","32762"
"Sep 20, 2016","86614","48543","41695","13293","22527","22829","20443","8320","14729","20402","12385","32301","29891"
"Sep 13, 2016","112367","63134","26667","17950","55832","24784","23369","3302","30207","15836","13133","51517","23738"
"Sep 06, 2016","108852","66211","27252","9551","53119","29829","25220","2123","38814","19561","10895","52070","20341"
"Aug 30, 2016","110040","70432","27866","9540","56601","27140","22645","1771","41476","21351","12934","51352","21663"
"Aug 23, 2016","114452","71011","28254","10509","60498","30234","23002","1757","48375","23252","9503","51180","23767"
"Aug 16, 2016","112135","68945","27832","9177","60033","31323","21580","1340","49463","22431","8973","51862","23016"
"Aug 09, 2016","102059","59586","24702","10178","52574","29620","22108","1421","42519","22138","8505","43735","20051"
"Aug 02, 2016","99112","58269","26906","10162","46366","27851","23010","1455","38066","20600","8375","43814","19264"
"Jul 26, 2016","95520","57083","25573","11171","44998","24672","22355","1646","38263","17436","9574","46237","14384"
"Jul 19, 2016","99518","61642","28211","12042","46274","23499","22698","2831","39605","17696","8578","46513","18874"
"Jul 12, 2016","89743","45938","29722","12635","36784","28508","20575","3164","31752","16989","7165","36394","20945"
"Jul 05, 2016","72989","33794","28891","12741","21702","23591","19533","5043","13740","12857","8063","24599","23089"
"Jun 28, 2016","70276","32556","34508","13173","15088","22335","18468","5046","11341","13674","7900","21846","26930"
"Jun 21, 2016","78925","38611","45654","16500","10357","21470","20570","7574","5456","25165","8543","18437","24315"
"Jun 14, 2016","79135","39512","46290","15871","6253","21639","24479","8391","2906","25111","7890","20051","22717"
"Jun 07, 2016","119376","35406","51214","53952","34470","22884","26558","42509","17736","21779","6861","18906","24006"
"May 31, 2016","114647","44560","49318","44974","36356","22158","26018","35884","21794","21889","9977","27458","16344"
"May 24, 2016","114633","51712","51588","36381","36986","23882","23401","24077","26549","27904","9492","33843","17403"
"May 17, 2016","114119","71793","46900","15864","41952","23648","22453","9553","32914","32441","7371","42813","14673"
"May 10, 2016","126768","82774","44616","16516","59234","25206","20646","7886","49730","35535","6524","52440","12251"
"May 03, 2016","142695","99024","46629","14397","72974","27031","20849","4358","65410","35969","7103","68478","15046"
"Apr 26, 2016","155703","109932","50392","13416","81886","30834","21904","2854","78694","42879","10652","74943","13786"
"Apr 19, 2016","142922","97472","53366","12161","65712","31634","22189","3086","63624","42943","10526","61030","15836"
"Apr 12, 2016","132621","90768","55646","11242","56356","29124","19132","2791","53602","43798","11083","53152","18318"
"Apr 05, 2016","121060","78234","51389","11143","48378","30140","19750","2855","49051","35287","10413","48696","12511"
"Mar 29, 2016","119665","77076","53610","10620","46385","30214","17915","2410","47792","41537","7939","40086","15681"
"Mar 22, 2016","111677","67931","49901","10603","42084","31493","18042","2446","42536","38545","7564","34577","15085"
"Mar 15, 2016","99992","61544","48762","7917","30785","28897","18811","1337","32299","35545","6857","29159","13780"
"Mar 08, 2016","141845","86141","56946","25233","58592","25321","21157","46219","51999","29021","6187","32263","22935"
"Mar 01, 2016","122911","76480","59619","26825","37442","17165","23409","47241","31320","24922","6671","28271","31352"
"Feb 23, 2016","119526","72523","62948","25907","30500","18821","23803","47669","22027","22426","6840","26035","33180"
"Feb 16, 2016","111447","66740","63933","26421","21113","16685","24800","48340","11151","21539","9029","21077","35206"
"Feb 09, 2016","113354","64020","69646","31378","16899","16624","25477","53554","6886","21282","9997","18587","33209"
"Feb 02, 2016","122056","51397","77565","53282","11652","15832","31294","75776","1928","13600","12682","13480","38081"
"Jan 26, 2016","125451","46281","79079","62404","11530","15724","33800","86027","1492","5936","10133","14072","41535"
"Jan 19, 2016","132814","45471","81738","72319","12417","14205","37840","95195","1432","2660","11729","16860","44020"
"Jan 12, 2016","121590","48528","71571","57436","10835","15591","39149","80085","1431","2190","12551","20558","33393"
"Jan 05, 2016","99001","46047","59808","35972","9916","16777","29072","59686","1969","2630","13600","16809","22150"
"Dec 29, 2015","98174","44766","62311","37489","9384","15538","26098","61606","1521","1959","15696","14263","23203"
"Dec 22, 2015","106301","49122","69976","43043","9475","13897","26611","66943","1498","1973","22939","20248","24325"
"Dec 15, 2015","110538","61956","72408","31733","10352","16527","27456","55874","2009","1980","28013","32896","21907"
"Dec 08, 2015","162139","47696","81275","88170","44052","18207","28746","104494","29065","3587","32821","19485","24724"
"Dec 01, 2015","154800","48063","94711","86462","26968","18313","31159","104567","14882","5555","39212","20082","32980"
"Nov 24, 2015","152585","46037","103182","90627","15600","14654","32536","109891","2732","4106","38993","19180","43751"
"Nov 17, 2015","162083","44933","111397","103191","14327","13519","35919","122691","2266","3871","42891","18463","48210"
"Nov 10, 2015","153590","45893","98723","95178","14992","12238","39594","114530","2597","3880","34519","20768","46648"
"Nov 03, 2015","145861","49856","88481","84261","24766","11228","32098","104065","11074","4491","26699","21716","43407"
"Oct 27, 2015","141008","44835","81187","80227","31082","15454","28247","100706","18310","4320","26022","17924","39171"
"Oct 20, 2015","140367","43295","81707","80919","30283","15555","27779","99762","17933","4129","24290","15294","39719"
"Oct 13, 2015","142024","42266","75971","82260","34533","16130","30152","99449","22673","4144","22358","14338","37319"
"Oct 06, 2015","139935","41592","82431","83503","20718","13862","35808","99230","9304","4575","21591","16187","43145"
"Sep 29, 2015","142869","44560","93425","83537","13958","14310","35024","99597","2489","4909","24089","17000","52580"
"Sep 22, 2015","147279","42666","95498","89836","13865","13788","36927","101773","485","4812","25014","18028","55327"
"Sep 15, 2015","156879","59117","99846","84540","18072","12587","38326","99182","564","4824","30894","31535","59443"
"Sep 08, 2015","190761","50072","103388","117383","32699","13854","45222","141499","1552","4818","27300","12427","63419"
"Sep 01, 2015","173947","50928","106660","108502","25707","13907","40970","140570","1310","4870","26936","11261","67141"
"Aug 25, 2015","174378","47275","111002","113985","24746","12154","37666","145077","1194","4345","33383","9610","66676"
"Aug 18, 2015","161344","47544","97427","99128","22350","14002","40897","133525","1090","3343","26784","8194","64306"
"Aug 11, 2015","164751","48017","99287","101106","22371","15184","42649","134850","1115","2865","30690","9231","64687"
"Aug 04, 2015","168404","49401","98813","104143","22692","14225","46264","137848","1167","2865","27626","10366","63796"
"Jul 28, 2015","165974","46555","97214","104328","22358","15038","46349","139357","896","2882","35954","6530","59072"
"Jul 21, 2015","159796","52330","93180","93305","22394","14086","44147","127204","404","2359","31700","11880","59280"
"Jul 14, 2015","148406","54936","88477","78477","18376","14960","41520","111693","379","2359","27738","12364","55070"
"Jul 07, 2015","135648","55071","77268","64045","16480","16502","41870","96243","550","2300","23348","13848","46745"
"Jun 30, 2015","118443","54909","66940","48384","19641","15116","31828","79327","3845","596","23078","15233","38088"
"Jun 23, 2015","116184","56099","65151","44097","19622","15537","30960","74462","3918","779","19923","16323","39332"
"Jun 16, 2015","119362","65421","69469","39468","19755","14084","29749","68493","4083","779","21733","26179","41424"
"Jun 09, 2015","165681","65195","79222","75985","41975","14605","34588","108506","17850","1337","31273","18756","43169"
"Jun 02, 2015","156474","63386","76642","76618","43107","15551","35806","112886","23434","1359","31579","19205","39504"
"May 26, 2015","144495","65245","58823","62234","50336","16238","34558","99034","32128","1492","23219","20811","30637"
"May 19, 2015","142589","65130","57807","57688","53630","19046","30427","94172","35100","1468","22044","21310","29574"
"May 12, 2015","136249","59435","54948","58529","48204","17765","32577","94229","29051","850","20942","16593","32614"
"May 05, 2015","137001","59033","58407","57213","44377","19451","32913","91378","25066","1278","20754","17698","36339"
"Apr 28, 2015","140298","53753","81158","67196","22618","17551","34724","101044","1256","1633","23973","12241","54114"
"Apr 21, 2015","153363","55570","90233","83040","23795","13228","37810","118822","2219","1196","24798","13133","63064"
"Apr 14, 2015","161971","55077","97510","92927","21531","13109","42072","127651","2058","1213","20124","13003","67871"
"Apr 07, 2015","159532","55928","96209","89081","21243","13338","40895","121612","2228","1208","19592","16209","66621"
"Mar 31, 2015","138260","55814","80170","66179","20286","15215","36752","99663","2150","1196","19327","14941","55196"
"Mar 24, 2015","135693","52079","80447","68957","18636","13567","35520","100198","2189","1196","18006","13508","53825"
"Mar 17, 2015","152746","63046","91853","75365","19252","13445","40751","104643","968","1292","19434","26395","60201"
