Commitments of Traders Historical Report for "AUD"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Mar 10, 2015","196534","15137","91988","130799","23082","15113","45979","118428","4776","2058","17488","14961","67304"
"Mar 03, 2015","136841","13652","75197","103821","18659","17500","41117","96742","1981","1178","18110","11687","57215"
"Feb 24, 2015","139805","15597","78751","109289","17810","12879","41204","100558","856","1273","18240","16531","58565"
"Feb 17, 2015","131722","17230","71061","98952","16458","13857","42520","90630","956","1273","16372","16410","54842"
"Feb 10, 2015","125359","12517","65699","98421","15694","13063","42608","89013","571","1273","15928","14239","51909"
"Feb 03, 2015","133075","15969","72128","103126","17340","12607","42234","92488","274","1273","15673","18585","57487"
"Jan 27, 2015","125620","16079","65022","95365","16824","13151","42749","85225","380","1083","15894","18755","49673"
"Jan 20, 2015","110904","9828","56408","85490","15042","14736","38604","73934","342","2498","14737","11429","46173"
"Jan 13, 2015","119819","14778","60143","86541","17697","17802","41281","74038","864","2498","14496","15649","51019"
"Jan 06, 2015","122205","16981","65633","88621","16452","15840","39357","75867","625","2213","15239","18531","55127"
"Dec 30, 2014","120316","24646","65343","79561","16391","15440","37913","66806","1377","2220","14954","27759","54705"
"Dec 23, 2014","118773","26180","65416","77548","16227","14265","36350","65050","1379","2220","15033","30540","56108"
"Dec 16, 2014","116787","26786","61039","75012","18777","14181","36163","61551","928","2220","14906","31923","54340"
"Dec 09, 2014","159287","17378","62391","119036","53756","17623","37890","88056","9092","2279","14358","28863","53716"
"Dec 02, 2014","133675","13565","54675","99125","40356","17898","35557","82168","11144","2248","13354","24327","44543"
"Nov 25, 2014","127008","12050","56138","95111","35965","19212","34270","78695","11035","1415","11441","23834","36504"
"Nov 18, 2014","117859","9522","47124","90530","35291","16693","34330","75749","12900","1415","10172","21071","32894"
"Nov 11, 2014","123726","12896","50923","93580","34902","16599","37250","78600","13358","1445","10955","24150","35562"
"Nov 04, 2014","123342","14595","52863","89948","34288","18130","35522","74265","12793","1495","11349","26503","38738"
"Oct 28, 2014","120071","17446","51297","83133","37105","18677","30854","68582","15561","1415","12831","28984","38342"
"Oct 21, 2014","115985","13951","45460","83989","35215","17353","34618","70197","14345","1415","13399","24626","35654"
"Oct 14, 2014","115941","14367","44638","82846","35626","18103","35052","69036","14548","1415","13099","24986","35471"
"Oct 07, 2014","129561","31601","58087","79551","34444","17844","36465","64159","14773","1440","11825","39513","42535"
"Sep 30, 2014","118488","43193","45210","55299","38251","19317","34348","44470","17003","1440","14072","47917","29047"
"Sep 23, 2014","105756","47187","38840","37349","36787","20610","29519","26162","18000","1425","12748","54736","23167"
"Sep 16, 2014","97839","55588","33448","23154","34741","18383","28936","17520","19562","1897","9524","57012","21537"
"Sep 09, 2014","126831","73321","32092","28598","70600","23272","22499","2242","36225","3102","8571","75101","25654"
"Sep 02, 2014","114146","77050","28003","11239","62297","23764","21753","2104","44334","2454","8025","77816","21970"
"Aug 26, 2014","107819","71658","29720","10080","54684","24482","21816","2526","38253","2030","7295","72762","23349"
"Aug 19, 2014","103432","65747","29173","10373","49554","25706","23099","3258","33603","1971","7288","66448","23915"
"Aug 12, 2014","94030","54691","25145","15869","45316","21993","22092","9662","30199","2003","7469","55276","20409"
"Aug 05, 2014","98196","60860","27560","12264","47016","24162","22710","4462","31590","2608","7476","61265","22498"
"Jul 29, 2014","106836","69348","29742","8752","54732","27723","21349","2829","43072","2932","5390","68254","23240"
"Jul 22, 2014","109341","72170","33377","6628","53708","29837","21550","1593","43872","2484","3679","71605","27821"
"Jul 15, 2014","105209","70881","31138","5880","49630","27413","23406","1428","40282","2688","3361","69942","25978"
"Jul 08, 2014","101860","66705","30102","5583","48218","28801","22769","1715","38666","2676","3256","65795","25117"
"Jul 01, 2014","114918","76598","37719","5394","54499","31977","21751","1913","46781","3324","2465","75971","31998"
"Jun 24, 2014","101998","65612","32149","4093","46032","30360","21884","1319","38262","2645","2493","65126","27017"
"Jun 17, 2014","99400","61078","34049","5813","42821","31058","21079","2701","35555","2605","2504","61085","29534"
"Jun 10, 2014","128984","62141","33894","30183","64362","30530","24598","20845","59610","2101","3095","63378","24671"
"Jun 03, 2014","110911","56811","35284","28982","51238","24123","23394","20448","48746","3638","3462","59587","25159"
"May 27, 2014","109139","52071","36223","30206","46843","25246","24457","21141","44350","3924","3751","54473","25947"
"May 20, 2014","107613","50130","30668","30015","49714","25754","25517","19700","47849","4161","3480","52948","20817"
"May 13, 2014","107302","50147","33020","29362","49780","26160","22869","20267","49482","5094","3281","51927","22254"
"May 06, 2014","104936","44805","36168","31455","44038","26748","22802","21894","40201","5522","3957","45788","27119"
"Apr 29, 2014","109934","50019","39313","32067","45391","25704","23086","22228","44291","5423","3746","51973","28927"
"Apr 22, 2014","107696","49540","33170","29077","49057","27707","24097","18499","47811","5498","3688","50476","23298"
"Apr 15, 2014","98933","40463","32366","31472","38399","25621","26791","20538","36234","5528","3739","41643","23397"
"Apr 08, 2014","96887","37630","34320","32547","34651","25389","26595","21824","32365","5654","3864","38593","25557"
"Apr 01, 2014","93999","35398","40278","33879","27761","24015","25253","22418","25431","7513","3913","35355","30372"
"Mar 25, 2014","84232","24387","44914","37246","11211","21678","27186","25149","9343","6242","4333","25739","35731"
"Mar 18, 2014","81737","21577","46040","38976","8343","20430","26600","29741","5302","5088","4767","21448","37091"
"Mar 11, 2014","122241","8627","49477","78468","23125","18963","33456","65169","10038","4042","3976","7914","49337"
"Mar 04, 2014","105792","12262","53370","75194","18834","15872","31124","64120","6180","3367","5096","11145","51536"
"Feb 25, 2014","98643","10299","49290","70170","15302","16595","32472","63662","10306","987","4644","9176","42787"
"Feb 18, 2014","103049","9439","53837","75006","15831","16901","31678","68397","9468","943","5281","8330","46950"
"Feb 11, 2014","110523","10202","57605","82610","17864","15952","33295","77014","9071","953","5561","9097","53108"
"Feb 04, 2014","125394","11696","67219","96114","20634","15582","35539","92018","7538","655","5566","9811","65277"
"Jan 28, 2014","136426","13997","79720","105951","17466","15049","37811","100898","5127","578","6073","12068","77095"
"Jan 21, 2014","137503","15645","80299","103859","16090","16861","39976","96015","4731","612","5270","14433","78250"
"Jan 14, 2014","112341","10376","62364","81673","15682","17946","31949","73712","4652","769","4402","9116","58655"
"Jan 07, 2014","122121","14213","71065","88807","15605","16984","33334","82150","3510","648","5440","13382","66755"
"Dec 31, 2013","120071","14430","71844","87910","13836","16692","33352","80729","2074","655","6280","14597","66928"
"Dec 24, 2013","117884","14857","69096","86022","13901","15866","33748","78897","2248","665","5911","15010","63379"
"Dec 17, 2013","113118","13752","65405","80950","14183","17374","32488","73875","1669","968","6296","13933","61370"
"Dec 10, 2013","126620","19134","64984","87997","24318","16468","34297","68253","12247","955","4914","24655","60791"
"Dec 03, 2013","121078","20197","64508","83514","22978","15726","31951","64506","10818","983","5927","25029","58409"
"Nov 26, 2013","111673","17197","50708","74587","29744","18396","29728","57027","17066","997","6009","21535","46031"
"Nov 19, 2013","136699","17585","53347","97955","53477","19701","28417","80476","10324","58","35397","22066","48843"
"Nov 12, 2013","137241","20484","56293","95507","52230","19635","27103","77585","9373","493","35627","23717","50217"
"Nov 05, 2013","129497","22357","47424","82474","54547","23552","26412","65585","12049","707","36061","26250","41318"
"Oct 29, 2013","129053","25041","48239","76692","55730","26273","24037","59356","11789","924","36324","28582","44285"
"Oct 22, 2013","125592","22882","44993","77484","53324","24007","26056","58482","9849","1575","36460","26626","40002"
"Oct 15, 2013","124276","17656","49893","83389","47141","21525","25536","66329","8520","375","36726","22578","38294"
"Oct 08, 2013","117075","17221","43625","79356","46187","18728","25493","63806","8109","153","36645","21922","33166"
"Oct 01, 2013","113676","14928","43732","77577","44014","19215","23974","61608","7012","472","36545","20063","32266"
"Sep 24, 2013","126462","20049","54868","87537","45396","17537","24859","71182","6182","550","36574","25078","45481"
"Sep 17, 2013","129806","29805","57165","82504","43563","15994","27575","63970","5115","402","36858","36615","47346"
"Sep 10, 2013","183606","8464","68496","144695","69955","17328","32036","105754","27278","1504","36148","33618","61652"
"Sep 03, 2013","189334","13655","85161","156076","67702","17017","33885","122752","21310","667","37483","36945","79430"
"Aug 27, 2013","186664","14662","85779","155509","65258","14656","33790","123452","20037","619","37594","36571","78020"
"Aug 20, 2013","184178","13676","76859","154651","72102","14112","33478","121375","19156","589","40090","38153","75298"
"Aug 13, 2013","184822","12625","75346","154583","71806","15930","35986","119960","19586","589","39638","38724","74130"
"Aug 06, 2013","201885","16566","93345","167002","64766","17063","42520","130792","11794","619","40349","43442","90589"
"Jul 30, 2013","198272","19527","92100","159310","65429","18488","39796","121674","10213","619","40840","45708","91740"
"Jul 23, 2013","185349","17344","81326","148171","66995","19074","36268","111862","12280","649","42357","42822","80499"
"Jul 16, 2013","186264","19222","89908","149150","54708","16503","40259","111534","8299","649","43180","47351","81982"
"Jul 09, 2013","178595","20955","84210","140827","51477","15728","41823","104831","4090","649","43409","49009","76994"
"Jul 02, 2013","182925","21521","92036","143118","48410","17099","41292","106952","2187","632","43869","48379","84220"
"Jun 25, 2013","174012","21403","83047","136052","46924","15751","43235","99601","1311","632","44819","50697","75367"
"Jun 18, 2013","180895","28769","92290","136873","45973","14572","41951","98730","0","0","44954","59029","84269"
"Jun 11, 2013","240067","24482","87759","186973","98769","18977","43904","131395","24651","666","43262","39307","79878"
"Jun 04, 2013","212222","32853","91403","158435","72242","18502","46145","128426","21326","0","44437","42568","80539"
"May 28, 2013","209027","42213","84520","143864","76670","20026","44913","115632","28752","0","44171","52671","72888"
"May 21, 2013","205301","50036","82445","132194","75077","19340","44048","106759","28217","0","42538","59641","72750"
"May 14, 2013","190884","61654","75104","104366","75058","21822","37680","80281","30433","0","41598","73455","68983"
"May 07, 2013","157170","61501","54871","66399","71760","26850","28119","47759","28544","1572","41366","71495","51670"
"Apr 30, 2013","158954","81303","51069","48629","82312","26716","23267","33399","41277","1929","40933","90817","46517"
"Apr 23, 2013","161752","82715","51458","50852","80562","25706","27253","34214","38962","1285","40436","93245","46321"
"Apr 16, 2013","169445","98834","45659","38235","100187","31399","22622","24415","58636","2482","39999","107012","41637"
"Apr 09, 2013","186911","117540","39661","29723","122755","38924","23771","17433","79697","2535","39381","124576","38390"
"Apr 02, 2013","197264","135540","51569","24755","121634","36194","23286","15831","78517","3355","39764","139223","50686"
"Mar 26, 2013","202150","141086","55571","25847","123606","34410","22166","15838","81605","3337","40237","145900","53821"
"Mar 19, 2013","158807","100998","46943","25584","89594","31676","21721","16405","46091","1232","41547","105678","45006"
"Mar 12, 2013","183095","77746","54480","76542","99853","26919","26874","34175","28097","720","43197","86894","48509"
"Mar 05, 2013","157595","61315","54166","72129","74303","22618","27593","51913","26571","354","43436","71134","49062"
"Feb 26, 2013","157363","79140","53445","56173","75351","21005","27522","43214","29715","1657","44407","81887","46115"
"Feb 19, 2013","159346","87921","43940","42837","90314","28050","24554","34256","44145","2145","43526","86651","39926"
"Feb 12, 2013","163745","99758","45644","36069","94218","27324","23289","29324","49735","2116","43707","98957","40262"
"Feb 05, 2013","180781","122609","41669","23026","120494","34603","18075","16856","74143","2873","43036","118027","37971"
"Jan 29, 2013","183507","124520","39224","23524","126124","34786","17482","16622","79279","2808","42942","121116","36152"
"Jan 22, 2013","208776","143776","46765","21291","141610","43091","19783","14616","94293","3182","42436","140758","43223"
"Jan 15, 2013","203425","137090","48033","21884","136456","44310","18795","14785","88908","3770","42693","133828","42770"
"Jan 08, 2013","184083","122343","42028","22532","121549","39160","20458","14724","75055","2911","43289","120831","37175"
"Dec 31, 2012","170157","117354","37832","19960","113165","32080","18397","13537","66433","3373","44168","116805","34670"
"Dec 24, 2012","173118","116141","40708","19778","114212","36698","17697","12874","67335","3820","44217","115463","36486"
"Dec 18, 2012","204312","144966","47470","17900","136599","41018","19815","11164","83334","4412","44414","143599","43891"
"Dec 11, 2012","229394","139540","36164","45906","164116","38554","23720","20817","68616","4375","43713","136641","58324"
"Dec 04, 2012","212072","136218","43989","36331","142205","37368","23723","20722","59065","4364","43367","132421","67119"
"Nov 27, 2012","196520","122186","45380","35680","126860","38074","23700","28065","54698","4480","44175","119338","66816"
"Nov 20, 2012","180364","104617","39906","41848","117417","33082","22224","34824","48396","3106","43621","101482","59754"
"Nov 13, 2012","183439","105833","37687","42286","120280","34598","24750","35226","51798","3177","43318","102457","57604"
"Nov 06, 2012","178421","98037","37720","42622","118735","37131","21335","34929","52864","3728","43453","95548","55835"
"Oct 30, 2012","174957","91030","38940","50708","113151","32528","22175","43651","46548","3294","43460","88207","57737"
"Oct 23, 2012","168663","83602","37951","57541","107131","26645","22706","50480","40898","2693","43615","79995","55509"
"Oct 16, 2012","162167","77802","39358","56422","99112","27400","23154","49705","35179","2764","43219","77809","55550"
"Oct 09, 2012","162802","78524","38710","55002","99021","28553","24348","49383","35094","2772","43532","78854","54595"
"Oct 02, 2012","162699","98600","34857","31880","107076","31483","20030","26886","42578","3167","42525","98108","52005"
"Sep 25, 2012","178886","119144","29582","24563","127147","35005","21983","18198","58300","3065","42549","119230","50185"
"Sep 18, 2012","174458","117009","47763","24935","106185","32494","20490","18203","52570","3670","43622","117199","51806"
"Sep 11, 2012","218910","107537","39278","76057","150826","29676","23166","21547","65103","3477","44329","117027","34974"
"Sep 04, 2012","189241","111869","49430","48115","116561","28640","22633","28476","68660","3656","44192","121081","44085"
"Aug 28, 2012","190631","124137","46065","35887","124144","30333","20148","22297","79482","3913","44300","131215","40156"
"Aug 21, 2012","195293","127500","40618","34598","133528","32942","20894","20577","85232","5163","43029","133075","35473"
"Aug 14, 2012","176287","109875","43196","34273","111003","31772","21721","21358","65432","3669","42553","117372","36952"
"Aug 07, 2012","162436","94635","41741","36362","98566","31088","21778","22049","54161","3353","42715","103870","34569"
"Jul 31, 2012","144498","79895","42660","36723","80453","27507","21012","21855","36652","3018","43270","88730","36029"
"Jul 24, 2012","131295","66740","40297","41986","68179","22424","22674","25047","23858","2864","43740","76021","34427"
"Jul 17, 2012","122934","50981","37050","50901","61841","20941","23932","33658","15945","2598","43810","60611","33858"
"Jul 10, 2012","121235","54718","35653","48365","61709","18035","23756","31839","16217","2473","43553","63571","31931"
"Jul 03, 2012","125706","50125","40777","58014","62192","17391","22561","40663","14869","2440","44438","58816","38531"
"Jun 26, 2012","122384","40023","42182","64507","58937","17821","21232","47805","12551","2139","45120","49167","39979"
"Jun 19, 2012","130234","41121","44579","74126","61099","14968","24537","56667","14879","2144","44680","50151","42157"
"Jun 12, 2012","195475","21189","66648","147022","86990","14168","28741","117637","9685","2144","45157","19713","70717"
"Jun 05, 2012","158833","12579","63751","132503","66629","13027","27729","122667","9393","2396","44816","10509","68429"
"May 29, 2012","142616","14788","50315","112809","62740","14526","29068","106916","8967","1824","44995","14045","55860"
"May 22, 2012","139963","29999","46897","90838","65667","18993","27266","85293","11727","1659","45270","29340","52448"
"May 15, 2012","144001","51066","46332","73951","72336","18815","25164","68956","16526","1935","43535","50390","55604"
"May 08, 2012","152108","72145","47041","58045","80412","21644","24381","54157","21273","2183","42837","70182","60528"
"May 01, 2012","147749","88649","36369","29309","92087","29349","18851","25998","32554","2875","42417","85821","48911"
"Apr 24, 2012","146739","80597","34556","40760","90888","25086","20999","36843","30853","2638","42808","78241","49136"
"Apr 17, 2012","148796","83830","35409","36524","94156","28260","19049","32607","34039","2640","42570","81975","49918"
"Apr 10, 2012","154070","79806","40377","46393","91475","27620","21967","42402","31160","2841","41856","77962","56100"
"Apr 03, 2012","151825","85990","36671","37090","94011","27616","20014","33119","35523","3271","41374","84020","51935"
"Mar 27, 2012","147373","91615","32041","27485","95723","27372","18708","20145","37979","3903","40375","93022","47718"
"Mar 20, 2012","160387","97025","51834","33030","88470","30136","19887","26263","42592","4015","40536","97566","55235"
"Mar 13, 2012","200719","98469","31713","53899","131001","31314","20968","15988","45119","3962","40647","100252","45001"
"Mar 06, 2012","164007","96358","34638","31532","103390","32761","22623","15603","40615","5150","40565","95007","43298"
"Feb 28, 2012","161219","103665","25464","20156","113145","34498","19710","12441","57624","5957","40323","102549","35367"
"Feb 21, 2012","149840","92233","17533","20354","107822","34334","21566","12383","51119","5967","40381","91311","29075"
"Feb 14, 2012","151885","93866","20125","21447","108889","33898","20197","12642","53586","6328","40378","93077","30451"
"Feb 07, 2012","148879","94332","19237","18962","108736","32891","18212","12035","51969","5559","41648","93012","28811"
"Jan 31, 2012","150115","97471","19427","21327","109504","28398","18265","13713","51273","4985","42188","96975","31534"
"Jan 24, 2012","139724","90943","21457","17892","98364","28193","17207","10756","44789","3418","43938","92137","26502"
"Jan 17, 2012","135321","83346","29040","23025","87121","26322","16532","16755","36181","2931","44101","83279","33214"
"Jan 10, 2012","125914","78721","25195","20526","80649","24044","17447","14487","29190","2934","43992","78427","30002"
"Jan 03, 2012","117247","70268","23731","24729","73890","19629","17005","19706","22635","3090","44168","64348","28079"
"Dec 27, 2011","111210","60302","27665","29967","65001","18203","15806","22574","18034","2719","44088","57155","28570"
"Dec 20, 2011","104817","52047","26305","32830","59702","17202","16072","25748","15177","2596","41675","48825","27324"
"Dec 13, 2011","153296","60132","25703","70313","106719","18888","16911","46518","49738","2572","41781","60210","26385"
"Dec 06, 2011","142807","53653","23829","68285","99239","17914","16784","50518","46191","2572","41692","54079","25445"
"Nov 29, 2011","124760","34307","21765","72823","80564","17591","22392","60238","40844","2381","38661","39743","19573"
"Nov 22, 2011","128192","43450","25490","63506","83333","21229","19362","52153","43717","2425","38485","48466","24145"
"Nov 15, 2011","136465","57352","33022","58059","85397","21054","18046","46250","48075","3022","37402","62779","30752"
"Nov 08, 2011","147684","64485","37469","56781","87876","26418","22339","45108","52502","3438","36801","68649","32742"
"Nov 01, 2011","139057","56797","30931","60616","87073","20947","20356","49666","51905","3003","37129","61682","27280"
"Oct 25, 2011","126816","45831","22760","62659","79953","18276","24053","48439","42515","2936","37824","54239","19455"
"Oct 18, 2011","121691","41395","21042","64270","77567","16026","23082","51379","39572","2935","39012","48956","17049"
"Oct 11, 2011","118182","37196","26443","67682","67203","13298","24530","56661","27661","3514","39009","36836","25129"
"Oct 04, 2011","100016","35937","23026","49285","51991","14789","24994","37879","30755","3564","18792","36015","23141"
"Sep 27, 2011","82580","29422","24255","35675","37453","17470","20859","28090","29530","3509","7998","31788","23318"
"Sep 20, 2011","78616","39049","15954","16984","43688","22583","18974","14576","35573","3237","8795","36725","14602"
"Sep 13, 2011","125386","50014","13080","47077","89512","27608","22107","10866","67803","3324","8197","69550","14117"
"Sep 06, 2011","131598","62247","14206","35525","93889","28385","18062","7631","82985","3369","8420","82747","13107"
"Aug 30, 2011","120394","60605","13036","33659","86705","26095","20618","9420","79690","3139","7942","79939","11310"
"Aug 23, 2011","112068","50917","7343","38279","82039","22833","22647","13858","72430","2666","6927","70667","8983"
"Aug 16, 2011","103162","41286","11563","40131","67875","21714","23693","15795","61345","2666","6828","61145","10325"
"Aug 09, 2011","104527","40840","11824","36040","71987","27397","20466","16503","65001","2075","7388","56352","10331"
"Aug 02, 2011","133930","91352","15754","7737","103387","34825","14773","5293","94993","2623","7095","88444","14926"
"Jul 26, 2011","135764","92174","10736","7504","109250","36039","15731","5548","101685","3046","6842","88695","10804"
"Jul 19, 2011","128712","90221","12426","5153","101714","33329","14563","3244","95209","3015","5363","87138","12970"
"Jul 12, 2011","120703","81258","13635","5758","91748","33627","15260","3947","85961","2872","3868","77915","14917"
"Jul 05, 2011","121626","82079","18743","4216","87563","35331","15320","2611","81152","2866","3927","78148","18765"
"Jun 28, 2011","93784","58957","12060","6506","62369","28174","19208","2553","55467","3305","3831","58326","14431"
"Jun 21, 2011","100079","66796","12225","4847","72030","28433","15821","2148","66711","3708","3371","64159","13527"
"Jun 14, 2011","115119","79616","11946","4590","88017","30911","15154","1680","81419","4003","3372","71789","14300"
"Jun 07, 2011","145346","78547","13342","32724","112579","33928","19278","5232","94299","4877","3304","79063","9830"
"May 31, 2011","117502","72030","12015","12100","90293","33367","15189","6518","87004","4784","3301","66545","9890"
"May 24, 2011","110968","63002","9959","16551","84371","31408","16631","10483","81263","6258","3462","60936","8036"
"May 17, 2011","115090","61179","10260","20488","88124","33289","16572","12031","84721","8399","3365","59489","8306"
"May 10, 2011","128314","72871","12550","22128","96866","32959","18542","11962","92210","10361","3369","70755","12541"
"May 03, 2011","142328","87326","13905","18928","109777","35807","18379","10611","103949","11463","3339","81546","15189"
"Apr 26, 2011","143468","88675","7808","18141","117274","36651","18385","8594","111112","11410","3388","83546","8729"
"Apr 19, 2011","143732","91589","6628","17201","119299","34940","17803","9217","113610","11688","3408","84199","7712"
"Apr 12, 2011","149033","97153","6502","15943","124202","35875","18267","6807","118176","10095","3369","92341","7940"
"Apr 05, 2011","146108","99390","8452","12397","122422","34315","15228","4522","115307","10076","3396","93795","11146"
"Mar 29, 2011","138638","91791","6226","12988","117432","33839","14960","6542","109453","9927","3465","85749","9743"
"Mar 22, 2011","101180","59626","7892","13863","79549","27686","13734","6997","75355","10120","3467","54788","7577"
"Mar 15, 2011","100326","56352","8401","12897","74230","31045","17663","6055","69322","9792","3460","51184","8792"
"Mar 08, 2011","152865","80756","7061","30380","125660","36549","14964","8240","103167","9649","3429","77229","10705"
"Mar 01, 2011","135527","80398","8545","17715","110206","36407","15769","7861","101100","8740","3414","78463","11561"
"Feb 22, 2011","125341","72726","6662","17645","101838","34128","15999","8261","92672","8672","3270","70504","9968"
"Feb 15, 2011","122473","70847","5333","17094","102368","33847","14087","6587","92846","8582","3279","69283","6014"
"Feb 08, 2011","135334","85741","13762","15829","106915","33589","14482","5303","100570","8870","3304","84567","10839"
"Feb 01, 2011","120991","71144","11067","15318","95573","34362","14184","5512","90624","9430","3450","69445","7290"
"Jan 25, 2011","113570","59185","13727","23722","85857","30498","13821","10124","81147","10765","3486","59423","9029"
"Jan 18, 2011","114314","63811","10303","17432","90843","32926","13023","8604","85326","10140","3447","60450","6504"
"Jan 11, 2011","113920","64837","11340","16020","90574","32946","11889","7887","85881","10626","3258","60409","7026"
"Jan 04, 2011","121562","75056","12543","13543","96872","32845","12029","4629","92072","11340","3223","70650","8694"
"Dec 28, 2010","124005","76857","12541","13244","98213","33786","13133","4688","91597","10172","3489","73905","10376"
"Dec 21, 2010","115007","69875","9325","14331","93481","30684","12084","5028","86687","10659","3494","67197","7314"
"Dec 14, 2010","113584","62670","8892","21026","93149","29738","11393","4422","87818","18119","3390","59928","9211"
"Dec 07, 2010","127012","53550","10198","41937","102478","31003","13814","11247","86726","18278","2783","48536","4517"
"Nov 30, 2010","117302","44794","18151","41271","82785","30645","15774","21408","78101","18859","2826","38334","12856"
"Nov 23, 2010","117998","46935","18464","40091","83467","30803","15898","19172","81726","19697","2817","43489","12023"
"Nov 16, 2010","121110","52462","16260","36564","86694","31577","17649","15941","85208","19878","2815","47837","9551"
"Nov 09, 2010","130206","62983","15367","31145","98063","35916","16614","9547","96422","21313","2809","59538","7603"
"Nov 02, 2010","125968","66821","15641","26980","93698","32006","16468","6927","94674","20977","2838","63359","6292"
"Oct 26, 2010","128470","67433","12318","27672","100417","33215","15585","5927","100267","21539","2855","64764","3716"
"Oct 19, 2010","133257","71661","12480","26588","105534","34836","15071","5028","104301","21352","2858","68678","4680"
"Oct 12, 2010","138537","79697","12006","26478","112594","32210","13785","4203","108980","22337","2885","76583","6537"
"Oct 05, 2010","139447","81871","12835","24969","113042","32451","13414","5474","109902","21007","2885","78565","8182"
"Sep 28, 2010","137646","81419","11886","25090","111037","30980","14566","4726","107150","19620","3260","80417","7337"
"Sep 21, 2010","129713","77944","13620","21347","102218","30271","13724","4869","99977","16265","3811","76210","6481"
"Sep 14, 2010","120308","74076","17407","17839","89852","28231","12887","4203","90818","13262","3811","72862","9848"
"Sep 07, 2010","128346","69700","12734","30034","99652","25823","13171","14259","84915","12091","3927","64708","10686"
"Aug 31, 2010","102439","54261","10453","22236","74235","23936","15745","15065","68567","11795","4347","46383","5726"
"Aug 24, 2010","107434","58462","11445","24554","78900","22748","15419","14380","74066","12259","4456","51555","5653"
"Aug 17, 2010","120329","71020","13323","22053","90861","26696","15585","12759","86097","12059","3856","64033","7861"
"Aug 10, 2010","114049","68353","13983","19236","83895","26303","16014","10411","79745","10672","4220","61852","6847"
"Aug 03, 2010","99149","62096","13381","12383","71518","24480","14060","10515","67549","6722","4961","52943","6991"
"Jul 27, 2010","89389","51282","10749","12858","62833","25052","15610","8684","60618","4660","5024","46343","2844"
"Jul 20, 2010","80302","45253","12367","11829","50979","23059","16795","9067","46792","2662","5459","38043","6107"
"Jul 13, 2010","68482","35209","11729","11605","40217","21505","16373","9842","36851","2643","5687","28039","4037"
"Jul 06, 2010","64872","25885","18639","16180","26973","20781","17234","17173","22007","3308","4497","16163","15249"
"Jun 29, 2010","59657","28105","15251","11191","27689","19578","15934","10836","24668","3805","4434","18862","10614"
"Jun 22, 2010","60340","29809","18003","11625","27219","18825","15037","6189","27265","6299","5136","22555","10463"
"Jun 15, 2010","57653","27729","15323","10978","24015","17370","16739","7173","24554","6407","4418","20078","9402"
"Jun 08, 2010","108956","29746","21311","57197","69578","21528","17582","41856","55860","6694","4361","17856","15630"
"Jun 01, 2010","110772","37021","21976","52653","65964","18200","19934","40007","54678","12872","3791","20034","16771"
"May 25, 2010","106473","39367","19844","45318","68966","20636","16511","28686","56955","16173","3290","24002","15159"
"May 18, 2010","113271","50564","12184","36692","83248","25495","17319","14021","66716","20377","3708","37267","13395"
"May 11, 2010","115269","56155","6957","35575","91981","23377","16169","12250","77340","21975","4016","41727","8406"
"May 04, 2010","136437","68196","11214","36175","106918","31888","18127","3396","95370","23468","4460","62435","9258"
"Apr 27, 2010","140472","75357","9289","30000","112994","34675","17749","2248","106801","24138","3801","67709","5819"
"Apr 20, 2010","154367","87169","8265","28159","129072","38600","16591","1787","126139","24609","3301","78687","4001"
"Apr 13, 2010","154014","88635","7961","26134","128840","38806","16774","1937","127848","24253","3301","80675","2887"
"Apr 06, 2010","151605","84060","10862","27933","124526","39087","15692","1870","124776","24386","3301","75963","3135"
"Mar 30, 2010","142815","79698","10358","28480","116105","34186","15901","2251","117585","23378","2881","72465","1994"
"Mar 23, 2010","142413","84248","9909","25514","116708","31984","15129","1906","118778","22642","2581","75530","3334"
"Mar 16, 2010","126301","73747","10253","22806","105720","29121","9701","1491","108825","21317","2281","65397","3496"
"Mar 09, 2010","130808","69885","8600","29687","108447","29970","12495","2883","105302","20721","2281","64208","1878"
"Mar 02, 2010","116667","59106","10345","27975","92352","28829","13213","3986","87449","21137","4571","52565","4775"
"Feb 23, 2010","108320","51882","12890","27846","79853","28041","15026","4335","73649","19363","4821","45863","7190"
"Feb 16, 2010","98449","43315","16312","30745","65385","23827","16190","5017","56827","17809","4721","38302","10218"
"Feb 09, 2010","99643","44346","16740","31470","64292","23370","18154","6879","54379","19836","3838","31042","11163"
"Feb 02, 2010","98426","46531","13260","24041","69877","27079","14514","4306","67326","17817","3216","36317","5744"
"Jan 26, 2010","112867","61097","15779","23947","84010","26327","11582","5507","82518","17378","3490","51722","7917"
"Jan 19, 2010","133086","77331","14480","24229","107538","30777","10319","4223","107122","17872","3390","69045","6886"
"Jan 12, 2010","126970","73240","13888","23798","100860","29796","12086","2800","101290","18334","3390","65018","5458"
"Jan 05, 2010","108728","62114","15006","20892","83608","25681","10073","2983","84960","17451","3140","54636","7913"
"Dec 29, 2009","98465","53603","17072","20461","71294","24214","9912","4023","72171","16935","3140","45277","11076"
"Dec 22, 2009","94188","48769","16344","21197","67630","24061","10053","5007","69263","17497","3140","37464","9553"
