Commitments of Traders Historical Report for "NZD"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Aug 18, 2020","38561","20513","16751","12706","17789","4588","3267","6443","9484","12408","6290","13653","16966"
"Aug 11, 2020","37528","17878","18057","14360","15217","4494","3458","8379","6979","12845","6641","10403","18272"
"Aug 04, 2020","38499","18584","20032","14738","14661","4552","3181","8255","6449","12541","8562","11840","18235"
"Jul 28, 2020","36142","17383","18228","13898","14094","4330","3289","8515","6159","11429","7551","10660","17147"
"Jul 21, 2020","36105","19597","17122","11515","14693","4465","3762","6565","6643","9721","8729","14020","14803"
"Jul 14, 2020","33202","16973","15856","10843","12332","4183","3811","6440","5564","9143","6439","11450","14626"
"Jul 07, 2020","31229","15806","16123","10895","9996","3387","3969","7080","4367","8559","6668","10437","13670"
"Jun 30, 2020","30845","16314","15958","10362","10756","3566","3528","6182","4906","8006","5349","11107","14765"
"Jun 23, 2020","29351","16174","16189","9494","8936","3041","3584","5558","3454","7984","6668","11027","13612"
"Jun 16, 2020","27321","14452","16384","9512","6731","2988","3837","5442","2998","5902","5816","11834","12790"
"Jun 09, 2020","46711","15165","26406","27179","15561","3509","3886","18207","10214","5118","5960","14855","23060"
"Jun 02, 2020","46537","14318","27241","28204","13122","2951","5110","20205","7752","2956","10149","16123","20823"
"May 26, 2020","45668","12218","27261","29684","11710","2718","5649","21577","6177","2231","10731","15082","20439"
"May 19, 2020","44143","10742","26609","29961","10234","2311","6171","21884","4262","1642","12324","14881","18691"
"May 12, 2020","45368","11953","27831","30233","10425","2141","6071","22187","4381","1424","11312","16275","20926"
"May 05, 2020","44372","12042","26995","29786","10341","1585","6077","21622","4433","1406","11746","16275","19506"
"Apr 28, 2020","41267","9856","23635","28495","10974","1846","5588","20166","5211","1731","11040","14316","16551"
"Apr 21, 2020","39153","8282","22541","28014","9652","1626","5729","19605","4341","2051","11048","13582","15057"
"Apr 14, 2020","39812","8958","23536","28054","9815","2059","5720","19511","4919","2197","11398","14328","15178"
"Apr 07, 2020","40306","9968","24621","27426","8977","1962","5758","18120","4519","1749","10616","16323","16344"
"Mar 31, 2020","39144","8040","24146","28677","8574","1463","5460","18327","3669","2599","10575","14576","16284"
"Mar 24, 2020","37622","6993","23009","28547","8390","1464","5605","18281","3623","2309","11210","13874","14524"
"Mar 17, 2020","44688","9976","30251","32133","12529","1865","1194","21255","2342","2215","19997","17985","18825"
"Mar 10, 2020","71034","20681","36057","44803","25983","2034","5478","29035","2210","2810","25408","19986","21483"
"Mar 03, 2020","62847","20530","37487","38168","18138","2495","5568","31076","2206","3447","22725","20209","25970"
"Feb 25, 2020","58240","18994","34305","34787","16744","3098","5830","28305","2972","4364","21695","18548","23285"
"Feb 18, 2020","52585","17485","29672","30151","15207","3263","6020","23580","3802","4498","18178","16501","20481"
"Feb 11, 2020","48946","19893","23969","22603","16606","3994","5915","15436","5588","5560","13642","17363","19135"
"Feb 04, 2020","43692","18599","20791","19491","16010","4400","5689","11773","5203","7643","11841","15976","17953"
"Jan 28, 2020","46500","22882","20822","18675","19547","3802","4990","10098","8580","13513","12354","14039","17744"
"Jan 21, 2020","48300","24112","22279","19043","20207","3888","4557","10304","8882","13529","12408","15226","18670"
"Jan 14, 2020","48651","24085","24446","19489","18455","4184","4857","10911","7497","13549","12139","14391","20885"
"Jan 07, 2020","50802","27369","28857","18862","16373","4000","5001","10535","6241","14023","11878","16674","24823"
"Dec 31, 2019","48744","23893","28951","18852","13929","5348","5213","11971","2972","10192","12881","15695","25222"
"Dec 24, 2019","46630","18651","26447","24538","14326","3239","5655","17418","2064","8659","15258","14910","20297"
"Dec 17, 2019","44340","16160","24377","24157","13594","3260","5606","17619","506","8839","17825","11414","16189"
"Dec 10, 2019","75194","14433","39773","54033","26624","3502","5571","40012","3302","8279","19884","10981","32274"
"Dec 03, 2019","71895","16467","43459","50696","21633","3386","5457","43196","3890","8689","24962","12533","32007"
"Nov 26, 2019","70840","10626","46452","56770","18354","2968","5558","49186","1168","4985","31014","10835","29151"
"Nov 19, 2019","73073","12349","47448","57196","19276","2762","5583","50103","2236","4062","32369","12174","29215"
"Nov 12, 2019","79394","16750","52985","59119","20227","3088","5745","52374","2336","3729","36181","16468","31564"
"Nov 05, 2019","75326","14376","53341","57083","15638","3142","5622","50551","2136","4254","32636","13462","30928"
"Oct 29, 2019","72478","11612","52015","56959","13915","3157","5798","49959","21","3741","32612","13831","30048"
"Oct 22, 2019","73499","12149","52291","57311","13921","2722","5970","50617","45","3741","32154","14341","31015"
"Oct 15, 2019","74796","14383","54399","56518","13705","3062","5859","49556","0","3819","34039","16398","30877"
"Oct 08, 2019","73793","14377","52594","55216","13794","2728","5933","48243","33","3580","31996","16067","31029"
"Oct 01, 2019","75163","16114","58588","55098","9940","3169","5853","47950","7","3522","33814","18275","31486"
"Sep 24, 2019","75074","19515","59113","51687","9452","3076","5713","47327","3","2829","34568","19142","31110"
"Sep 17, 2019","68408","15824","51867","49162","9756","2594","5957","45139","12","2447","29866","15920","28808"
"Sep 10, 2019","73148","22490","52280","42611","9571","2380","5630","39546","0","3180","31932","21281","27285"
"Sep 03, 2019","67827","21066","51742","42021","10093","3000","4252","40187","0","3209","31424","18371","27831"
"Aug 27, 2019","64672","21135","47182","37631","9904","4454","6134","37326","0","3349","28509","16969","25657"
"Aug 20, 2019","62760","21073","39333","37908","15883","2673","6438","35556","1597","2832","27607","17716","21453"
"Aug 13, 2019","59895","20500","33947","35752","18487","2659","6477","33249","5071","3174","23688","16864","19350"
"Aug 06, 2019","57131","17898","29462","34603","20103","2952","5888","32578","8828","9179","18718","8400","18077"
"Jul 30, 2019","53172","15117","27436","34379","19149","2647","5558","32391","10258","8462","15209","6478","17270"
"Jul 23, 2019","54066","16029","28254","34365","18734","3036","6442","32611","10604","9407","13417","6296","20126"
"Jul 16, 2019","50025","10839","28158","35160","15268","3081","5654","34367","4525","3251","17066","5532","18343"
"Jul 09, 2019","54222","10484","32689","40073","14256","2688","6300","39486","2569","2525","25161","5336","15900"
"Jul 02, 2019","55017","11272","35304","40036","13196","2925","5733","39603","1343","2589","27803","5903","16097"
"Jun 25, 2019","61828","17611","41664","41306","12726","2342","6869","41213","1049","3115","35374","11187","15015"
"Jun 18, 2019","64240","19552","44020","41640","13377","2725","6520","40017","1032","3077","33417","14627","16949"
"Jun 11, 2019","62497","23072","39194","35389","16256","3367","6378","34828","3137","3147","29176","14980","16377"
"Jun 04, 2019","68760","23476","43872","37637","14213","2886","5914","36149","1081","3715","32371","17825","18149"
"May 28, 2019","61961","24986","41134","33608","13872","2842","6430","32797","1228","3745","29447","19572","18850"
"May 21, 2019","58548","26446","37310","28572","13986","2922","6644","26510","1426","3513","25869","22539","18592"
"May 14, 2019","50262","19075","30513","27807","13145","2737","5961","24230","1300","4098","24498","16203","15131"
"May 07, 2019","48392","16308","29050","28610","12502","2844","6210","24548","1177","3601","23136","14594","14612"
"Apr 30, 2019","49266","19038","30498","27420","12207","2298","6051","24272","1057","3160","22812","16692","16046"
"Apr 23, 2019","45134","21367","26817","20979","12021","2604","6112","17003","2193","6764","19524","16335","14461"
"Apr 16, 2019","37770","17030","20251","17092","11461","3175","5585","13689","2483","9965","15960","8449","10489"
"Apr 09, 2019","37599","18911","20394","15012","11562","2999","4966","11477","4202","11170","12948","9019","11919"
"Apr 02, 2019","39164","20854","21259","14752","12678","2992","4661","11074","6118","13791","10711","8533","13743"
"Mar 26, 2019","42640","22570","22772","15041","14976","4260","4123","11105","6812","15553","10129","8791","16690"
"Mar 19, 2019","36146","17301","18425","14514","12116","3416","4690","11496","1352","12003","13096","6572","12383"
"Mar 12, 2019","42326","20974","16377","15196","17238","3497","6052","9713","1161","11425","12856","9583","11725"
"Mar 05, 2019","39314","20687","19266","13868","13100","2966","5155","9903","1583","12268","11325","9219","14426"
"Feb 26, 2019","35407","18295","17381","12926","11955","3232","5117","9582","2213","12043","8790","7569","13917"
"Feb 19, 2019","36758","18718","19458","14011","11153","3151","5269","10327","2574","11686","9136","8657","14629"
"Feb 12, 2019","35744","17944","19067","14085","10997","3262","5227","9397","1296","11684","11388","9112","13400"
"Feb 05, 2019","34054","19257","18710","11192","10343","3065","4461","6101","3678","14067","7649","8488","14139"
"Jan 29, 2019","31684","14891","17707","12784","8478","3401","4891","8252","347","7120","6013","10339","14161"
"Jan 22, 2019","33089","15437","20026","14231","7340","2987","5289","9421","642","6441","7106","12064","14299"
"Jan 15, 2019","30350","14129","17069","11914","7199","3275","5050","7579","655","6448","5969","10465","13981"
"Jan 08, 2019","29804","14895","16433","11156","6703","2770","5685","6639","148","7087","5713","10622","13793"
"Dec 31, 2018","29640","18272","16310","7784","6520","2668","5894","4018","39","7053","6549","13434","12217"
"Dec 24, 2018","28524","17717","15777","6961","6514","3200","5587","3098","38","7895","6246","12133","11930"
"Dec 18, 2018","29675","18820","15409","6616","8051","3435","5411","1618","1347","10998","3252","11103","12608"
"Dec 11, 2018","62587","19127","34368","37805","20703","4285","6146","22099","8002","10547","3364","11320","27996"
"Dec 04, 2018","56348","17694","38991","33685","10800","4011","5599","29405","7505","9319","3413","10317","34553"
"Nov 27, 2018","54184","16373","36913","34347","11075","2789","5521","30355","6827","7528","4198","10835","32330"
"Nov 20, 2018","53661","15489","34836","34249","11707","2874","6069","30544","6117","6932","4931","9653","30398"
"Nov 13, 2018","50015","11138","32006","35471","11478","2743","5868","32025","5229","3239","6486","8566","25976"
"Nov 06, 2018","51288","10434","36160","37808","8556","2445","5971","34296","1211","2142","9659","9182","27456"
"Oct 30, 2018","59718","8956","43987","47500","8402","2255","6322","43747","664","1088","16551","9455","26801"
"Oct 23, 2018","58683","9634","42682","45637","8365","2417","6641","42556","644","941","17589","10091","28237"
"Oct 16, 2018","62490","11136","46548","48266","8065","2041","6830","46097","126","1001","19747","10735","29542"
"Oct 09, 2018","64710","15418","49238","46161","8119","2267","6489","44183","245","990","20270","14649","32403"
"Oct 02, 2018","56448","10678","41274","42586","7291","1974","6673","39931","0","598","19630","11273","26264"
"Sep 25, 2018","56994","10906","42741","43141","7615","2020","5711","40662","0","591","20164","11427","26494"
"Sep 18, 2018","57429","11021","43010","43348","7423","2160","6096","40540","0","591","17718","11864","27727"
"Sep 11, 2018","59669","19408","42055","35959","9011","2798","7099","37059","256","692","14309","14338","29992"
"Sep 04, 2018","55781","16291","41185","36071","7252","2568","6493","38845","256","813","14584","11221","30771"
"Aug 28, 2018","54564","16445","40372","35083","6922","2268","6502","38019","486","2207","10682","9772","33808"
"Aug 21, 2018","55473","15665","40808","36280","6304","2267","7100","39035","255","2760","10735","8734","33857"
"Aug 14, 2018","56128","15723","42416","36454","5868","3225","7118","39485","255","1557","10774","9779","34683"
"Aug 07, 2018","51319","14051","38578","34151","5503","2901","7022","36732","300","654","10831","9558","30703"
"Jul 31, 2018","51816","14454","38134","33887","5622","2268","6853","36347","475","611","12412","10045","28757"
"Jul 24, 2018","51898","14977","39347","33704","5488","2487","6333","35663","296","621","11998","11199","30337"
"Jul 17, 2018","53254","15392","40459","34818","5596","2479","6634","35969","0","909","12054","12171","31968"
"Jul 10, 2018","52787","13170","39744","36806","5564","2323","6991","37415","0","604","11889","10708","31552"
"Jul 03, 2018","53676","14522","40926","35812","5470","2884","6822","36159","0","2219","11679","10812","32429"
"Jun 26, 2018","45026","14898","32460","27617","5563","2223","6715","26053","0","5250","10445","10073","25781"
"Jun 19, 2018","43308","14656","30596","26057","5726","2189","6580","23951","0","5373","10485","10245","24238"
"Jun 12, 2018","64699","34836","27830","26548","30169","2854","6239","27854","19683","4584","9675","22941","22431"
"Jun 05, 2018","62065","33307","28924","25033","25708","2586","6294","29345","19823","4571","9713","23151","23618"
"May 29, 2018","62523","30945","29544","28432","25946","2657","6544","29381","19959","5525","9644","23272","23956"
"May 22, 2018","60456","27077","28440","30170","25753","2763","5817","30067","20078","3955","9144","22057","23054"
"May 15, 2018","59874","28754","26801","27040","26376","3640","6257","24670","21212","1723","8484","28185","21738"
"May 08, 2018","49725","29004","16458","17097","27381","3366","5628","13091","22120","5084","5329","26951","14993"
"May 01, 2018","47605","29899","13326","12885","28871","4480","5067","6962","23729","7761","5105","27136","12016"
"Apr 24, 2018","55385","39933","15499","10134","35435","4972","4105","4173","31714","10983","5467","33949","12387"
"Apr 17, 2018","61437","47255","19652","8824","37695","5258","3990","3086","33398","12844","5547","39013","16994"
"Apr 10, 2018","55938","41652","18825","8942","32435","5247","4581","3382","27484","8422","5373","37676","16954"
"Apr 03, 2018","47079","32948","14571","8792","27497","4980","4652","3622","22567","5274","5439","31976","12808"
"Mar 27, 2018","46728","32749","14510","8671","27208","4993","4695","2973","22528","5940","5448","31703","12549"
"Mar 20, 2018","44482","31078","11452","7641","28418","5334","4183","1942","23397","7258","5056","28679","10206"
"Mar 13, 2018","66872","34689","37505","26030","24804","5864","4274","18450","22095","7408","3606","29613","30995"
"Mar 06, 2018","59354","33091","33061","20365","21539","5344","4200","18539","21874","6903","3603","27277","28021"
"Feb 27, 2018","58443","32179","33170","20539","20242","4794","4100","18883","18159","6996","3603","25581","30113"
"Feb 20, 2018","54483","29422","28478","19901","21246","4841","4440","18680","17947","6347","3202","23622","27586"
"Feb 13, 2018","53739","28648","26428","20176","22882","4682","4196","19103","18438","6222","3043","23022","27135"
"Feb 06, 2018","55563","29316","25984","20980","25238","4968","4042","19952","17459","7123","3549","22754","29581"
"Jan 30, 2018","55783","29667","26197","21254","26259","4662","3127","20628","18248","6168","3259","23858","30197"
"Jan 23, 2018","53374","24620","26086","22850","21606","4310","4088","24109","13772","4537","4334","18643","29126"
"Jan 16, 2018","46780","17795","25786","23916","16189","4208","3944","25887","9232","4747","3317","10912","28761"
"Jan 09, 2018","45519","17304","28321","24560","12630","3461","4374","28522","5313","3341","1945","9462","32509"
"Jan 02, 2018","45141","15509","32494","25888","7241","3041","4703","30980","561","1814","2110","8596","36534"
"Dec 26, 2017","47219","18140","35726","26015","6394","2740","4775","31402","156","1826","6709","10827","34727"
"Dec 19, 2017","48385","19456","36075","25914","7175","2560","4680","31978","156","1709","6745","11573","35738"
"Dec 12, 2017","74192","23811","37239","41601","25169","5343","8347","34700","8850","1957","7884","19784","36112"
"Dec 05, 2017","61386","24228","37121","32042","17057","3320","5412","33533","9163","1816","5333","20171","38596"
"Nov 28, 2017","61260","23960","37982","32751","16550","3422","5601","33761","9136","1864","4945","20658","39705"
"Nov 21, 2017","59737","22489","35883","33075","16825","3400","6256","33732","9320","1506","3873","19820","38480"
"Nov 14, 2017","53690","18146","30037","31070","16667","3253","5765","29184","9122","1910","2542","15969","34047"
"Nov 07, 2017","52072","18943","30130","28662","15939","3787","5323","26593","5788","1571","5647","17317","33486"
"Oct 31, 2017","49610","21763","27470","23224","15764","3837","5590","21424","5501","1846","5744","19847","30798"
"Oct 24, 2017","41185","20549","19938","15287","15808","4749","4839","13399","3303","1666","8496","19498","22988"
"Oct 17, 2017","33757","20423","13446","8147","15703","4470","3891","5858","4171","1390","8176","19998","16048"
"Oct 10, 2017","36460","21529","15800","9752","16302","4599","3778","7492","4496","1482","8514","20898","17881"
"Oct 03, 2017","34175","20928","12810","7575","17246","5400","3847","5743","5349","1915","8364","19064","14562"
"Sep 26, 2017","35914","22369","14316","7499","17287","5760","4025","5639","5360","2115","8527","20299","15276"
"Sep 19, 2017","37073","23248","16578","8494","17167","5180","3177","6060","3883","1949","8492","21038","18113"
"Sep 12, 2017","49256","25150","12800","17154","31698","5595","3401","5872","12109","1909","8214","23775","14522"
"Sep 05, 2017","46094","26773","12050","12532","29056","5188","3387","4274","12354","2441","9873","26307","13295"
"Aug 29, 2017","43732","29002","10198","8363","29667","5620","3120","1600","16010","2995","9023","28563","11237"
"Aug 22, 2017","44090","29590","7708","7153","31773","6282","3544","1448","19328","3306","9012","28874","8778"
"Aug 15, 2017","48413","33509","8670","7975","35560","6257","3511","1742","22898","2368","9271","33753","8884"
"Aug 08, 2017","53151","40241","6756","5948","41840","6256","3849","3531","31042","2856","8836","38872","7796"
"Aug 01, 2017","54968","41531","6593","6595","44162","6427","3798","1432","32265","2956","10039","43181","6947"
"Jul 25, 2017","54603","41221","6416","6720","43900","6644","4269","1408","32288","3078","10039","42877","6583"
"Jul 18, 2017","57496","44257","8276","6678","44798","6241","4102","1348","33086","3397","10033","45287","8381"
"Jul 11, 2017","58499","45435","13530","6414","39769","6186","4736","1282","27393","3223","10027","46215","14451"
"Jul 03, 2017","57560","44484","15351","6245","37544","6689","4523","1274","25327","2529","10169","46104","15585"
"Jun 27, 2017","57424","45001","19768","6381","32706","5945","4853","1303","20647","2613","10157","46676","19703"
"Jun 20, 2017","50095","38388","16933","5794","28533","5456","4172","1268","15853","1911","10287","40386","17540"
"Jun 13, 2017","53576","27261","25666","19392","21735","5518","4770","10544","6125","1980","10147","30015","25921"
"Jun 06, 2017","43814","19348","21133","19481","17500","4432","4628","14687","5014","1781","10147","21629","21332"
"May 30, 2017","44203","16886","22425","23102","16391","3792","4964","18273","4108","1807","10165","19028","22557"
"May 23, 2017","44165","14018","23235","26465","15418","3249","5079","21637","3083","1159","10690","16201","22785"
"May 16, 2017","45187","11918","23872","29921","15501","3012","5478","25113","2943","1661","11458","13360","23133"
"May 09, 2017","44057","12070","22856","28766","15658","3005","5327","24448","3365","1504","11945","13667","21434"
"May 02, 2017","43368","19190","31160","20814","6587","3073","5330","22187","3324","1966","12407","14203","20069"
"Apr 25, 2017","43947","18693","34097","21564","5009","3423","4574","21681","1872","1903","16348","15330","19109"
"Apr 18, 2017","43061","18320","33326","20734","4977","3647","4398","20990","1789","2224","16383","15114","18379"
"Apr 11, 2017","43375","19008","34161","20290","4320","3717","4534","22148","1644","1926","16365","14768","19165"
"Apr 04, 2017","40904","17009","31733","19914","4502","3627","4315","20278","1845","2019","15961","14149","17058"
"Mar 28, 2017","37949","16216","28845","18032","4663","3247","3987","17775","1904","1729","15894","14112","14313"
"Mar 21, 2017","37898","16599","29209","17942","4442","3122","4012","14459","1798","1622","15792","15981","13043"
"Mar 14, 2017","34986","19509","25114","11330","5927","4087","3885","6524","3174","1562","16429","19710","8010"
"Mar 07, 2017","51405","27207","31632","17135","14883","5839","3666","7750","14879","1574","18338","28605","7359"
"Feb 28, 2017","57102","37198","34261","14536","19877","5148","2744","7689","25525","1599","18063","39784","7152"
"Feb 21, 2017","55082","35252","32094","14632","19503","4971","3258","7811","23133","1024","18169","37399","6577"
"Feb 14, 2017","56314","36565","33689","14467","19525","5006","2824","7702","22726","990","18248","38565","8560"
"Feb 07, 2017","54073","34860","33015","14090","17751","5112","3296","7470","19112","1989","18063","36207","10206"
"Jan 31, 2017","51587","32712","33734","13518","14149","5350","3697","7248","13040","2073","18482","34307","12834"
"Jan 24, 2017","44940","25851","35734","14606","5809","4445","3359","8924","2294","2012","25164","27146","10536"
"Jan 17, 2017","45994","25517","37805","16566","4544","3872","3606","15593","1246","1834","27162","22344","10100"
"Jan 10, 2017","43936","22989","36949","17423","3672","3370","3161","16750","729","1066","27806","20439","8276"
"Jan 03, 2017","44227","25522","36935","15554","3414","3113","3840","13992","759","1120","27284","23423","8803"
"Dec 27, 2016","43266","25448","36449","14716","2984","2896","3627","11093","851","1103","27489","25446","7471"
"Dec 20, 2016","41806","28313","35266","9684","3149","3560","3142","4300","1216","1625","27559","29310","6917"
"Dec 13, 2016","54226","29402","33104","18064","15942","4726","3146","17177","11389","1213","25033","25354","7923"
"Dec 06, 2016","48740","27641","31593","16585","14267","4239","2605","18273","11519","399","25033","23653","6163"
"Nov 29, 2016","49885","30231","32103","15554","13979","3755","3458","16865","11550","494","24829","26956","6436"
"Nov 22, 2016","50007","31779","32312","13359","13882","4326","3270","13177","11548","392","24829","29898","6427"
"Nov 15, 2016","48563","33547","31504","9845","13582","4677","2983","6783","11537","475","24856","35079","6094"
"Nov 08, 2016","52113","36124","33619","9833","14127","5999","4210","6044","11659","685","25056","37935","8054"
"Nov 01, 2016","46788","28557","29522","13015","13448","4845","3447","9895","11354","1477","21366","28946","8003"
"Oct 25, 2016","47257","29504","29924","12928","13816","4709","3401","10588","11456","2406","21884","28254","8235"
"Oct 18, 2016","47413","29513","29666","12805","13729","4937","3860","10313","11464","2650","21884","28135","7883"
"Oct 11, 2016","47124","30962","38698","10585","4586","5378","3641","6437","11454","2001","21911","30999","7893"
"Oct 04, 2016","49242","32224","40054","10859","5712","6081","3398","3235","14914","2053","20689","35682","8225"
"Sep 27, 2016","49416","34159","40952","9649","4995","5533","3394","2644","14301","2171","20432","36580","9330"
"Sep 20, 2016","49526","34778","42694","9079","3156","5596","3603","2456","12049","2702","16760","36550","14839"
"Sep 13, 2016","61941","34900","29771","10563","18029","5933","3596","1471","18012","2590","17102","36272","6936"
"Sep 06, 2016","51939","37243","31115","8475","16386","6144","4361","2154","18577","2999","17232","38312","8050"
"Aug 30, 2016","46496","31747","29854","8751","12285","5665","4024","2271","15069","2133","17667","34309","6283"
"Aug 23, 2016","44393","29926","30804","9141","9758","5209","3714","2249","14826","2163","15727","32916","6863"
"Aug 16, 2016","43268","28980","29675","8865","9909","5296","3557","2053","15006","2245","15727","31678","5673"
"Aug 09, 2016","41475","28314","28927","7865","9045","4916","3123","1587","13950","2747","14903","29860","5952"
"Aug 02, 2016","40392","27049","26832","7911","9898","5105","3335","1826","14766","2296","13848","28217","4806"
"Jul 26, 2016","39825","26598","26383","8610","9833","4394","3386","2227","9094","1973","19463","28461","4411"
"Jul 19, 2016","41199","29156","26983","7029","11129","4666","2739","2097","10398","1711","19488","29862","5061"
"Jul 12, 2016","44750","31694","30683","7455","11110","5552","2908","1798","10285","1929","21847","32854","6364"
"Jul 05, 2016","44234","30606","32009","8336","8965","4873","2841","2069","8247","1755","22051","32861","7434"
"Jun 28, 2016","43462","29798","32624","8594","8316","5046","2498","2089","7581","1736","21878","31930","8291"
"Jun 21, 2016","43562","30013","33058","8232","7418","5199","2968","1564","6518","2119","21875","32019","8428"
"Jun 14, 2016","41919","29558","33376","7076","5538","5261","2981","1011","4338","2616","21875","30581","8802"
"Jun 07, 2016","57750","38562","30026","9710","19654","4807","3399","16805","16654","2393","20486","26379","9695"
"May 31, 2016","44604","31919","26415","9061","14500","3495","3560","18981","11420","1840","20195","17576","6754"
"May 24, 2016","42189","30414","25838","8040","12224","3471","3863","18718","9108","1659","20221","15705","6616"
"May 17, 2016","43986","32545","25857","7388","14213","3750","3613","17176","10765","1842","19635","18679","7608"
"May 10, 2016","45419","33573","24221","7951","17640","3615","3278","17045","13685","1780","19629","20008","6402"
"May 03, 2016","36578","25306","16106","6791","17334","4420","3077","7311","13737","1947","9487","20351","8021"
"Apr 26, 2016","33789","24459","17075","4851","14224","4399","2410","6267","10698","1645","10001","19014","8491"
"Apr 19, 2016","31313","22674","17323","4673","10632","3848","3240","6277","7141","1944","10001","16754","8450"
"Apr 12, 2016","29575","21472","17180","4666","8640","3389","3707","5995","5036","1847","9787","15728","8728"
"Apr 05, 2016","28309","20152","17249","4971","7764","3152","3262","5306","4085","2072","8637","15300","9887"
"Mar 29, 2016","28248","20255","18381","4700","6357","3075","3292","5407","2356","1889","10176","14987","9476"
"Mar 22, 2016","27163","19375","18358","4040","5493","3600","3164","5277","1824","1797","10176","13884","9591"
"Mar 15, 2016","28451","20524","19234","5082","4797","2293","3868","5539","1617","1859","10466","15355","9818"
"Mar 08, 2016","34957","20419","22419","9122","6897","3044","3269","11329","3955","1598","10825","13481","12047"
"Mar 01, 2016","31473","16593","20750","12386","6500","2298","4027","14591","3811","1279","10824","10352","9966"
"Feb 23, 2016","32618","15968","22583","13626","6031","2853","3833","16636","3709","1352","13920","8925","8715"
"Feb 16, 2016","33596","14465","22782","16161","6295","2606","4155","19084","3720","1602","14776","7364","8467"
"Feb 09, 2016","33544","13666","22805","16620","6621","2844","3704","18443","3541","1219","13407","7988","10501"
"Feb 02, 2016","30979","13492","21928","14585","4046","2510","4613","16316","1609","1141","9732","7874","12855"
"Jan 26, 2016","30437","15166","20566","12538","4207","2398","5329","13534","1678","1434","9466","10070","12089"
"Jan 19, 2016","28114","14938","17892","10398","4395","2434","5483","11202","2002","2181","7726","9675","11284"
"Jan 12, 2016","25434","17149","15608","5297","4977","2791","4652","5705","2872","1975","7551","12961","9324"
"Jan 05, 2016","24928","16842","15263","5142","5078","2833","4476","5772","2999","1286","7023","13491","9348"
"Dec 29, 2015","24587","14971","15117","6004","5148","3509","4219","6856","3268","1184","7150","11409","8597"
"Dec 22, 2015","24057","14946","15167","6207","4514","2693","4165","6930","2743","1292","7150","11408","8834"
"Dec 15, 2015","23626","16346","15227","4713","4255","2465","4042","5339","2310","1892","6906","12207","9540"
"Dec 08, 2015","38425","24452","15571","10251","17357","2719","4494","18659","14034","2053","5170","9959","11457"
"Dec 01, 2015","36623","22881","18124","10658","12451","2681","5645","20326","10594","2060","5983","9223","13226"
"Nov 24, 2015","35099","22603","18593","10292","10740","1940","5502","19982","8702","1819","5997","9280","13792"
"Nov 17, 2015","34899","22219","16971","10212","11113","1990","6337","20006","9206","1489","6117","9825","11587"
"Nov 10, 2015","33719","21267","15703","9798","12013","2289","5638","19289","10059","1566","6620","9213","10042"
"Nov 03, 2015","32539","21266","14648","9013","13079","2158","4710","19123","10972","1908","6282","8370","9090"
"Oct 27, 2015","31743","20339","14750","9123","12152","2179","4739","18460","10598","2309","5702","7706","9492"
"Oct 20, 2015","30142","19447","15688","8216","9634","2412","4753","19146","7661","1739","5097","5968","11117"
"Oct 13, 2015","29038","18344","17652","8794","5958","1825","5353","19670","3646","1499","5507","5112","12972"
"Oct 06, 2015","31930","18357","19328","11860","6426","1513","5976","22227","3620","1626","5608","5195","14176"
"Sep 29, 2015","34105","20995","24057","11339","4392","1570","5455","22231","1025","1369","5577","8028","19291"
"Sep 22, 2015","35920","22990","26519","11126","3286","1580","5891","21585","0","1010","5646","10725","21651"
"Sep 15, 2015","33352","22462","24556","9043","3282","1624","5291","17807","118","1010","5672","11852","19565"
"Sep 08, 2015","38325","11677","23497","22252","6572","2111","5971","25153","1722","993","5114","5449","19049"
"Sep 01, 2015","34339","13543","21822","18292","6027","2168","6154","22244","2775","1668","3026","7222","19436"
"Aug 25, 2015","33400","15388","21451","15789","6103","2042","5665","19838","3108","1999","2903","8389","18883"
"Aug 18, 2015","36523","14012","23969","20025","6344","2154","5878","24338","3304","2243","3065","7237","21004"
"Aug 11, 2015","36861","13931","24503","20282","5906","2456","6260","24861","3033","2126","3043","6848","21412"
"Aug 04, 2015","38530","14391","26290","21363","5422","2557","6599","25433","2628","2060","3129","7902","22841"
"Jul 28, 2015","37487","13550","26315","21230","4189","2474","6750","25645","1687","1850","3272","7126","22499"
"Jul 21, 2015","38544","13200","29154","22843","2306","2231","6814","27142","134","1586","3179","7291","24417"
"Jul 14, 2015","42311","13504","33158","25907","2370","2535","6418","30207","0","1483","4529","7514","24265"
"Jul 07, 2015","42873","14679","33027","24535","2371","2946","6762","28644","0","1522","4722","8791","24613"
"Jun 30, 2015","43256","16949","33015","22781","2618","2845","6942","25886","343","1805","5365","11754","25405"
"Jun 23, 2015","42911","19661","33224","19844","2338","2713","6656","23254","263","1856","5114","13536","25145"
"Jun 16, 2015","37169","19382","28550","14652","1954","2500","6030","17926","0","1528","3580","14244","22974"
"Jun 09, 2015","36911","11097","22892","21258","6226","2455","5692","20408","2641","1209","3564","9176","19614"
"Jun 02, 2015","33005","9432","19971","19500","6313","2878","5526","18969","3831","1232","3249","7789","16173"
"May 26, 2015","28514","10426","15513","14925","7265","2448","5021","15758","5567","1373","2490","7590","12852"
