Commitments of Traders Historical Report for "EUR"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 23, 2020","585421","190816","72368","305405","467945","83145","39053","27230","345072","345739","90847","52353","67326"
"Jun 16, 2020","574939","187120","69988","302800","457835","78692","40789","26123","335609","344850","89413","47845","66789"
"Jun 09, 2020","592915","184669","89020","316909","450627","83722","45653","38029","329966","340150","86791","51348","84377"
"Jun 02, 2020","583384","174412","93172","312787","429985","81354","45396","36698","304195","332769","98620","52066","83119"
"May 26, 2020","556749","175034","99812","298419","404675","76117","45083","40084","288477","326808","106700","52480","83302"
"May 19, 2020","547206","167756","95194","295367","397961","77263","47231","42690","281244","318462","105510","48455","79962"
"May 12, 2020","547329","171980","93840","294370","400827","74491","46174","44682","287340","317583","98656","51313","78126"
"May 05, 2020","541624","169272","92973","290624","393234","75086","48775","37803","287314","316209","93995","54435","78604"
"Apr 28, 2020","545082","167264","87583","291497","399179","74725","46724","36440","295274","321211","91655","55128","74633"
"Apr 21, 2020","546661","170378","83160","297719","413092","72603","44448","31161","306834","329495","87086","53217","72546"
"Apr 14, 2020","543361","165078","78461","296805","417530","75880","41772","30783","309033","328993","86037","51052","72530"
"Apr 07, 2020","554697","161185","81561","304521","422120","81902","43927","30805","309723","335104","88094","48500","76019"
"Mar 31, 2020","551752","155047","80800","315522","415776","70978","44971","35658","300144","339477","84875","43712","79721"
"Mar 24, 2020","571086","152360","91070","326218","414867","81499","54140","34420","294478","353661","96182","43370","85717"
"Mar 17, 2020","588116","147133","114638","352847","419664","77524","43202","35155","306928","381361","97512","38965","101775"
"Mar 10, 2020","659151","153820","166487","397574","424702","90090","50295","30452","284950","407364","103946","38294","145905"
"Mar 03, 2020","640357","151904","238607","385539","329833","83992","52995","29626","170652","376688","142371","42754","183133"
"Feb 25, 2020","625563","157587","271608","355329","270784","90418","60942","32179","122225","371589","178431","49751","195284"
"Feb 18, 2020","617487","170586","262093","340245","282010","93068","59796","31811","135546","364356","176239","48476","186683"
"Feb 11, 2020","612444","169475","255144","338132","281706","90585","61342","27850","145522","374399","171729","44521","178070"
"Feb 04, 2020","594698","166925","242005","321548","283559","93262","56171","30736","147847","354830","176008","46758","163930"
"Jan 28, 2020","598793","180653","239515","311346","291195","93546","54835","31072","158705","348865","177105","55726","159127"
"Jan 21, 2020","582164","168216","215235","302385","295283","93620","53703","26912","169292","345091","156105","46342","147131"
"Jan 14, 2020","571239","163881","212063","297419","288854","91855","52238","27371","165063","341560","148751","41577","150952"
"Jan 07, 2020","555940","164813","226477","288408","263100","89917","53561","25266","157726","341010","139549","42151","159703"
"Dec 31, 2019","557585","168852","243197","285490","245540","89720","55325","25642","144791","338307","139559","44827","172022"
"Dec 24, 2019","540395","160263","233206","282401","241064","84600","52994","25899","135424","330683","152924","42584","155491"
"Dec 17, 2019","542923","165355","231049","288313","244275","77770","56114","26947","137932","338095","157942","44265","148057"
"Dec 10, 2019","646417","164732","232375","363680","325511","95841","66367","32123","144361","342508","170315","45034","146272"
"Dec 03, 2019","590124","164392","233441","321158","285706","88568","54971","38562","150823","344451","181222","43557","137918"
"Nov 26, 2019","578450","169916","231332","308994","277623","88634","58589","40926","149719","344342","178987","41461","138868"
"Nov 19, 2019","577689","163898","226401","310291","278082","87480","57186","42000","154759","346363","176896","43096","131953"
"Nov 12, 2019","569527","170250","227919","300579","273909","87906","56907","37325","156847","346877","169889","39577","137093"
"Nov 05, 2019","563336","164183","224929","297733","265666","84450","55771","36535","153199","341086","155298","42111","143181"
"Oct 29, 2019","538847","166540","219895","277771","251937","82940","55419","36422","142746","320665","156342","40929","134425"
"Oct 22, 2019","528545","168653","219703","264350","242340","82559","53519","38431","135994","309658","155408","38461","133011"
"Oct 15, 2019","517182","153261","230127","264794","214307","82037","55658","43522","103975","300558","168198","33138","134965"
"Oct 08, 2019","514638","162777","238190","260777","206186","79487","58665","41243","90402","294473","172706","38991","141981"
"Oct 01, 2019","511934","172258","238236","247476","206802","82019","56715","36143","88334","287328","182172","44921","134406"
"Sep 24, 2019","502612","160687","221409","250286","211326","79641","57879","38660","96892","290799","169341","29730","121019"
"Sep 17, 2019","503272","164272","232831","252628","207122","76678","53625","41963","92881","289150","167451","30517","137178"
"Sep 10, 2019","585117","180535","230377","303836","270876","79880","62998","50879","106109","294520","167404","36765","133494"
"Sep 03, 2019","546954","186144","235280","263544","236079","83390","61719","50038","116421","300518","174966","48225","138243"
"Aug 27, 2019","525065","173451","212255","255401","239344","83434","60687","41098","123741","307404","167978","33930","121825"
"Aug 20, 2019","542806","168455","206432","278685","262478","83078","61308","38169","134916","331434","169715","30643","126115"
"Aug 13, 2019","550607","167214","213863","286585","259479","82842","63299","38480","131449","337807","165411","28720","137251"
"Aug 06, 2019","545453","177988","221998","272245","248980","82691","61946","47944","113552","311225","189217","42290","127634"
"Jul 30, 2019","563024","175132","229115","289310","258340","87184","64171","43359","121181","329299","181779","38230","141494"
"Jul 23, 2019","541102","173483","212487","269699","254802","88110","64003","39821","126163","314173","166611","37526","133778"
"Jul 16, 2019","535848","170487","201838","269227","265074","86039","58841","36780","138651","310748","161311","37455","126557"
"Jul 09, 2019","521379","158398","194263","266303","260339","85354","55453","36339","136361","307059","155404","31821","123452"
"Jul 02, 2019","520970","157122","188855","268544","261228","84402","59985","33935","143117","308798","143058","36190","122545"
"Jun 25, 2019","521907","159285","215580","262025","238416","87434","54748","32056","139701","304947","141172","37864","130813"
"Jun 18, 2019","503825","162795","215125","250067","222928","82081","56890","33650","122836","291949","152022","35140","123984"
"Jun 11, 2019","542810","149661","236453","289197","227051","89138","64492","35062","112458","297222","148904","31166","134565"
"Jun 04, 2019","517428","155771","243322","266118","205562","84927","57932","31491","101255","295762","163488","42983","134965"
"May 28, 2019","536798","151129","250820","283460","211782","86718","58705","35669","89806","296488","165340","36534","140497"
"May 21, 2019","516122","149873","250975","272597","194394","84105","61206","35156","87482","300566","163388","35410","142820"
"May 14, 2019","504460","150681","245982","262186","186402","81979","62462","35439","83982","295911","156229","30438","142131"
"May 07, 2019","516282","152633","258738","269233","184489","84379","63018","38508","78754","299854","164500","32252","146844"
"Apr 30, 2019","517935","153821","259365","266740","184120","86293","63369","35660","73113","298222","172776","35648","145173"
"Apr 23, 2019","507722","148331","253749","265335","179383","83938","64472","37322","74854","293134","170852","35713","139533"
"Apr 16, 2019","499280","144867","242890","260967","186481","83450","59913","35335","82776","291476","165477","33281","132662"
"Apr 09, 2019","494804","140401","242599","258102","180785","85770","60889","36587","73697","286960","170975","29006","132688"
"Apr 02, 2019","497717","144973","244157","258809","183599","84436","60462","37759","66177","289108","181139","29983","133701"
"Mar 26, 2019","486804","139696","219974","252484","191685","84813","65334","31375","79934","289890","169190","27064","115577"
"Mar 19, 2019","483172","141700","219404","251905","191673","76424","58952","32568","77657","290890","172261","26752","113593"
"Mar 12, 2019","536724","151857","227602","276601","219607","90086","71335","53613","94320","290054","180396","35487","118661"
"Mar 05, 2019","541753","155922","234088","284662","230006","92569","69059","53779","106320","294176","180693","44045","125120"
"Feb 26, 2019","528376","143847","216302","282780","238939","90687","62073","48921","116287","296739","173758","30866","113046"
"Feb 19, 2019","537396","145762","220696","289392","244078","92027","62407","46993","120039","305175","170423","31020","121662"
"Feb 12, 2019","538627","157170","221070","283224","245708","89910","63526","44332","125261","307217","169887","37918","122159"
"Feb 05, 2019","523868","145480","197444","280451","261152","89141","56476","34935","144723","312234","157738","30090","107043"
"Jan 29, 2019","527521","146625","193099","278577","263384","89495","58214","39153","137473","310178","159653","28376","112108"
"Jan 22, 2019","527176","148652","189658","276892","270757","90215","55344","39231","137923","310543","162743","27903","112808"
"Jan 15, 2019","525052","152534","185195","274438","273918","86060","53919","38775","139818","307519","161504","32090","111976"
"Jan 08, 2019","514545","146271","186804","269050","261525","86833","53825","41149","128769","304853","167385","29570","111916"
"Dec 31, 2018","505986","148288","194936","262426","244448","81845","53175","40539","110896","299788","176416","28805","112280"
"Dec 24, 2018","508253","139059","197514","267531","243588","89872","55360","40110","108396","298447","178139","26688","115542"
"Dec 18, 2018","505711","147654","200778","262111","233982","82376","57381","43212","98632","294314","182612","27921","112509"
"Dec 11, 2018","613745","146082","202369","341484","312735","110305","82767","38430","94974","291948","171007","31728","124184"
"Dec 04, 2018","545537","144859","205635","289664","257730","92256","63414","40564","90605","289315","167905","29362","131441"
"Nov 27, 2018","538454","149719","204790","281759","256916","91934","61706","37412","90395","291947","161608","26502","138103"
"Nov 20, 2018","535707","157633","204862","275695","252104","86638","63000","37248","91480","291421","160146","36514","136774"
"Nov 13, 2018","520240","161860","198879","268439","244051","79468","66837","38877","99121","296644","159348","41857","130776"
"Nov 06, 2018","510193","148973","195816","261621","240069","88908","63617","39582","92922","284738","159077","28935","131185"
"Oct 30, 2018","504458","157691","190353","253543","238938","83536","65479","44616","90445","274114","156358","37046","130192"
"Oct 23, 2018","489829","149585","179889","251035","239190","79561","61102","34236","93885","278532","149999","30236","123394"
"Oct 16, 2018","469299","140817","170161","239573","227660","78295","60864","26448","98716","277321","142490","26929","112156"
"Oct 09, 2018","483802","162315","178457","228799","234237","82096","60516","25698","102243","271172","143116","36846","118768"
"Oct 02, 2018","479644","164738","171839","224680","234180","77764","61163","26162","110249","270766","133859","37615","119431"
"Sep 25, 2018","477881","172426","168730","203763","240493","87341","54307","20055","125379","276673","126826","32021","118715"
"Sep 18, 2018","465130","166468","164802","205804","228792","81110","59788","22031","105077","268003","128818","33698","110361"
"Sep 11, 2018","550492","164639","153469","277060","310471","89698","67457","59704","142517","264033","123182","29948","105905"
"Sep 04, 2018","527579","173335","165372","254016","283775","86522","64726","61155","146909","273585","126707","33922","128817"
"Aug 28, 2018","529124","171359","178578","255809","269383","84800","64007","61976","139448","271226","125907","33041","132771"
"Aug 21, 2018","532137","188907","193748","254692","258443","77832","69240","68989","131583","273623","130961","45328","147602"
"Aug 14, 2018","526571","188428","190217","246723","257030","81225","69129","59683","130093","271719","130629","45132","142990"
"Aug 07, 2018","507186","177923","167358","238559","264653","81150","65621","52529","146536","272927","122203","35743","118267"
"Jul 31, 2018","499721","174549","151724","231982","278576","83590","59821","47487","168811","271966","115640","34268","101360"
"Jul 24, 2018","496665","179515","149875","232134","277207","75056","59623","56989","163978","267598","114978","33910","101903"
"Jul 17, 2018","490064","177390","155983","233378","262774","67999","60010","62569","155564","263390","115528","32316","103269"
"Jul 10, 2018","477596","179401","155044","217394","247174","67882","62459","61080","140539","246761","114058","35598","104700"
"Jul 03, 2018","487131","189005","152258","215126","263065","70922","59730","50465","154978","258596","117675","43024","99990"
"Jun 26, 2018","481383","190147","156243","212675","254515","66701","58765","46454","152251","264728","118466","39270","99328"
"Jun 19, 2018","478200","190684","154566","208997","251900","65900","59115","43711","151674","261448","116357","40761","96068"
"Jun 12, 2018","599561","236617","148392","269450","366976","73977","64676","88420","226125","271033","112303","50902","92912"
"Jun 05, 2018","576287","239904","150668","248379","342981","69447","64081","87429","214080","254374","110809","67518","100985"
"May 29, 2018","552251","230927","137890","227944","338977","79952","61956","75345","227876","247321","104495","70434","88324"
"May 22, 2018","520648","225960","116216","209287","333009","71558","57580","65106","236880","257878","97370","60848","71536"
"May 15, 2018","505114","219317","104203","201322","330265","72154","58325","56341","240662","257974","92648","57717","61801"
"May 08, 2018","515132","226601","106096","201532","342701","75335","54671","50026","258278","261020","90110","67669","62778"
"May 01, 2018","509659","221011","100443","201842","343942","73251","51719","42967","258345","265262","86420","64315","61805"
"Apr 24, 2018","494154","216944","86350","187816","344556","77520","51374","38249","265356","259619","80092","56370","48017"
"Apr 17, 2018","509032","238829","87353","181413","362866","79578","49601","33569","283461","255245","77985","80379","50401"
"Apr 10, 2018","508204","236344","88881","182400","363023","78975","45815","34531","281979","250432","78865","78185","53135"
"Apr 03, 2018","493677","221327","86946","185288","346555","76210","49324","40980","262324","239595","82839","68333","49189"
"Mar 27, 2018","514049","234656","93592","187625","361061","82410","50038","38057","276381","243560","83354","86384","58869"
"Mar 20, 2018","496964","219434","86695","183424","351964","82667","46866","38865","261561","236044","89973","75540","49876"
"Mar 13, 2018","584759","239453","93073","220729","398792","99647","67964","77273","306895","247032","100031","82704","44967"
"Mar 06, 2018","557530","227354","94382","230012","403842","87782","46924","79216","307651","246987","104036","77977","47837"
"Feb 27, 2018","567463","238287","100310","227585","404040","88189","49711","82842","303236","242187","110489","86607","53046"
"Feb 20, 2018","567534","229273","103147","237072","405640","87958","45516","80317","309421","253038","111311","82318","53036"
"Feb 13, 2018","564233","230785","103496","235656","411639","84269","35575","75711","311832","253649","115234","86687","51901"
"Feb 06, 2018","596937","251369","110546","245381","424817","86727","48114","58824","331291","268920","118546","118937","52485"
"Jan 30, 2018","603460","258022","109280","239494","430681","89440","46995","50889","337544","267255","117303","128097","51244"
"Jan 23, 2018","608683","262175","117458","236300","429090","95485","47412","47541","328477","273391","117601","127165","68142"
"Jan 16, 2018","594038","254344","114854","231291","413138","95230","52873","46686","306418","272419","116699","116996","71311"
"Jan 09, 2018","563400","242053","97362","217213","400874","86571","47601","44754","291217","259618","110503","101215","59173"
"Jan 02, 2018","542622","236808","108940","199313","365245","88262","50198","39984","263080","241444","106773","103746","69216"
"Dec 26, 2017","497744","208913","116765","186931","318343","84606","45342","42077","219797","229430","105292","77098","76535"
"Dec 19, 2017","485622","198398","112174","190521","310282","78834","45297","43189","215765","233393","104685","67452","69797"
"Dec 12, 2017","505744","206027","92138","185209","320739","80362","58721","41459","217887","233540","105995","70920","55803"
"Dec 05, 2017","499124","205400","112294","190380","314914","79820","48392","38365","222032","235215","99950","79554","72003"
"Nov 28, 2017","495561","205160","115479","189056","310897","79742","47582","36272","225060","239485","98083","80824","73895"
"Nov 21, 2017","465307","195909","100472","175054","292129","73280","51642","38559","206828","230478","101068","67135","57542"
"Nov 14, 2017","467842","200023","115437","173624","275809","73315","55716","38606","148301","223094","95600","79328","75472"
"Nov 07, 2017","446502","181335","95880","173294","272122","70810","57437","37528","136187","218740","100238","62131","57575"
"Oct 31, 2017","440384","173670","101573","174510","257642","70420","59385","40382","124061","214381","102148","59118","59175"
"Oct 24, 2017","445018","183539","100035","165585","271183","73900","51806","38628","134813","208170","98930","69117","58958"
"Oct 17, 2017","446338","186751","96299","165127","276217","73394","52756","39581","137232","206703","97305","70431","55097"
"Oct 10, 2017","450748","195816","97737","158660","275104","72734","54369","35775","133627","205077","98624","80601","57794"
"Oct 03, 2017","438663","187053","96220","157203","266511","73764","55289","37212","126161","200578","101378","69139","50830"
"Sep 26, 2017","429111","183679","95512","152592","261208","75618","55169","34253","122254","196538","96156","70012","50279"
"Sep 19, 2017","431108","190025","127272","149288","236626","76776","52191","31203","104014","194409","92876","78292","77133"
"Sep 12, 2017","487425","191102","105044","175600","291785","88738","58611","45708","152062","189947","94396","84642","61588"
"Sep 05, 2017","464988","194976","98667","171223","291891","79011","54652","38344","165140","204580","93873","81977","51920"
"Aug 29, 2017","469307","194331","107812","173410","287170","82463","55222","39729","167585","199296","92595","82489","51683"
"Aug 22, 2017","464445","197818","109842","169989","284515","77535","50985","43591","166707","199440","92815","80501","56657"
"Aug 15, 2017","462148","190336","111069","174177","278546","75873","50771","48060","161442","202003","90938","70194","60834"
"Aug 08, 2017","461152","201231","107546","157833","279623","79479","51374","46898","166487","184035","86423","83468","58135"
"Aug 01, 2017","457254","191477","108840","164304","272865","80303","54379","45316","151701","189171","83473","72993","66296"
"Jul 25, 2017","449086","197656","106814","155560","271095","79665","54972","45227","148194","188756","81196","68288","67936"
"Jul 18, 2017","446259","199540","108219","150114","268566","81045","53914","35445","146121","188839","79086","77654","71195"
"Jul 11, 2017","436899","190267","106479","150147","258152","79831","55614","39612","139185","182032","77190","72673","72383"
"Jul 03, 2017","422496","185925","108461","144260","244301","76636","54059","38470","127190","178183","70493","68317","74930"
"Jun 27, 2017","400560","179671","120976","136134","211639","70335","53525","33528","98769","172970","68219","66956","75103"
"Jun 20, 2017","379269","167245","122393","132839","192994","66171","50868","33170","84468","166684","70369","59455","74430"
"Jun 13, 2017","474300","164227","85174","211353","301281","74330","63455","80403","166583","168662","69385","61696","51695"
"Jun 06, 2017","447178","164889","90880","188042","279047","70923","53927","72303","168558","172843","68924","64699","54589"
"May 30, 2017","453280","176226","103357","185792","279432","74041","53270","72432","167397","174423","71486","71490","65844"
"May 23, 2017","449360","175032","110187","190524","272094","68923","52198","76460","159407","173814","75232","69482","74824"
"May 16, 2017","431659","164234","126630","186406","236357","66697","54350","76757","131617","171645","74388","55162","88600"
"May 09, 2017","418301","155581","133182","183860","217059","65581","54781","79867","110091","166959","78360","49908","100749"
"May 02, 2017","409936","159418","161071","179781","178953","57290","56465","77923","89923","166180","85449","52095","105099"
"Apr 25, 2017","411006","157831","178726","181520","167731","61122","54016","80319","63755","166561","94959","50343","131648"
"Apr 18, 2017","430589","185786","207435","179950","159602","56301","55000","105312","54960","164566","108268","54348","150668"
"Apr 11, 2017","420332","173594","192550","179203","163127","59086","56206","98304","61409","164640","107426","48657","136804"
"Apr 04, 2017","397594","155468","166873","173689","166592","58899","54591","77711","71467","161999","96683","50153","117506"
"Mar 28, 2017","408853","163648","171571","177046","171114","58920","56929","80570","82293","161733","90622","55749","115668"
"Mar 21, 2017","406717","159590","179252","176574","160480","60477","56909","79230","65802","163780","96567","52933","121836"
"Mar 14, 2017","381474","148272","189299","166321","128708","57472","54058","78807","33773","155075","105378","43640","131374"
"Mar 07, 2017","435309","137662","197163","228335","161564","58025","65295","111030","76373","150494","103396","40433","141023"
"Feb 28, 2017","431635","143584","194748","220938","162414","56127","63487","109846","80747","147523","104152","47426","139282"
"Feb 21, 2017","417129","130981","189232","220218","155969","55437","61435","114768","69501","137567","97401","41682","145281"
"Feb 14, 2017","406350","125333","172097","216770","159331","53762","64437","110772","72320","130400","91890","42453","132489"
"Feb 07, 2017","409178","126708","171659","220490","171635","53652","57556","109215","91881","139023","88234","42430","129012"
"Jan 31, 2017","405541","125689","171402","218274","164996","52495","60060","106345","88659","139095","84312","45287","129247"
"Jan 24, 2017","414447","131904","184252","224017","163750","51280","59199","107357","85277","148902","86868","39640","138292"
"Jan 17, 2017","415090","128846","195346","225333","150756","52044","60121","108841","68017","150057","89517","40110","151134"
"Jan 10, 2017","415212","134747","200570","219984","147154","53374","60381","118588","57708","146116","95670","40658","156379"
"Jan 03, 2017","416239","129701","199757","221781","148076","55203","58852","124828","52870","142247","100769","39085","156312"
"Dec 27, 2016","405681","123281","192689","220288","141332","52160","61708","119877","47960","138677","99968","40745","145933"
"Dec 20, 2016","399589","117460","195505","219648","130749","51930","62784","114471","47935","140309","96342","37089","142018"
"Dec 13, 2016","447679","123597","211110","259537","160236","53749","65537","105422","26405","139102","93977","37839","155164"
"Dec 06, 2016","433237","123390","237946","246681","120065","51871","63931","129170","26747","137597","102590","44906","171370"
"Nov 29, 2016","447190","136108","255348","245355","116561","54681","64235","142169","20780","142027","98728","43426","199792"
"Nov 22, 2016","434768","127122","246470","243796","111726","53708","66430","132793","18892","138873","97372","45054","180975"
"Nov 15, 2016","415752","121575","240757","235596","104624","50453","62243","126540","25809","140126","96267","39876","169235"
"Nov 08, 2016","418007","118897","248211","245616","101035","43609","58876","139346","26262","139826","98355","39714","174612"
"Nov 01, 2016","444502","126443","263828","261922","105533","44892","63896","164037","12348","137071","104004","43948","201538"
"Oct 25, 2016","448471","142881","266737","246230","108147","50478","64705","156875","11802","137043","109097","52746","205053"
"Oct 18, 2016","413183","128181","237449","230197","104790","45728","61867","128464","11039","151478","108129","36224","175376"
"Oct 11, 2016","378774","114284","207756","209879","99131","45694","62970","102809","12013","145892","104200","33435","142631"
"Oct 04, 2016","347643","105634","187693","186827","89483","46415","61700","80065","8464","142251","101903","31968","120181"
"Sep 27, 2016","328490","100492","176522","174828","86986","45062","56874","75038","9853","135038","101191","27769","107429"
"Sep 20, 2016","324525","95698","180723","177910","77967","44603","59521","87218","7754","125439","102623","29136","111313"
"Sep 13, 2016","379624","91783","173258","216048","112825","45916","67664","112651","24635","126684","95907","29045","111600"
"Sep 06, 2016","375985","97324","189954","220781","107441","45546","66256","117268","16233","126432","103118","32909","120521"
"Aug 30, 2016","364843","108261","190186","204241","103433","45283","64166","106753","16941","129315","102383","40910","123907"
"Aug 23, 2016","364044","105374","182032","202180","111006","48087","62603","101701","23423","130514","97786","37197","120293"
"Aug 16, 2016","366037","103060","195568","208203","99798","46303","62200","112228","11099","126444","97456","33869","132494"
"Aug 09, 2016","368693","100442","198841","218984","99470","41599","62714","127026","10982","121696","95146","30468","134266"
"Aug 02, 2016","378500","104516","208619","218778","99452","46130","61353","122628","10311","124805","95834","34783","143066"
"Jul 26, 2016","400035","109193","221793","239073","103338","42327","65462","142211","10135","121944","98258","45408","157311"
"Jul 19, 2016","388905","111578","211469","225909","101654","40631","64995","131597","10055","118973","95861","47774","152822"
"Jul 12, 2016","370372","107635","195295","211520","103371","40954","61443","117858","9535","120769","99024","44389","136261"
"Jul 05, 2016","362649","112011","187338","197845","104095","40356","58779","106777","7613","118498","104234","50547","125202"
"Jun 28, 2016","337273","109580","171514","175747","99094","41089","55808","84085","8870","120432","101241","49126","107937"
"Jun 21, 2016","317400","88639","149985","174231","100833","44046","56098","82416","10981","127836","97940","20771","99392"
"Jun 14, 2016","325402","104510","160999","168953","98248","43988","58204","79214","10230","125648","101938","34745","104819"
"Jun 07, 2016","386010","93492","160604","207448","127910","57681","70107","69125","31845","124346","98288","40588","104671"
"May 31, 2016","356178","98218","135872","198726","148012","48602","61662","75509","31570","123417","102426","47103","108677"
"May 24, 2016","350242","93955","131850","193758","145257","51147","61753","68359","40565","121647","102270","44138","92972"
"May 17, 2016","349559","101723","124310","186065","151949","50428","61957","62501","65525","122994","97766","48634","71176"
"May 10, 2016","344978","101277","123149","181863","152379","52837","60449","62811","67691","126547","95659","43026","74363"
"May 03, 2016","360461","113034","136653","184524","156966","54626","58565","64509","69774","127077","93316","51355","89978"
"Apr 26, 2016","340200","99072","138739","182996","138270","49917","54976","65407","48424","118082","97835","47618","90830"
"Apr 19, 2016","345563","101211","148128","185459","133519","52533","57556","75217","43377","109863","97686","48596","99473"
"Apr 12, 2016","333535","89216","141267","182596","126793","55116","58868","75309","37611","101793","97961","42407","89897"
"Apr 05, 2016","338533","98014","151501","180268","120531","53452","59702","76957","34577","107578","96338","44989","99328"
"Mar 29, 2016","330090","93726","157537","178491","111140","51826","55366","78533","23474","106539","98704","40268","103385"
"Mar 22, 2016","324310","91334","157387","176950","103926","49212","56183","78993","17380","106833","97975","34559","103365"
"Mar 15, 2016","322405","90353","167908","180672","92859","44990","55248","83931","9761","107584","100699","31348","106061"
"Mar 08, 2016","433221","104165","176072","263377","173378","47416","65508","126759","81881","109249","104822","51645","113572"
"Mar 01, 2016","417624","103965","172506","260901","174403","44460","62417","127024","89796","109538","101128","55422","107037"
"Feb 23, 2016","422624","107566","154423","258954","205427","48426","55096","123404","124087","112727","93719","55047","90947"
"Feb 16, 2016","429997","113970","162175","258996","205232","49238","54797","118338","122124","100634","93660","57265","98372"
"Feb 09, 2016","441228","114607","177921","268586","194562","49679","60389","125835","110810","103235","94764","56296","118095"
"Feb 02, 2016","403939","96012","183085","259869","147872","41289","66213","124323","62749","98552","108399","44996","119549"
"Jan 26, 2016","402227","71446","198661","267012","124194","57543","73146","133705","34719","95810","115590","41806","130781"
"Jan 19, 2016","400362","69449","206464","265334","117867","59533","69985","130616","29924","96844","113090","42777","138771"
"Jan 12, 2016","398570","63162","209613","271543","109792","58042","73342","139817","16492","94427","115386","36831","146209"
"Jan 05, 2016","407105","66857","227500","276815","97443","58935","77664","145548","11758","94309","112776","38376","161853"
"Dec 29, 2015","400497","66973","227523","273701","93279","54847","74719","142605","10140","94888","103901","35015","166364"
"Dec 22, 2015","406533","70509","231556","275354","93283","55380","76404","144981","9437","91825","106047","38680","168264"
"Dec 15, 2015","404837","71295","231256","275052","89741","53795","79145","146234","7454","91704","107736","37709","164104"
"Dec 08, 2015","474921","80378","252709","309680","112572","58980","83757","146745","19646","93784","99646","42876","182251"
"Dec 01, 2015","462447","78782","261627","330854","106332","43882","85559","162540","19082","98687","97276","40995","197721"
"Nov 24, 2015","444626","76296","251780","318441","102519","42439","82877","160535","19250","88118","91928","41300","193182"
"Nov 17, 2015","436801","78898","243075","307454","103302","43375","83350","149102","20715","86646","93523","44106","185168"
"Nov 10, 2015","421967","78994","221933","294780","110225","41376","82992","129759","25758","85157","85437","43341","173423"
"Nov 03, 2015","405462","72883","207217","288232","119288","39822","74432","130312","34374","86732","91595","38820","157029"
"Oct 27, 2015","380564","70351","176285","261683","127233","42181","70697","114510","43905","80918","90371","43343","126389"
"Oct 20, 2015","357133","76291","138857","229622","150293","44130","60893","89110","63726","87518","88349","41222","89838"
"Oct 13, 2015","349720","71132","151708","226415","129400","45664","62103","92589","40516","79278","88492","41637","101741"
"Oct 06, 2015","337606","65410","154220","222477","113970","42037","61734","93918","20727","74185","93002","39560","101991"
"Sep 29, 2015","322721","61932","149592","215338","103272","39256","63662","97954","9529","67099","95202","35818","93775"
"Sep 22, 2015","315450","63526","144559","204828","102714","41352","62433","94736","12694","66072","92310","34018","90489"
"Sep 15, 2015","311366","63416","147618","201476","99066","39730","57938","95738","8397","66916","92205","33665","93306"
"Sep 08, 2015","383187","75715","156956","254844","146399","39435","66639","137255","54179","71664","95382","48378","98342"
"Sep 01, 2015","363980","74910","142767","238443","150100","41863","62349","124657","59769","76560","92330","46880","87166"
"Aug 25, 2015","374977","87807","153885","235992","144841","42988","68061","120319","54869","79199","94311","54876","97336"
"Aug 18, 2015","356952","68473","161205","240738","118412","40620","70214","117159","36459","74602","88876","41471","99699"
"Aug 11, 2015","361334","67373","182583","248825","96502","39031","76144","124248","16530","73547","93922","39630","111198"
"Aug 04, 2015","367885","70620","184014","254646","102623","36596","75225","133619","12271","70879","104690","40472","114546"
"Jul 28, 2015","357940","67842","171850","244469","103550","37973","74884","121411","10965","71297","101774","37860","104351"
"Jul 21, 2015","366892","65728","178704","254622","101507","39107","79246","134966","9140","71564","106579","37069","109230"
"Jul 14, 2015","356760","62676","170457","249129","105205","39111","75254","131332","8737","67461","110647","33476","99335"
"Jul 07, 2015","354885","66161","165427","245408","103930","37784","79996","134726","10041","66965","109244","36754","95864"
"Jun 30, 2015","346115","65554","165589","236963","102207","38072","72793","129039","9540","59755","111547","42314","91268"
"Jun 23, 2015","345427","67867","167173","233162","101253","39376","71979","124562","6721","57914","114558","47174","92842"
"Jun 16, 2015","350145","82714","172071","225812","102841","37128","70742","113798","5201","48875","120871","63194","96196"
"Jun 09, 2015","436540","52643","190617","316710","139995","41347","80088","130051","40482","49814","121484","33597","106766"
"Jun 02, 2015","428403","49471","214983","326452","119316","39394","81018","140496","24415","50667","120983","33142","119478"
"May 26, 2015","431927","44221","215961","336026","127583","39970","76673","151039","30794","50643","108070","31548","134616"
"May 19, 2015","428580","38758","207097","338273","129839","41998","82093","157044","34212","50572","107773","26542","129771"
"May 12, 2015","439122","43333","222309","345101","127933","42302","80494","162980","30395","49069","109471","32567","140065"
"May 05, 2015","449254","50116","240243","343981","116070","45384","83168","164383","22841","52472","103765","35663","153966"
"Apr 28, 2015","456919","50734","248500","356986","116294","40997","83923","172840","22674","57146","113116","33188","157422"
"Apr 21, 2015","457610","46821","261466","361058","102833","40010","83590","186085","10458","52098","112433","28537","167961"
"Apr 14, 2015","453518","45264","257611","358360","101060","40313","85266","188977","11333","49209","104256","24209","173013"
