Commitments of Traders Historical Report for "EUR"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Apr 07, 2015","441624","39444","254702","356228","96223","38336","83083","193390","8564","43631","99896","15124","169767"
"Mar 31, 2015","459746","41709","268269","372420","97951","38381","86290","208623","9791","46126","99828","21400","182074"
"Mar 24, 2015","460950","50148","271111","366788","94933","37723","88615","200278","7690","45526","96903","20642","190872"
"Mar 17, 2015","449508","56329","250103","348754","101065","36619","90534","180155","8485","44506","96368","28948","173161"
"Mar 10, 2015","496465","61271","242344","369650","136170","40353","92760","224842","30059","45013","86338","44633","173805"
"Mar 03, 2015","440733","48467","220856","347041","122394","36056","88314","227513","24556","45080","88986","27440","172579"
"Feb 24, 2015","431217","45511","223247","343315","116354","35546","84771","226718","18461","41021","89828","26742","176724"
"Feb 17, 2015","438411","47175","232757","349201","111559","34535","86595","235635","15054","41110","91655","27173","179139"
"Feb 10, 2015","444139","47217","241858","355674","110223","33562","84372","243865","13861","38712","89694","26289","185271"
"Feb 03, 2015","457209","47719","244028","366203","113239","35119","91774","253074","12145","39423","98026","25027","180585"
"Jan 27, 2015","449726","50489","235234","355311","111048","34977","94495","242417","13348","40261","95725","27853","166533"
"Jan 20, 2015","450262","52047","232777","350433","114236","38556","94023","247118","13740","33809","96364","32373","176807"
"Jan 13, 2015","422426","50858","218709","331934","106709","32523","89897","227040","12119","38780","91675","30839","167542"
"Jan 06, 2015","406624","46016","207056","322212","105617","31225","86780","218154","13695","39927","89350","26680","162045"
"Dec 30, 2014","386295","43202","195421","302896","101172","30452","79957","198138","11802","40911","87329","24362","155817"
"Dec 23, 2014","376849","40690","187294","295843","99595","30468","80112","190661","11119","39756","84944","23487","151153"
"Dec 16, 2014","368171","56179","182834","268612","95144","34303","81116","169095","9503","34685","88132","37772","140458"
"Dec 09, 2014","477861","58306","195218","367178","174825","33848","89289","240542","69037","42499","88986","62299","149894"
"Dec 02, 2014","462058","57272","216551","358219","143333","34246","89853","249872","51923","42491","84206","54669","174780"
"Nov 25, 2014","465339","57982","223062","366561","144526","31720","88675","260302","51029","43132","87159","52559","180788"
"Nov 18, 2014","465168","58048","226778","365846","141782","31968","87302","261649","49513","42277","86497","52016","186132"
"Nov 11, 2014","463976","60454","224347","365507","142559","31087","90142","260884","50344","42241","83935","54932","184026"
"Nov 04, 2014","465332","59566","238587","367033","129740","30991","89263","260855","33545","42063","84597","55669","194303"
"Oct 28, 2014","441369","59054","224761","343150","130765","31363","78041","241419","33927","39489","84812","54852","186066"
"Oct 21, 2014","439863","60188","219559","340562","132521","31719","80389","237053","36007","40591","87660","58283","182016"
"Oct 14, 2014","434873","60158","215500","337436","132670","30677","80101","234639","34969","40596","87702","56164","176761"
"Oct 07, 2014","425656","61467","207679","324023","124709","32499","85601","219948","29711","41963","86477","60122","166201"
"Sep 30, 2014","409986","67030","204555","302134","114913","34125","83821","199628","27283","44090","83564","65812","164819"
"Sep 23, 2014","398937","60654","202619","297160","106324","32965","81836","193302","19225","44085","79850","61813","170386"
"Sep 16, 2014","397652","79552","216701","283275","94029","29840","81937","185302","16873","43534","73166","80424","182280"
"Sep 09, 2014","484306","59376","216881","342823","133916","36588","87990","228008","27374","44423","70436","67831","186378"
"Sep 02, 2014","419850","59398","220821","317713","108749","35508","83049","230734","19784","41240","69856","61387","188588"
"Aug 26, 2014","402709","53989","204646","306073","109975","36618","82059","217173","18511","46667","67654","52160","178320"
"Aug 19, 2014","396460","56774","195599","299068","109422","33921","84742","208273","18177","46109","64507","59429","176719"
"Aug 12, 2014","376424","51596","177613","282707","107353","35964","85301","199980","16316","40997","64844","54781","159247"
"Aug 05, 2014","379004","55179","183926","283373","104329","33845","84142","196767","14657","46877","66355","58092","163345"
"Jul 29, 2014","356865","56562","164637","259960","104377","34712","82220","171311","13610","47520","69870","61074","143273"
"Jul 22, 2014","339706","58142","146965","239961","108966","36419","78591","155038","13639","47061","76543","58693","125676"
"Jul 15, 2014","310661","59506","122352","212426","109017","33139","73702","134432","15670","47600","75119","52941","102424"
"Jul 08, 2014","294381","51595","110860","204115","107205","33192","70837","131401","16599","47704","71799","39902","91011"
"Jul 01, 2014","291488","52665","113441","196567","105198","36902","67495","123003","17969","48334","70415","40639","92697"
"Jun 24, 2014","291244","55062","112565","197697","107032","33592","66754","124921","17971","48070","71008","44148","93738"
"Jun 17, 2014","285489","51405","113240","196143","103622","33681","64367","122240","17681","47874","70124","41530","91462"
"Jun 10, 2014","331636","43739","100924","224523","136545","40873","71666","135220","25794","47264","68181","28211","80460"
"Jun 03, 2014","280747","57109","90134","177505","116655","38419","66244","106584","21193","46996","68187","38195","68036"
"May 27, 2014","274051","70753","87386","157716","116315","39247","64015","88065","22532","48056","67752","50359","64444"
"May 20, 2014","268199","75013","84233","145672","114357","40924","63019","73464","23477","47713","66251","57288","60999"
"May 13, 2014","268142","84383","86558","131899","112028","45145","62841","60718","25592","44044","67355","67940","59727"
"May 06, 2014","277013","110673","78122","108249","123865","50182","67117","41059","35135","42940","74367","95027","50047"
"Apr 29, 2014","271515","102285","76551","118635","124082","43963","64250","50893","29344","42116","82335","88206","48473"
"Apr 22, 2014","266259","101204","75430","116984","123395","43474","62837","50580","26292","41339","87009","88509","44544"
"Apr 15, 2014","270722","106252","78564","116428","125819","43070","61367","51748","28306","41858","89487","92934","48114"
"Apr 08, 2014","261439","92635","69335","120001","125354","43729","61676","58013","26687","42370","90142","78871","41407"
"Apr 01, 2014","260075","101849","68611","111333","125794","42599","61376","47949","26479","42071","91478","89129","37164"
"Mar 25, 2014","262179","106914","67280","103755","126788","46532","63133","42530","26612","42337","92523","95313","35310"
"Mar 18, 2014","264443","117819","64828","91888","130331","50122","64670","34889","31876","42097","92259","103686","33399"
"Mar 11, 2014","322020","110103","73718","148565","170697","54931","69184","73477","63301","41452","87563","106455","43550"
"Mar 04, 2014","304308","103868","80416","144494","155241","48210","60915","81771","58970","41884","83269","96160","48412"
"Feb 25, 2014","296924","93003","79103","149693","149405","46580","60768","85407","52613","42683","81330","82354","44265"
"Feb 18, 2014","291360","88634","80035","149375","142788","46243","61429","87336","47163","41219","78888","78567","46323"
"Feb 11, 2014","281037","75048","81977","157239","131888","41066","59488","96688","33479","40516","80002","65787","51995"
"Feb 04, 2014","274146","67614","81224","160736","119781","36823","64168","100802","23613","39862","80554","56409","46760"
"Jan 28, 2014","260799","86963","72616","126816","118340","40357","63180","69721","37878","41253","70547","76591","39634"
"Jan 21, 2014","255300","79321","83093","131073","96012","38741","70030","69496","24677","40479","65616","74804","51479"
"Jan 14, 2014","243434","87059","77813","107883","98891","42980","61218","49071","27267","40852","65786","80190","46508"
"Jan 07, 2014","238570","88119","73621","105422","99143","40075","60852","43982","24290","39773","67302","84159","43290"
"Dec 31, 2013","242071","101916","71327","88251","108680","47087","57247","27927","30789","41193","68954","96557","42201"
"Dec 24, 2013","240206","102462","70290","87272","106981","45647","58110","26369","31237","40767","68229","95554","41552"
"Dec 17, 2013","230955","97780","69857","83222","97675","46019","59489","24197","24696","42111","65808","91807","42189"
"Dec 10, 2013","302100","91669","75739","152652","149951","49494","68125","55235","48677","41542","61674","83721","47165"
"Dec 03, 2013","253653","82230","72918","120205","109636","41038","60919","56483","42376","39653","57308","73150","49004"
"Nov 26, 2013","243049","74118","74549","120631","99633","37844","58411","58983","35810","39429","55610","65636","52053"
"Nov 19, 2013","232326","81070","72159","105889","95999","38006","56807","46507","42745","38985","56273","73540","46427"
"Nov 12, 2013","229166","86121","69295","97194","93189","38452","59283","41892","41584","38615","54681","74893","45636"
"Nov 05, 2013","252554","103333","70190","93269","124922","48977","50467","35671","71020","39273","54056","88170","44594"
"Oct 29, 2013","282923","136054","65437","87462","156340","53599","55338","33835","107889","39924","49283","117110","38556"
"Oct 22, 2013","278139","137061","64627","82406","153006","52909","54743","29963","105281","39817","47816","118439","37248"
"Oct 15, 2013","257199","121327","60953","84477","138835","45353","51369","26647","83915","38127","54000","110779","35060"
"Oct 08, 2013","263859","127301","58618","81614","147287","48379","51389","22497","86821","37404","58361","118974","32919"
"Oct 01, 2013","255067","128580","60304","73837","140700","47284","48697","18832","83640","37881","56417","115774","35270"
"Sep 24, 2013","254464","129862","64018","72759","138915","48181","47869","17266","77960","37847","59133","119731","41112"
"Sep 17, 2013","218264","100963","69056","73890","94356","39864","51305","21900","30183","36469","61980","90521","50140"
"Sep 10, 2013","257969","82772","70076","122829","123285","43289","55529","41131","27086","35174","62554","62609","52899"
"Sep 03, 2013","244563","98589","75851","99298","107939","39921","54018","34973","27675","35461","67890","77806","55233"
"Aug 27, 2013","248672","113592","73511","78540","114408","50876","55089","27609","49639","35734","65796","93380","50844"
"Aug 20, 2013","249660","113092","76346","78210","109391","52519","58084","28258","44447","36675","64314","93057","53969"
"Aug 13, 2013","225665","89984","73927","85283","87207","45140","59273","34945","25316","36530","62900","71187","49934"
"Aug 06, 2013","228726","85239","79178","90858","86556","47327","57690","41399","27063","37710","59672","65290","56721"
"Jul 30, 2013","222957","78211","86715","96694","73239","43172","58123","45943","16770","38388","59074","58362","63919"
"Jul 23, 2013","219429","63130","91030","109572","68740","41090","54022","56886","12843","37899","57752","47633","68296"
"Jul 16, 2013","220137","53228","90393","126783","65982","34391","58027","70762","12181","36032","55673","42779","68057"
"Jul 09, 2013","225051","52159","93059","124661","62042","41932","63651","72004","8717","34597","55310","42649","69965"
"Jul 02, 2013","196064","59270","75360","88115","61074","42731","53682","43772","10197","32855","55504","47669","53155"
"Jun 25, 2013","211651","87192","69835","70649","86799","48759","49966","26597","31093","32381","56653","76065","51019"
"Jun 18, 2013","213331","91304","71274","64586","80432","52558","56742","26016","29409","33653","51992","76841","52976"
"Jun 11, 2013","260418","68956","76489","128701","106793","47901","62276","40056","32656","35727","52391","59561","61706"
"Jun 04, 2013","240733","43804","95425","148967","78413","40196","59129","69606","17509","35514","52712","37549","78958"
"May 28, 2013","264212","36916","121560","180752","70174","39979","65913","94917","13980","37023","52838","37181","106382"
"May 21, 2013","265194","43037","123986","177851","69705","38327","65524","92070","14230","37082","49155","41601","110377"
"May 14, 2013","232417","52843","99764","132700","65854","40178","60103","67755","14606","28568","48786","46365","83141"
"May 07, 2013","214597","52517","86050","115146","69030","41040","53623","50458","18078","28836","45410","44483","70879"
"Apr 30, 2013","222618","56771","86920","113781","77610","46699","52721","56250","20448","28895","46949","45834","71777"
"Apr 23, 2013","220051","47807","82082","127780","78147","38861","54219","68299","17535","28686","49994","38319","67615"
"Apr 16, 2013","215657","49321","79085","121372","76858","39206","53956","64145","15288","29519","51094","37447","63934"
"Apr 09, 2013","220353","35343","86201","141694","72488","37783","56131","84690","12160","29828","50500","22934","72895"
"Apr 02, 2013","235871","44459","110160","147918","63699","37479","55997","92230","11348","29744","48480","33814","88557"
"Mar 26, 2013","204257","41260","90355","117345","54862","39248","52636","66753","11725","30150","39857","28181","71988"
"Mar 19, 2013","195073","48958","93842","102319","44157","38234","51512","53922","10254","30547","33381","35843","72519"
"Mar 12, 2013","213113","57473","82260","104909","68989","43030","54163","46734","23677","37415","30581","44300","68546"
"Mar 05, 2013","218469","63355","89471","107811","69195","40548","53048","53287","31129","38719","32709","47395","73062"
"Feb 26, 2013","230567","74832","84226","101311","93280","48621","47258","38435","55276","43876","33304","64662","66802"
"Feb 19, 2013","234039","81014","61911","91704","118002","56391","49196","29739","77151","49615","30356","67440","51723"
"Feb 12, 2013","239566","87135","62954","92973","126202","55326","46278","30560","86284","49934","30635","73116","51671"
"Feb 05, 2013","251236","97397","59445","89236","131946","59055","54297","27323","92528","52763","30488","82597","49624"
"Jan 29, 2013","237856","93791","66319","81422","116865","57975","50004","25132","76748","49721","30555","74861","57466"
"Jan 22, 2013","216059","83840","62459","74708","102356","53704","47437","21957","63485","44967","30735","66444","52192"
"Jan 15, 2013","211373","80174","72859","73119","88184","55270","47520","22157","46243","42519","33365","65502","61682"
"Jan 08, 2013","194251","66329","74364","77301","67829","47896","49333","25030","28997","42449","33329","53695","62122"
"Dec 31, 2012","207608","81932","76806","71891","82481","50816","45352","19563","43456","45540","40844","67384","58509"
"Dec 24, 2012","202591","75072","77621","72084","76154","52584","45965","19291","37166","45431","40979","61048","59348"
"Dec 18, 2012","193681","69460","79196","71803","64052","49425","47440","18751","24173","46062","41040","55166","59469"
"Dec 11, 2012","241932","51536","83159","133355","98757","47413","50388","56046","45560","44929","41903","36377","66223"
"Dec 04, 2012","217546","48300","81095","117877","78193","46829","53718","54488","31265","46704","39642","29764","66642"
"Nov 27, 2012","210234","35799","102492","130148","50616","40545","53384","70090","12178","44738","40923","18908","80275"
"Nov 20, 2012","232328","36692","128092","155028","45063","37762","56327","86504","10436","45736","39224","23229","104356"
"Nov 13, 2012","231660","39863","123509","150428","48432","38801","57151","77535","10475","47601","39840","26746","102124"
"Nov 06, 2012","227725","45212","112353","143191","54864","36650","57836","71806","18298","51388","40111","27499","90155"
"Oct 30, 2012","221524","38189","96393","139267","64121","41205","58147","66884","26524","52596","35615","22100","81918"
"Oct 23, 2012","216842","38171","93390","133705","64140","41897","56243","61563","26861","53659","35177","21990","80808"
"Oct 16, 2012","219809","42041","95536","131046","63590","43302","57263","59924","25449","50176","35189","26553","83924"
"Oct 09, 2012","227541","39946","112516","142542","60144","41851","51679","69129","21096","47852","35121","26231","99825"
"Oct 02, 2012","217516","48335","98600","123654","64024","43132","52497","52847","16982","46411","34001","38032","92646"
"Sep 25, 2012","218363","53345","103583","119654","59930","43670","53156","54280","14405","42770","32832","44036","97519"
"Sep 18, 2012","234394","48817","122299","140884","53819","43282","56865","77631","9164","40817","35065","37233","107860"
"Sep 11, 2012","332637","43180","136838","230240","117157","43134","62559","87507","59765","33993","36884","72242","126460"
"Sep 04, 2012","314363","46580","148886","225276","100488","38929","61411","87438","45843","31275","42113","77709","134605"
"Aug 28, 2012","311925","45927","147488","224688","97055","37843","63915","88263","44591","31759","40053","77494","134983"
"Aug 21, 2012","321166","45986","169918","232459","85016","39808","63319","94477","32974","31204","38006","78048","158777"
"Aug 14, 2012","321568","43152","180962","241859","73974","33499","63574","102882","23614","32094","40058","75938","166782"
"Aug 07, 2012","322243","46742","178453","238441","74547","34067","66250","100275","26476","31395","38084","79789","163508"
"Jul 31, 2012","311436","41327","180321","234082","61370","32713","66431","97695","14994","30822","37342","74744","167704"
"Jul 24, 2012","324443","39501","194567","248645","56865","33118","69832","111009","9350","30060","39076","72892","181375"
"Jul 17, 2012","323228","31821","199070","254350","51144","34673","70630","119716","9307","32308","38595","66581","185076"
"Jul 10, 2012","326374","36409","202114","251888","49424","35572","72331","111492","8007","39588","37697","70787","190991"
"Jul 03, 2012","302289","32236","178413","235912","54541","31947","67141","92856","16184","49586","37213","61617","162223"
"Jun 26, 2012","315785","36933","196813","244942","47522","31954","69494","107831","8620","48500","36575","59653","184323"
"Jun 19, 2012","311933","54449","195515","224084","47855","31406","66569","107732","10283","37306","36896","67141","182918"
"Jun 12, 2012","422131","39245","234432","317031","82599","31653","70898","169482","18769","31536","41391","77328","217739"
"Jun 05, 2012","401812","36651","251069","328987","69903","31022","75688","194354","17632","30689","42554","74691","234828"
"May 29, 2012","394160","40287","243702","318223","71325","32852","76335","186762","18128","27436","42268","75361","227687"
"May 22, 2012","376708","34714","230075","308311","69614","31085","74421","178530","17772","27194","41543","68915","216214"
"May 15, 2012","356674","38475","212344","286563","66730","29968","75932","159029","14594","28384","46204","72382","194983"
"May 08, 2012","321037","36022","180006","252598","69712","30969","69871","137440","15040","27255","46974","60165","166483"
"May 01, 2012","279605","34957","141947","211742","68746","30878","66884","153942","13442","27734","45440","49337","129999"
"Apr 24, 2012","287215","36289","149656","219295","70017","30148","66059","163420","13891","26707","46194","50397","134506"
"Apr 17, 2012","295844","40310","158435","226108","70285","27817","65515","169621","15549","27239","46319","54321","143809"
"Apr 10, 2012","274830","39253","140617","204616","66567","29781","66466","142997","14675","27614","32196","47765","129486"
"Apr 03, 2012","241006","39835","119315","166622","62119","33291","58314","115302","19458","33275","29015","38274","105605"
"Mar 27, 2012","239446","34033","123162","168190","55639","36029","59451","118658","15783","39616","29818","30924","112405"
"Mar 20, 2012","258535","50416","133370","176529","63974","30528","60129","122019","25721","44841","29617","48605","123944"
"Mar 13, 2012","311057","40325","139661","212175","83411","43680","73108","127444","41715","45762","28500","61643","129820"
"Mar 06, 2012","284739","39943","156416","205574","63286","33112","58927","118595","45962","55484","28864","57022","122654"
"Feb 28, 2012","271282","35728","145402","194512","63056","35554","57336","103596","39843","64664","31595","51754","120966"
"Feb 21, 2012","287525","29369","171528","221151","51617","33774","61149","126788","35447","64178","30459","49974","143547"
"Feb 14, 2012","291060","26774","175415","228941","53808","31954","58446","128914","36569","65440","31967","51873","149048"
"Feb 07, 2012","288657","32128","172721","221948","56784","32383","56954","123263","37986","60932","30660","59814","145974"
"Jan 31, 2012","305328","31906","189452","239127","55202","31940","58319","132441","38092","57576","31232","70584","161936"
"Jan 24, 2012","315350","31299","202646","248435","50819","33669","59938","143798","34421","53651","31848","70651","174171"
"Jan 17, 2012","300962","28396","188426","238254","51069","32951","60106","135279","32277","52274","33087","67707","157917"
"Jan 10, 2012","294263","29770","184965","231765","50103","31597","58064","131060","27996","50563","31858","68102","155989"
"Jan 03, 2012","282790","40441","179350","212985","46916","28432","55592","119171","26718","47953","30666","66673","149926"
"Dec 27, 2011","276022","45183","173062","204337","47710","25516","54264","122475","27029","49677","32557","57998","144008"
"Dec 20, 2011","266597","49557","163254","188839","45720","27224","56646","118045","24067","51325","33249","50187","134988"
"Dec 13, 2011","327740","35507","151964","244941","101015","32211","59680","109062","57504","50842","32802","77262","124484"
"Dec 06, 2011","283309","34521","130335","215981","92238","29471","57400","100514","59830","57161","32936","66525","104430"
"Nov 29, 2011","277511","27620","131922","218546","80704","29040","62580","101801","55757","64442","32138","69316","108084"
"Nov 22, 2011","260064","25943","111011","199707","81373","31234","64500","98400","47374","48335","32112","62727","90056"
"Nov 15, 2011","244552","24048","100195","187608","79137","31351","63675","93935","39429","42802","31319","59834","86885"
"Nov 08, 2011","231445","27943","82200","168347","88975","32742","57857","86576","49344","41872","33044","52683","67623"
"Nov 01, 2011","231229","26311","86371","167499","86554","33833","54718","90759","41183","39110","33811","48212","78541"
"Oct 25, 2011","235774","21323","97835","181494","76852","32143","60273","98779","31117","37864","34209","51243","91709"
"Oct 18, 2011","230483","20977","98697","178450","70717","30235","60248","98308","24570","30588","36734","54759","87551"
"Oct 11, 2011","223167","17040","90835","170021","69466","35426","62186","97660","25444","26634","37618","50685","81502"
"Oct 04, 2011","220839","18104","100801","169387","60185","32554","59059","96550","16071","29077","41359","53010","89631"
"Sep 27, 2011","215172","19705","102178","159618","51938","34809","60016","98269","13083","28053","36233","44206","90665"
"Sep 20, 2011","201556","19920","99380","147760","44819","32594","56075","91696","10822","30342","32220","36687","87622"
"Sep 13, 2011","264500","25704","80163","194836","115819","42132","66690","75972","37329","32327","32396","63377","73866"
"Sep 06, 2011","209515","33167","69610","128794","83050","45133","54434","52370","34782","32752","30303","53812","61495"
"Aug 30, 2011","179162","43894","44278","81983","85137","51105","47567","35559","44817","31427","29268","43107","39766"
"Aug 23, 2011","174714","47711","45172","78732","84822","47389","43838","35450","41523","25481","32403","42878","38997"
"Aug 16, 2011","168931","47094","40368","75036","82944","45158","43976","34730","37812","24713","32037","41298","37636"
"Aug 09, 2011","183571","49029","57302","86027","81060","46408","43102","40723","37502","24483","35128","48629","45771"
"Aug 02, 2011","190722","58313","56550","85149","91248","46194","41858","44251","45965","26995","31200","44262","56722"
"Jul 26, 2011","183690","60177","43139","71503","97247","50933","42227","33545","55319","29579","27123","41839","46960"
"Jul 19, 2011","180314","58580","49334","77199","83685","43513","46273","43685","40685","30521","26509","35357","52885"
"Jul 12, 2011","185541","61392","48976","70726","86428","52766","49480","33834","41507","31530","26027","46791","57127"
"Jul 05, 2011","194329","81860","38666","54485","111116","57031","43594","23399","65753","30071","27142","64555","47296"
"Jun 28, 2011","183206","68800","35813","57791","101137","55862","45503","22759","54950","31913","28185","53306","41546"
"Jun 21, 2011","189190","72153","42382","62478","103169","53967","43047","26697","58092","32294","26404","57942","44490"
"Jun 14, 2011","190373","84580","34686","48746","113295","56525","41870","16959","71044","31198","26312","68240","42128"
"Jun 07, 2011","296126","96555","44719","133843","193019","64573","57233","86262","121951","34242","23907","71419","63880"
"May 31, 2011","270101","80494","58524","136097","164386","51791","45472","103939","115616","34004","24352","56010","60973"
"May 24, 2011","258663","75182","56053","134068","156886","48517","44828","101914","110343","34845","24340","51375","59617"
"May 17, 2011","250533","89941","48296","105953","157756","53506","43348","76683","112131","33225","24112","60895","53397"
"May 10, 2011","242927","98054","36607","83295","163027","60364","42079","54015","119834","32066","23352","68986","45937"
"May 03, 2011","264337","128460","28944","62075","186930","70935","45596","26264","136892","32544","21921","105405","47627"
"Apr 26, 2011","249000","105683","37404","72619","161952","68461","47407","38593","119042","31865","20995","81402","40303"
"Apr 19, 2011","244006","102686","40491","74976","155704","64455","45922","42842","113609","31655","20431","76388","40203"
"Apr 12, 2011","243203","105425","40440","69054","151768","67024","49295","36889","111585","30107","22734","80120","38808"
"Apr 05, 2011","236270","99405","39548","70097","146642","65269","48581","35013","107368","29192","19180","78789","39413"
"Mar 29, 2011","218177","93031","36401","62196","134511","60800","45115","25810","96296","27822","19395","74873","37044"
"Mar 22, 2011","194709","81574","33221","53020","113015","58080","46438","18802","80758","27924","18644","62333","29845"
"Mar 15, 2011","190848","86506","40190","44477","108111","57920","40602","11589","74976","29500","18352","62919","37231"
"Mar 08, 2011","263702","98171","35877","93190","167583","61739","49640","40233","105391","29616","17589","72271","43312"
"Mar 01, 2011","217066","83104","31796","66564","129694","63127","51305","28851","84400","28325","18872","64166","37187"
"Feb 22, 2011","207869","77454","31856","68789","122623","57896","49660","27999","76087","30151","19709","58959","41991"
"Feb 15, 2011","193304","63395","30931","69268","111581","57285","47436","27948","66437","27883","18698","48288","33887"
"Feb 08, 2011","203541","73502","38768","65994","113877","60524","47375","28534","75125","25830","19149","56090","35785"
"Feb 01, 2011","211730","80381","40447","65404","111805","63481","57014","27340","74340","25680","18898","64625","36657"
"Jan 25, 2011","199706","73488","50587","62983","91071","62138","56951","34214","57437","21592","19529","52229","46485"
"Jan 18, 2011","188933","67309","63200","65807","71021","54183","53078","39788","34206","21446","21991","44563","61604"
"Jan 11, 2011","202004","42359","87541","108835","58443","49493","54703","84226","24315","22396","22697","25030","76226"
"Jan 04, 2011","163239","37102","61303","77703","52848","47249","47903","52737","19425","22363","22006","20323","56517"
"Dec 28, 2010","162312","33833","60312","80025","52498","47602","48650","57044","17543","22380","21578","15443","61279"
"Dec 21, 2010","156136","38604","52697","68741","54908","48120","47860","44217","18739","22569","22281","22249","52260"
"Dec 14, 2010","146781","35689","45993","63095","50387","47751","50155","41057","17062","23516","22615","16766","46457"
"Dec 07, 2010","198099","32322","47612","115122","92641","47101","54292","69985","38057","23303","22315","17486","49899"
"Nov 30, 2010","203930","47264","54512","96865","94867","55948","50698","64873","55860","26106","21679","31464","50009"
"Nov 23, 2010","187189","43670","51963","90172","91128","48239","38990","61431","55077","25149","20114","21148","47933"
"Nov 16, 2010","195598","54708","46102","82056","99611","54066","45117","52617","66653","24728","19209","33150","43572"
"Nov 09, 2010","204528","61477","38194","80065","117860","57478","42966","49448","85142","26494","16837","35280","40244"
"Nov 02, 2010","206972","70185","31575","74771","125394","58837","46824","47509","91212","25688","19432","45948","34132"
"Oct 26, 2010","209103","70109","29604","79733","130949","56406","45695","51082","99969","23969","20412","47943","29553"
"Oct 19, 2010","219761","74855","28107","80283","143118","62319","46232","52578","113238","23802","22507","50940","24588"
"Oct 12, 2010","197836","68718","27207","73180","122239","53055","45507","49466","88601","23440","23908","44042","26485"
"Oct 05, 2010","197406","72979","24736","66364","122353","55978","48232","40997","84694","24536","27435","48716","24827"
"Sep 28, 2010","190039","70638","35308","64109","106549","54367","47257","37664","70506","23731","27775","47592","35213"
"Sep 21, 2010","167463","52300","47203","63931","70956","48627","46699","41248","34869","23441","29708","29290","44965"
"Sep 14, 2010","170651","54543","64187","67986","58316","47100","47126","47441","21788","24080","30416","33007","60803"
"Sep 07, 2010","257788","53156","76855","148315","118728","53764","59652","123164","78055","23748","28099","29100","70229"
"Aug 31, 2010","241133","51099","76668","143877","112447","43976","49837","117126","74984","23058","28462","32332","64492"
"Aug 24, 2010","245448","54591","76194","142830","118301","46829","49755","120440","82301","22627","27849","29115","65757"
"Aug 17, 2010","250090","61324","75951","137257","124115","50258","48773","115540","92408","22842","24813","35139","63817"
"Aug 10, 2010","234276","55797","59528","132681","127762","44484","45672","108615","94031","22811","22275","33402","49230"
"Aug 03, 2010","236101","60410","67707","127496","116469","46079","49809","108197","81336","20329","23204","34148","59251"
"Jul 27, 2010","232193","56622","77961","130508","101249","43272","51192","110445","70501","19448","21677","34118","67984"
"Jul 20, 2010","230118","55008","79259","130879","97825","42241","51044","112272","64768","20577","23107","30298","71049"
"Jul 13, 2010","225703","56187","83237","123535","88641","45018","52862","106441","58906","19566","22916","30129","72779"
"Jul 06, 2010","228333","56316","95225","122675","80214","47730","51282","105291","49778","19500","26204","34464","83845"
"Jun 29, 2010","225752","43357","117027","140113","56627","41321","51137","119604","21134","20305","27773","26862","113255"
"Jun 22, 2010","224050","41013","111987","139417","58197","42856","53102","120577","19027","19890","29595","23800","110231"
"Jun 15, 2010","227632","49526","111886","133605","58614","42646","55277","117861","21342","20402","29985","29958","109270"
"Jun 08, 2010","305060","45938","157883","198558","87172","50669","50110","158498","41803","20309","28595","29109","143057"
"Jun 01, 2010","275266","45006","138331","176197","79109","50814","54577","149026","31645","21205","28473","24084","134044"
"May 25, 2010","281966","45630","152366","190207","72954","44016","54533","160246","31972","20604","26605","27228","147870"
"May 18, 2010","300526","54411","161554","195262","76108","48129","60140","164771","34090","19497","30015","37605","153869"
"May 11, 2010","287589","39584","153474","197808","73314","47444","58048","171487","32749","20289","27761","21525","144148"
"May 04, 2010","261076","36675","140077","175841","62928","45662","55173","151815","25001","19713","25892","18041","127312"
"Apr 27, 2010","238298","34462","123475","155391","58045","44149","52482","129662","23225","17384","26393","20500","111862"
"Apr 20, 2010","208291","33614","105038","130859","54711","41483","46207","105503","21643","16294","27720","20846","92908"
"Apr 13, 2010","203199","37157","92621","124881","58998","39877","50296","105632","20150","15686","26425","21493","90407"
"Apr 06, 2010","208883","39036","106259","129186","52156","39574","49381","110757","13602","17196","24995","17088","99772"
"Mar 30, 2010","223554","35205","120531","147689","49896","38924","51391","136076","12745","15339","24991","10606","118115"
"Mar 23, 2010","195287","39953","114870","113860","31884","40160","47219","97710","12213","15807","23806","18919","102137"
"Mar 16, 2010","163822","41800","88141","82124","32720","38467","41530","70764","12040","14278","23383","18336","79044"
"Mar 09, 2010","243524","32589","107140","169613","88988","39086","45160","126558","46598","14526","22890","17907","92561"
"Mar 02, 2010","218803","35894","102664","135287","66049","45897","48365","116419","49870","14818","25168","18694","79660"
"Feb 23, 2010","208474","32728","104351","135199","56953","38824","45447","116804","44891","14419","23364","18369","81838"
"Feb 16, 2010","196042","34459","93881","119236","55730","41551","45635","107144","48409","13239","21074","17149","69041"
"Feb 09, 2010","197457","34867","92019","120004","56636","41888","48104","110303","45501","12218","21231","15651","72717"
"Feb 02, 2010","186878","31207","74948","110320","63773","44671","47477","93121","47301","19639","18403","12809","62929"
"Jan 26, 2010","184978","33106","72645","107572","66224","43648","45457","88712","50278","19283","19116","16828","60431"
