Commitments of Traders Historical Report for "CHF"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 09, 2020","41580","10463","8697","16366","20646","14545","12031","4320","14047","7433","5094","13609","9431"
"Jun 02, 2020","40352","13364","4375","14432","22186","12436","13671","3679","15734","6695","6013","16287","3882"
"May 26, 2020","39072","13246","4507","14593","21439","11212","13105","4279","15088","6302","5451","16143","4501"
"May 19, 2020","38746","13678","4950","14422","20534","10627","13243","3831","14196","6760","5441","16397","4944"
"May 12, 2020","40469","12624","5976","16793","22438","11039","12042","4505","15676","5315","6302","15358","5562"
"May 05, 2020","36257","12967","5176","12783","18162","10496","12908","4050","12502","4801","4768","15807","5185"
"Apr 28, 2020","36326","12474","6898","11781","17228","12059","12188","3052","11482","4749","5233","15322","6525"
"Apr 21, 2020","35026","12731","7807","10428","16178","11858","11032","1740","10544","4550","5185","15797","7430"
"Apr 14, 2020","32718","11608","6951","11205","14612","9894","11144","2228","10275","4867","3469","14650","6991"
"Apr 07, 2020","30391","11186","5582","9434","13872","9757","10923","2363","9743","3392","3290","13826","5622"
"Mar 31, 2020","29657","10389","5442","9119","13872","10082","10276","1658","9490","3783","3142","13029","5884"
"Mar 24, 2020","30767","10294","5403","10661","14308","9725","10969","1487","9672","4567","3987","13843","5135"
"Mar 17, 2020","35254","13963","6589","9994","16886","11197","11679","0","11363","6704","2418","15953","8535"
"Mar 10, 2020","50474","13460","12865","19463","23511","16158","12705","1483","14022","7818","3019","17327","13225"
"Mar 03, 2020","54436","14727","17969","23956","18887","15209","17036","9938","9533","5053","7456","19055","15415"
"Feb 25, 2020","57192","19914","19298","26102","15665","11173","22226","16465","6453","3939","15952","24148","10966"
"Feb 18, 2020","52520","17057","15516","24499","15311","10953","21682","12377","7299","5678","13710","22199","8388"
"Feb 11, 2020","51465","15937","12170","22929","19846","12494","19344","10173","11464","5836","13155","21539","5951"
"Feb 04, 2020","49855","14261","9342","22497","22512","13093","17997","9512","13728","6051","10203","19893","4418"
"Jan 28, 2020","51440","12969","9472","24449","21140","14016","20822","12653","13130","5337","10267","18104","4458"
"Jan 21, 2020","50368","12375","10839","22764","21619","15154","17835","12078","13141","4422","9735","17327","7530"
"Jan 14, 2020","49118","12417","12609","24084","18213","12617","18296","13978","9732","4184","10745","16561","7653"
"Jan 07, 2020","49365","11298","15767","25815","14588","12242","19000","17336","5776","3353","11011","15146","10984"
"Dec 31, 2019","55514","14549","20274","29867","15369","10644","19417","21650","5485","3014","13477","17953","15275"
"Dec 24, 2019","60450","14516","24195","35919","16060","10013","20193","26603","3650","2403","22120","20131","12106"
"Dec 17, 2019","61630","13762","24836","36839","15995","11011","20781","28182","2333","1338","26728","19684","9628"
"Dec 10, 2019","75650","10182","31047","49590","18718","11096","21103","40256","1603","1300","30195","15047","13920"
"Dec 03, 2019","79183","15119","37406","52799","17354","10688","23846","44976","1635","1310","30876","20151","20868"
"Nov 26, 2019","77318","14767","35742","52354","18126","10093","23346","43955","1581","1910","29800","19769","20532"
"Nov 19, 2019","68223","11573","27765","47555","17419","9010","22954","38543","1566","2005","27071","17062","14432"
"Nov 12, 2019","68066","12824","27944","46010","16166","9196","23920","38272","1534","881","25173","18195","15320"
"Nov 05, 2019","67855","14048","28201","44496","16466","9275","23152","36276","1953","846","23647","19395","16993"
"Oct 29, 2019","65712","14334","26818","41733","15489","9532","23292","33341","1959","846","22501","19851","15701"
"Oct 22, 2019","61619","13051","24386","38340","15686","9660","20979","29949","1730","846","21386","18564","14840"
"Oct 15, 2019","64763","13534","26300","42234","14902","8706","23272","32972","1693","1242","23025","19097","13943"
"Oct 08, 2019","64837","15252","26299","39953","14721","8872","23057","30544","1708","1162","21918","20533","14794"
"Oct 01, 2019","65484","18245","29780","39214","12415","7378","22642","30024","1383","1098","24359","23390","13789"
"Sep 24, 2019","56934","14279","24831","33692","12220","8810","19730","24837","1277","1357","21535","19829","11699"
"Sep 17, 2019","52487","15125","19681","27630","11845","9134","20363","19026","1404","1349","18819","20498","8879"
"Sep 10, 2019","64165","16087","18979","37162","21766","10031","22535","23965","6496","1917","15998","18867","9092"
"Sep 03, 2019","60867","16362","22201","32632","15273","10080","21600","24462","7105","2531","16321","19617","11277"
"Aug 27, 2019","55251","14235","18035","30589","16129","9716","20376","22089","8108","3551","12800","16754","11008"
"Aug 20, 2019","54941","7925","19042","36556","16671","10376","19144","21946","10116","4419","10806","15858","12721"
"Aug 13, 2019","54267","7760","20712","35215","14304","11248","19207","22327","7757","2756","12111","15867","13276"
"Aug 06, 2019","56716","8395","24826","36767","11303","11176","20209","24026","3330","2446","14693","16726","16235"
"Jul 30, 2019","57805","10821","25309","38203","13562","8402","18555","24323","2138","1457","18529","20382","15535"
"Jul 23, 2019","53369","6886","20079","35663","13207","10460","19723","22401","3991","1537","13941","16480","13336"
"Jul 16, 2019","52203","5962","17694","36387","13998","9512","20169","23273","4866","984","13080","15586","11353"
"Jul 09, 2019","51844","7149","17577","34248","14075","10084","19829","20940","4085","1452","13702","16314","11287"
"Jul 02, 2019","50766","5672","16414","34647","14002","10053","19956","21295","4072","1592","11531","14757","12251"
"Jun 25, 2019","55740","7030","23511","38214","12807","10478","19404","24170","2637","2399","13532","16022","17609"
"Jun 18, 2019","58961","6317","21801","44573","15735","7995","21349","30498","1333","2445","18257","15303","14751"
"Jun 11, 2019","72177","4466","29254","58479","20124","8908","22475","40196","3230","1533","15586","14256","23045"
"Jun 04, 2019","82843","4541","40606","67217","17067","10110","24195","54347","3769","1404","23966","14301","27669"
"May 28, 2019","85660","4644","39319","72170","18550","8459","27404","59713","2412","985","28075","14612","25281"
"May 21, 2019","88283","5270","42765","74340","19136","8672","26381","62005","2588","985","30291","15124","26944"
"May 14, 2019","93782","7646","47656","77574","20243","8540","25861","65664","2829","1560","32043","16506","31598"
"May 07, 2019","101595","12383","51962","80550","21237","8662","28396","68337","2875","1698","32441","21385","36431"
"Apr 30, 2019","102722","14239","53985","79909","18581","8574","30156","67968","2729","1698","31122","22986","37267"
"Apr 23, 2019","94115","9639","47175","77136","18088","6953","28465","64528","2673","1794","29446","18817","31556"
"Apr 16, 2019","81940","6571","39155","67715","15537","7069","26663","54804","2578","2512","25707","15629","24823"
"Apr 09, 2019","74157","7285","35431","59236","14138","7342","24294","46141","2535","1989","24083","16922","21239"
"Apr 02, 2019","73617","7280","33546","57995","15198","8121","24652","45507","2435","1466","24034","16427","20157"
"Mar 26, 2019","72539","5759","33054","57803","16541","8918","22885","45027","2569","3007","25263","13875","19867"
"Mar 19, 2019","75896","7626","34815","60459","17776","7786","23280","46903","2708","3370","27295","15457","19754"
"Mar 12, 2019","85572","12174","35479","61681","20112","9313","27577","46358","2163","2410","27025","18664","19501"
"Mar 05, 2019","79621","11993","36097","59065","17288","8170","25843","47437","2475","1659","27537","19485","20415"
"Feb 26, 2019","75277","8777","34126","57694","17484","8505","23366","46111","2628","1725","26684","16513","19695"
"Feb 19, 2019","74612","9497","32847","56066","17612","8694","23798","45647","3122","1477","24872","16775","20320"
"Feb 12, 2019","72014","10246","30926","52529","16706","8540","23683","42244","3003","1337","22540","17302","19278"
"Feb 05, 2019","68402","9664","27778","49920","19115","8289","20980","40539","7596","1386","20506","16425","16638"
"Jan 29, 2019","65004","6826","24906","48501","19155","8661","19927","39342","8995","1438","17357","13358","14876"
"Jan 22, 2019","63095","6091","22493","48181","19769","8263","20273","39318","10670","1258","15391","12569","13576"
"Jan 15, 2019","62523","5870","21164","48256","22321","7724","18365","39666","13259","1267","12462","12231","15325"
"Jan 08, 2019","67100","5724","28910","52482","17281","8337","20352","44562","8059","1535","12744","11062","22466"
"Dec 31, 2018","67730","5931","31461","53702","14972","7239","20439","45123","2045","1555","16232","11982","23573"
"Dec 24, 2018","70711","6830","30159","54719","17359","8048","22079","45282","2465","1921","17509","12781","22582"
"Dec 18, 2018","70943","8437","31363","53399","16287","7855","22041","43745","2152","1198","17349","16050","23294"
"Dec 11, 2018","81518","16858","35125","54766","20558","7890","23831","45445","1592","1305","17488","19037","25685"
"Dec 04, 2018","79008","17913","37708","53007","15838","7499","24873","48176","1739","1302","17141","20460","29052"
"Nov 27, 2018","78973","16871","37939","54277","15301","7517","25425","48549","1769","1295","15900","20254","30058"
"Nov 20, 2018","81100","17418","37043","53728","16206","8299","26196","47532","2607","1394","15797","20810","29580"
"Nov 13, 2018","77629","15841","34443","53439","14946","7938","27829","46732","2701","2069","15561","19600","25978"
"Nov 06, 2018","77205","16747","36695","53543","12849","6787","27533","46691","2081","1783","14573","21008","27901"
"Oct 30, 2018","75835","18851","33373","47914","13062","8346","28676","41467","1729","1737","12132","22410","26999"
"Oct 23, 2018","69685","13213","30318","47971","12363","7659","26162","40793","2292","1169","11220","18071","25140"
"Oct 16, 2018","64635","13505","30029","42317","11366","7978","22405","34941","2196","1169","10466","18561","25697"
"Oct 09, 2018","61862","14990","27793","37435","9720","8852","23764","30044","2536","1169","8323","20046","23968"
"Oct 02, 2018","54650","11848","25250","33202","10106","9517","19211","25634","3760","1169","5494","17069","24266"
"Sep 25, 2018","53927","10394","26477","31833","10310","11635","17075","24287","3288","1169","7121","13327","24341"
"Sep 18, 2018","54251","9875","28313","33182","9058","11067","16753","25806","1574","1169","8806","12172","24787"
"Sep 11, 2018","79879","7676","43026","58438","12803","9734","20019","46838","4131","1175","8786","13930","38507"
"Sep 04, 2018","80733","7973","48367","63450","13358","8948","18646","52599","2555","1175","13491","14809","42211"
"Aug 28, 2018","85366","5884","50628","71142","12923","8156","21631","61731","2424","1175","16667","12618","42330"
"Aug 21, 2018","90905","6302","53520","75483","13305","8404","23364","67733","2308","1118","19443","11983","42951"
"Aug 14, 2018","90768","5424","51273","78697","12922","6173","26099","71998","1987","1119","18853","9970","41149"
"Aug 07, 2018","90930","5728","51836","79109","13001","6071","26071","71893","2232","1147","18107","10854","42383"
"Jul 31, 2018","91099","6190","50612","78148","13275","6582","27033","70748","2595","1116","17796","11571","41421"
"Jul 24, 2018","91838","4764","50572","80485","13393","6212","27496","72499","2720","1159","17349","10612","41757"
"Jul 17, 2018","91952","7320","49463","78160","13077","6295","29235","72813","2717","1189","17148","10633","40670"
"Jul 10, 2018","89910","8308","48429","74848","13160","6538","28105","69491","2842","1088","17058","11786","39689"
"Jul 03, 2018","91196","9599","50093","74477","12586","6253","27650","69076","2408","1087","18340","13092","39901"
"Jun 26, 2018","92933","13242","51273","73223","12694","5598","28096","66998","2337","1990","19368","16711","40287"
"Jun 19, 2018","93601","18837","50794","68626","13498","5225","28396","62311","2432","1577","19646","22794","40239"
"Jun 12, 2018","101245","13020","50265","76863","15519","5425","29524","73906","1663","2118","18392","9060","39736"
"Jun 05, 2018","100867","16349","55565","77895","15444","6147","29382","74937","1607","2118","20006","12467","43480"
"May 29, 2018","107190","19744","63175","76356","15442","10560","28043","73380","1422","2118","19972","15790","51266"
"May 22, 2018","104258","25386","62697","72059","12051","6163","28860","71555","1785","1774","20796","23097","50003"
"May 15, 2018","103691","25724","62117","71193","10894","6386","30292","70430","1360","1799","20136","23903","49585"
"May 08, 2018","97900","25690","58292","65952","9980","6186","29556","63799","1335","2642","19297","24390","45684"
"May 01, 2018","84228","28810","48266","49169","9429","6192","26476","47825","1322","1136","16689","28196","37668"
"Apr 24, 2018","71004","29376","39601","35272","8090","6322","23279","33592","1233","1136","10626","28942","33660"
"Apr 17, 2018","59012","24967","35488","25476","5390","8545","18110","22683","1261","1121","7639","25724","29869"
"Apr 10, 2018","51144","18370","29114","23614","5430","8680","16120","20020","1310","1121","7301","19966","23862"
"Apr 03, 2018","48734","17908","27819","19921","5175","10744","15579","15683","1145","2133","6645","19076","22593"
"Mar 27, 2018","44649","15992","25437","16657","3961","11835","15086","11782","429","2179","5627","17736","21196"
"Mar 20, 2018","44305","17431","25677","15432","4555","11297","13928","10360","428","2086","5453","19564","22360"
"Mar 13, 2018","63221","17190","23762","29229","22008","13984","14633","26462","16526","2257","4758","14799","20447"
"Mar 06, 2018","62349","17945","26422","28810","21514","14341","13160","27090","17479","3776","4726","14579","23283"
"Feb 27, 2018","69018","15888","31887","38838","22705","12994","13128","23769","18678","4965","4799","24442","28477"
"Feb 20, 2018","69137","17063","32851","37672","22105","13169","12948","23746","18285","5165","5235","24663","29187"
"Feb 13, 2018","74651","17763","37688","41948","23165","13850","12708","28273","18891","4505","5233","25748","34248"
"Feb 06, 2018","73968","16898","37139","41714","23389","14531","12615","28240","18667","4560","6098","24833","33488"
"Jan 30, 2018","72587","16673","37000","42343","20056","12338","14298","29085","14868","3623","5963","25229","33850"
"Jan 23, 2018","71767","14245","36360","46091","17342","10536","17170","36205","10262","1317","6361","21691","34660"
"Jan 16, 2018","70214","14233","35339","47265","14771","8677","20065","38287","6681","628","6244","21393","34699"
"Jan 09, 2018","77070","18523","40445","47371","12052","7077","20474","38695","4046","603","6322","25503","39794"
"Jan 02, 2018","75662","24984","41216","42192","12065","7935","21830","33541","3936","664","7146","31882","39868"
"Dec 26, 2017","81655","31959","45861","43002","13033","6544","22611","33904","3777","621","8240","39301","44046"
"Dec 19, 2017","78872","29875","47270","42497","9187","6243","22158","33310","3541","621","9547","37724","40972"
"Dec 12, 2017","95115","19349","48114","66285","19383","5873","24010","50106","6014","1042","8854","24830","41293"
"Dec 05, 2017","80778","17891","47458","55496","9737","6296","22488","44231","5272","1042","7507","27491","42113"
"Nov 28, 2017","79544","17581","47765","55140","7692","6077","23341","44443","4061","1007","6878","27144","42711"
"Nov 21, 2017","82906","20821","50561","55040","7173","6160","24287","44834","3622","1007","8348","29859","43923"
"Nov 14, 2017","81661","19470","47453","54318","7007","6724","26052","43763","3347","586","7578","28827","41855"
"Nov 07, 2017","79116","19568","44678","51975","7403","6540","26002","42012","3281","586","7095","28945","40025"
"Oct 31, 2017","74717","21001","41672","44962","7142","7497","24646","35458","3307","576","6712","29929","37115"
"Oct 24, 2017","63892","22539","34136","32145","6888","7974","21634","22151","3609","576","5115","31881","30544"
"Oct 17, 2017","55168","22174","27105","24390","7105","7722","20076","14198","3641","576","4257","31790","24632"
"Oct 10, 2017","49039","18211","22473","21075","5744","8734","19803","10760","3583","576","2987","27950","19967"
"Oct 03, 2017","44571","17614","20907","17459","5938","8245","16473","7375","3030","576","3568","27050","17559"
"Sep 26, 2017","39765","14926","16788","13773","6109","9794","15596","3133","3261","1276","3585","24271","13449"
"Sep 19, 2017","35451","13387","14956","10329","5775","10756","13741","0","3704","1699","3567","21997","11435"
"Sep 12, 2017","44076","13556","14870","16870","11662","11399","15293","6261","8159","3144","2957","20268","11765"
"Sep 05, 2017","42019","11892","14063","16668","10961","11888","15424","6566","7481","2938","3252","18744","11223"
"Aug 29, 2017","42067","13209","14987","14268","10565","12775","14700","5260","7446","3787","3577","18409","11789"
"Aug 22, 2017","40420","12168","14155","15046","10308","11481","14232","5654","7186","3192","3490","18317","11124"
"Aug 15, 2017","39380","12556","13737","13965","9593","11605","14796","4955","6846","2781","3394","18673","10132"
"Aug 08, 2017","43122","15268","16670","14459","11011","12186","14232","4424","9042","3497","3187","21726","12948"
"Aug 01, 2017","39812","13536","12096","11123","12667","13982","13878","1829","10368","3571","3001","19157","9328"
"Jul 25, 2017","45005","14893","16443","11578","13861","17619","13786","2880","12014","5027","2987","18497","13676"
"Jul 18, 2017","43183","13832","17499","12254","11043","16168","13712","3704","9237","4496","2987","17751","14623"
"Jul 11, 2017","37943","10359","10151","10886","11336","15543","15301","3329","9532","2607","2935","15284","7435"
"Jul 03, 2017","38491","10928","11041","9200","11705","17624","15006","1937","9729","2544","2940","15628","8498"
"Jun 27, 2017","37364","11218","15887","10347","7128","14823","13373","2547","4904","1872","2950","17146","13601"
"Jun 20, 2017","35051","11275","14257","9507","7052","13017","12490","2119","4831","1853","3003","16784","11928"
"Jun 13, 2017","55138","8518","22978","31071","16355","14339","14595","12567","10914","3031","2880","14084","20535"
"Jun 06, 2017","51728","6752","23307","29817","14004","14229","13487","13818","10377","3156","3199","12193","21237"
"May 30, 2017","54403","8735","27247","30702","12595","14215","13810","16207","10156","3101","3227","13505","24759"
"May 23, 2017","51178","6118","25903","30893","11085","12882","12905","16273","8666","2591","3223","11398","23255"
"May 16, 2017","48928","3946","25108","35259","4950","8662","17809","19869","1865","1848","3375","10577","22991"
"May 09, 2017","48410","8480","23676","31233","4914","7707","18830","16393","2778","2304","2844","14485","21192"
"May 02, 2017","43343","4448","22156","29286","3073","8745","17250","16579","1299","2304","2562","8462","19683"
"Apr 25, 2017","46882","7654","24971","29763","3816","9307","17937","20288","929","2304","2227","8488","23950"
"Apr 18, 2017","48435","10830","24632","29205","3981","8236","19658","24015","450","2239","4318","7989","22527"
"Apr 11, 2017","46768","13107","23235","26120","3962","7302","19332","22068","460","2239","3603","9263","21892"
"Apr 04, 2017","39010","5694","19519","25348","3731","7804","15596","15795","809","2239","2228","7210","18944"
"Mar 28, 2017","42124","6886","23278","24109","4306","10620","14031","13717","3476","2771","1818","9004","21347"
"Mar 21, 2017","42613","9089","21068","24622","3265","7736","17114","17460","0","1978","1787","8861","21978"
"Mar 14, 2017","45623","12950","21947","25176","3608","6810","19381","14965","413","1978","3438","15551","21666"
"Mar 07, 2017","56508","12718","22734","35362","12607","7334","20073","31579","8422","1714","4521","13799","21410"
"Feb 28, 2017","46601","3569","15383","34027","13521","8401","17093","27881","10022","1714","2921","7741","15701"
"Feb 21, 2017","48398","6945","15881","32972","14634","7908","17310","27445","13259","1704","1504","10691","15675"
"Feb 14, 2017","47482","6608","18092","32860","13288","7540","15628","27422","13479","1695","1504","10245","16291"
"Feb 07, 2017","48883","7059","21680","32722","12459","8382","14024","27406","13373","2117","1956","9675","18707"
"Jan 31, 2017","49558","6812","23952","32754","9049","9362","15927","27462","9964","2095","2019","9194","20923"
"Jan 24, 2017","45493","6198","19842","32558","6638","6347","18623","27594","2470","2088","2028","8942","21850"
"Jan 17, 2017","45713","7166","20849","32142","5929","6064","18594","29420","1542","2088","1929","7656","23163"
"Jan 10, 2017","50253","10012","24258","33835","4727","5976","20838","34207","546","2088","2589","7471","25769"
"Jan 03, 2017","53455","11813","25252","34662","5127","6681","22777","35798","1058","1778","4043","8840","25219"
"Dec 27, 2016","54605","14303","24394","34388","5123","5644","24818","35936","1105","1735","4477","10996","23911"
"Dec 20, 2016","55185","33476","26366","16028","4665","5348","23821","12226","1105","1735","4673","35534","25244"
"Dec 13, 2016","64633","5600","30888","47486","4306","6150","24042","43639","787","1499","3938","6903","29895"
"Dec 06, 2016","65455","9859","35256","47911","3923","7028","25619","44644","337","1606","3645","10048","34171"
"Nov 29, 2016","67062","13027","37361","47715","3384","5960","25957","46583","0","1606","3664","12111","37054"
"Nov 22, 2016","60191","9515","32415","45018","3111","5297","24304","42220","0","1606","3263","10253","32235"
"Nov 15, 2016","54533","7005","29199","39568","3047","7496","21823","36119","1398","1606","1479","8378","29356"
"Nov 08, 2016","53632","6806","30097","37686","4783","8722","18334","34355","3304","2027","885","8098","30679"
"Nov 01, 2016","59698","12744","32714","41171","3614","5513","23100","41245","471","1935","1050","10577","34649"
"Oct 25, 2016","67211","18828","37528","42544","3534","5594","25904","45580","466","1477","2600","14153","37834"
"Oct 18, 2016","63226","18329","34706","37139","3449","6659","23972","39897","442","1477","2686","13937","34870"
"Oct 11, 2016","55747","20146","29554","28955","2857","6396","23086","33430","0","1483","2706","14032","29549"
"Oct 04, 2016","46330","19293","22229","20439","2045","6340","21798","22528","1542","1521","1288","15570","21331"
"Sep 27, 2016","38969","12803","18759","18847","3243","6778","16426","21475","596","2289","1288","7800","20032"
"Sep 20, 2016","40838","27281","18868","7754","3375","5398","18190","10132","774","1511","1739","23306","19644"
"Sep 13, 2016","44748","20853","19505","14236","3872","6954","18666","23245","1649","1524","1239","9511","19680"
"Sep 06, 2016","45795","22819","21368","14392","5613","7930","18160","23874","2590","1524","1781","11306","22103"
"Aug 30, 2016","42294","24557","16349","10348","5626","6934","19864","19773","3252","1528","1848","13145","16416"
"Aug 23, 2016","39554","20921","19036","7379","6328","10819","13755","16547","3842","2260","1245","9002","19786"
"Aug 16, 2016","42786","19996","21541","13157","4640","8662","15634","22825","2121","2417","1158","7422","22413"
"Aug 09, 2016","43405","20426","20319","14971","4026","7132","18184","24254","1494","1904","2109","8719","20222"
"Aug 02, 2016","44853","21216","22931","15290","4672","7514","16417","25349","1379","1879","1146","8797","24597"
"Jul 26, 2016","51507","26807","25861","17768","3880","6294","21128","27665","1330","1873","2218","14198","25765"
"Jul 19, 2016","41766","23191","18504","11659","3928","6286","18704","21991","1415","1843","2210","10593","18384"
"Jul 12, 2016","39010","23330","16612","9149","4119","5918","17666","19549","1610","1986","1959","10534","16752"
"Jul 05, 2016","34796","22474","13796","5794","5166","5900","15206","15945","2759","1940","1694","10237","14363"
"Jun 28, 2016","35507","22905","12038","5824","7465","6158","15384","16169","5147","1884","1695","10534","12519"
"Jun 21, 2016","38535","24016","17635","5635","4852","8263","15427","16012","2584","2287","1268","11203","18486"
"Jun 14, 2016","43110","28492","21362","6722","4691","7253","16414","16990","1969","1836","2210","16234","21720"
"Jun 07, 2016","62626","21644","31289","30780","8635","7748","20248","32347","2569","977","3189","15871","31931"
"May 31, 2016","57175","24291","24162","25286","11466","6951","20900","28424","1742","977","3248","18311","30203"
"May 24, 2016","52142","24884","20930","20695","9197","5931","21383","24367","4680","977","2773","18727","22051"
"May 17, 2016","44754","22463","18316","13948","9508","7687","16274","17842","7666","1443","2717","16123","17312"
"May 10, 2016","42701","22674","15757","10744","11722","8627","14566","14275","9180","1919","3208","16327","14964"
"May 03, 2016","41656","21297","14468","8250","13120","11445","13404","11798","10500","1390","3444","14938","13053"
"Apr 26, 2016","42860","23990","14725","8314","12978","10159","14760","12477","10179","1395","3506","17542","12968"
"Apr 19, 2016","43212","19859","10449","8973","19000","13985","13368","12795","16329","1404","3177","13880","9390"
"Apr 12, 2016","39757","17478","9240","8806","16943","13012","13113","12394","14346","1450","2836","10947","8448"
"Apr 05, 2016","36411","16564","10915","8211","10288","11215","14787","12276","7761","1443","2268","10885","10603"
"Mar 29, 2016","35601","17932","13285","8154","5003","8764","16562","12496","2213","1236","2995","12246","12572"
"Mar 22, 2016","37656","19391","15205","9389","4368","8153","17360","13957","1731","1218","2905","13587","14519"
"Mar 15, 2016","40250","22619","17357","10398","3582","6794","18872","14377","1438","1218","2920","17408","16167"
"Mar 08, 2016","49744","19735","19864","17970","4450","7948","21339","26036","2098","807","2244","10705","19415"
"Mar 01, 2016","47634","19723","21230","19833","5332","6653","19647","27413","1733","807","2177","10691","21607"
"Feb 23, 2016","47838","20213","22534","18730","4856","7302","18855","27614","2255","807","2238","10404","22379"
"Feb 16, 2016","48564","20141","24507","17429","5371","9573","17265","25670","2645","1236","2225","10417","24361"
"Feb 09, 2016","52701","20356","27624","22718","4872","8190","18768","31078","2340","1236","2237","10695","27454"
"Feb 02, 2016","59370","25970","30665","27215","4259","6040","24301","35339","2005","1236","2247","16424","30519"
"Jan 26, 2016","55694","24932","29435","24900","2726","5689","23360","32890","450","1236","2230","15531","29301"
"Jan 19, 2016","49290","25191","24285","18208","3405","5718","21427","26337","1144","1236","2680","15670","23660"
"Jan 12, 2016","46428","24484","21160","15989","3106","5779","21986","23859","760","1236","2052","15156","21232"
"Jan 05, 2016","50276","26419","22799","18611","3533","5073","23771","26607","886","1236","2068","17168","23359"
"Dec 29, 2015","49114","26836","23272","17028","5091","5090","20591","24826","2431","1236","2066","17784","23848"
"Dec 22, 2015","50265","27646","24894","16989","5186","5472","20027","24813","2443","1236","2060","18558","25549"
"Dec 15, 2015","52468","29710","27759","16596","4812","5976","19711","20952","2045","1236","2524","24090","27974"
"Dec 08, 2015","77258","11538","37078","52361","9108","5937","23650","49680","1413","816","2236","8507","37641"
"Dec 01, 2015","78546","18313","43102","53419","5672","6471","29429","55049","2124","816","2239","15166","43298"
"Nov 24, 2015","72945","18314","40523","48161","5456","6306","26802","48840","1948","816","2108","16122","40825"
"Nov 17, 2015","67119","19014","34343","40195","5183","7153","26836","41394","1890","816","1677","16449","35409"
"Nov 10, 2015","60031","18945","28255","33180","5297","7176","25749","34366","2098","816","1709","16489","29291"
"Nov 03, 2015","51953","17792","24827","27322","4874","6595","22008","26686","1757","816","2185","15235","25310"
"Oct 27, 2015","38453","13947","12448","16771","4359","7551","21462","18080","1725","816","2212","10757","12450"
"Oct 20, 2015","35628","11997","11372","14529","7794","8963","16323","16306","4886","816","1690","8783","11969"
"Oct 13, 2015","34934","10863","13215","15719","3768","8214","17813","17993","968","816","1671","7220","13791"
"Oct 06, 2015","38826","12406","16376","18469","3310","7822","19011","20863","919","816","1365","8678","16884"
"Sep 29, 2015","38229","13266","15981","17634","3459","7191","18651","20089","990","816","1449","9483","16489"
"Sep 22, 2015","36981","13722","15598","15873","3973","7260","17284","18549","1481","729","1457","9790","16106"
"Sep 15, 2015","37846","19039","15257","11602","3994","7064","18454","13899","1558","1147","1457","15124","15765"
"Sep 08, 2015","40937","5585","12481","24350","5950","7824","19328","19108","2169","1265","1485","5466","12649"
"Sep 01, 2015","36203","5442","13945","22579","5155","7549","16470","18204","2176","1265","1492","5275","13977"
"Aug 25, 2015","37901","4889","17486","24346","3551","8409","16607","20896","1353","1685","2029","4450","17373"
"Aug 18, 2015","43588","8183","18051","28373","2235","6902","23172","25053","969","1685","1581","7174","17528"
"Aug 11, 2015","43677","9668","16680","26623","2835","7263","24039","23257","878","1685","2232","8647","16217"
"Aug 04, 2015","37399","11364","12830","19362","4633","6565","19828","16217","2243","1787","2624","10354","12397"
"Jul 28, 2015","32365","9761","9637","15142","4105","7354","18515","11644","1707","1783","2184","8773","9637"
"Jul 21, 2015","28424","9881","6464","10249","4199","8188","17655","7745","2050","1783","1902","8690","6464"
"Jul 14, 2015","22390","6498","3417","6228","4923","9558","13944","4755","2749","1783","1902","5325","3417"
"Jul 07, 2015","23740","9225","3104","5375","5206","9139","15429","4762","3223","1778","1959","8036","3104"
"Jun 30, 2015","21472","9559","2704","2923","6424","8985","12339","2447","4825","1587","1575","8424","2704"
"Jun 23, 2015","21869","9910","2838","2592","5940","9361","13085","2363","4419","1144","1500","8974","2838"
"Jun 16, 2015","19852","8858","3500","2587","4096","8390","12239","2411","2333","1144","1750","7877","3500"
"Jun 09, 2015","33813","13515","3386","11005","16890","8864","13108","10222","11238","1144","1806","8908","3386"
"Jun 02, 2015","32449","12514","4155","10247","15120","9412","12898","12456","12171","1144","1807","8307","4443"
"May 26, 2015","30432","11202","2872","9699","15980","9330","11379","12293","13319","1144","1800","6938","3207"
"May 19, 2015","31796","12114","2709","8904","17299","10627","11637","11529","14717","1116","1720","7850","3048"
"May 12, 2015","33465","14778","4228","8914","16319","9699","12844","11631","13771","1116","1720","10467","4578"
"May 05, 2015","34449","14174","8843","12091","11680","8089","13831","15052","9346","1116","1709","9468","9239"
"Apr 28, 2015","31585","11144","9809","13114","7268","7044","14225","16000","5026","1116","1728","6877","10058"
"Apr 21, 2015","31727","11105","10770","13105","6074","7173","14539","15997","3338","1116","1678","6829","11560"
"Apr 14, 2015","33935","12240","12070","14628","4733","6795","16860","17600","2237","1600","1656","7438","12680"
"Apr 07, 2015","33245","12746","12626","13347","4548","6915","15834","16327","2066","1600","1706","7957","13193"
"Mar 31, 2015","34149","13679","12973","14653","4497","5572","16434","17588","2675","1600","1724","8989","12916"
"Mar 24, 2015","36296","12604","16559","17177","4275","6249","15196","19224","2552","1600","1726","8905","16104"
"Mar 17, 2015","38889","18129","15894","14236","5267","6223","17427","15457","3445","1616","1815","15243","15452"
