Commitments of Traders Historical Report for "CHF"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Mar 10, 2015","52384","7217","15597","31491","11079","6760","18792","27685","5894","1611","1815","8861","16655"
"Mar 03, 2015","40861","7027","13089","25697","9979","6871","16527","21731","5750","1116","2586","9670","13589"
"Feb 24, 2015","34765","5228","10313","20958","8977","8192","15088","17615","4375","1136","2133","7355","11787"
"Feb 17, 2015","34204","4740","10784","20189","10174","9218","13189","16714","5097","1712","2512","6423","12350"
"Feb 10, 2015","34459","5771","11257","19642","10611","9024","12569","16411","5300","1746","2562","7199","12975"
"Feb 03, 2015","38421","8383","13733","20719","11059","9293","13603","16162","5248","2176","2666","10717","15776"
"Jan 27, 2015","42956","8841","16214","24899","12657","8792","13661","20398","5878","2287","2220","10923","19005"
"Jan 20, 2015","47236","8226","18035","30244","12644","8379","16170","25986","5686","2266","2310","10087","21055"
"Jan 13, 2015","66272","4922","31366","54425","8634","6264","25611","49575","2554","1389","4705","6561","30172"
"Jan 06, 2015","64427","5547","29718","51643","9336","6766","24902","46759","2434","1409","4682","7745","28910"
"Dec 30, 2014","57951","8851","25396","42515","8703","6342","23609","37581","2504","1409","4429","11060","24121"
"Dec 23, 2014","55021","6514","23360","40998","8855","7304","22601","34392","2560","1287","4435","10551","21749"
"Dec 16, 2014","51377","18905","22560","25520","7349","6625","21141","20072","2509","1287","4495","21980","21416"
"Dec 09, 2014","78496","8971","31068","45151","9222","8318","22150","40920","3836","1287","3667","9719","30748"
"Dec 02, 2014","63659","8628","31550","45415","8245","8175","22423","40639","3067","1662","3657","8837","31006"
"Nov 25, 2014","61037","8153","31577","45081","7970","7136","20823","40654","3061","1662","3511","8369","31263"
"Nov 18, 2014","60718","9142","31258","45159","7872","6105","21276","41168","3347","1662","3538","9551","30828"
"Nov 11, 2014","61280","8752","31427","45768","7619","6553","22027","42407","3481","1220","3210","9457","31422"
"Nov 04, 2014","59699","7844","28065","45588","7649","5791","23509","42095","3589","1213","3240","8992","28256"
"Oct 28, 2014","57006","6887","27170","44068","7765","5888","21908","40831","3447","1213","3396","7673","27357"
"Oct 21, 2014","55550","7643","25505","42884","7906","4860","21976","39675","3649","1205","3387","8496","25727"
"Oct 14, 2014","60968","11113","28666","44609","8093","5083","24046","41370","3812","1199","3430","12054","28921"
"Oct 07, 2014","60516","15509","27928","39090","7768","5754","24657","35977","3555","1199","3331","16308","28198"
"Sep 30, 2014","57223","11998","24555","38280","7116","6732","25339","35129","3032","610","3277","13490","24816"
"Sep 23, 2014","52124","8354","21729","36421","5124","7208","25130","33320","2401","1053","3008","9774","21319"
"Sep 16, 2014","54929","12889","24285","35673","4316","6248","26209","31946","1869","1654","2903","13819","23725"
"Sep 09, 2014","77317","9856","23681","41202","8167","7545","26755","34804","3192","1654","2849","11934","23709"
"Sep 02, 2014","60436","9166","22333","38263","5990","7679","26785","33012","1984","1599","2808","11109","22415"
"Aug 26, 2014","53761","7466","20505","35562","5386","6206","23343","30591","1628","1599","2747","9435","20706"
"Aug 19, 2014","50414","6174","21666","36878","5125","6809","23070","31958","1680","1599","2720","8483","21992"
"Aug 12, 2014","51981","5247","22606","39566","4835","6961","24333","34216","1457","1599","2287","7940","23252"
"Aug 05, 2014","57238","9247","28100","39902","4700","7820","24169","34956","1605","1599","2268","11792","28738"
"Jul 29, 2014","44022","8665","20429","25614","2740","9463","20573","20678","39","1559","2192","11007","20516"
"Jul 22, 2014","38359","9642","17022","18077","2627","10470","18540","15132","57","1559","2203","10048","17022"
"Jul 15, 2014","35007","8799","15061","13958","3204","11565","16057","12027","992","900","2189","9194","15061"
"Jul 08, 2014","35053","9136","15949","13932","4105","11785","14799","12000","1770","900","2189","9446","15986"
"Jul 01, 2014","35221","9731","16991","13819","3984","11424","13999","11949","1517","900","2139","10010","17241"
"Jun 24, 2014","33599","9069","14441","13805","5200","10517","13750","11790","2902","900","2139","9532","14561"
"Jun 17, 2014","32259","15296","11776","7094","4573","9695","15736","5020","2190","900","2139","15801","11964"
"Jun 10, 2014","52445","9615","12645","25999","18004","11758","16723","23525","8754","900","2139","9751","17180"
"Jun 03, 2014","48936","11907","13919","24598","18195","11370","15761","22555","9359","900","2229","11962","18503"
"May 27, 2014","48284","11559","15431","21373","16715","14510","15296","19998","8387","900","2229","11345","19926"
"May 20, 2014","48803","17387","12368","15370","21857","15157","13689","14344","8475","900","2229","16837","21986"
"May 13, 2014","45282","16951","10145","10710","22139","16817","12194","9217","8862","900","2229","16395","19811"
"May 06, 2014","55538","25102","11918","6656","31717","23131","11254","5554","20443","900","2013","24489","19454"
"Apr 29, 2014","47424","21960","8257","7475","26954","17239","11463","6343","16457","900","2013","21359","15347"
"Apr 22, 2014","46888","21732","7709","7641","26530","17216","12350","6582","16006","900","2013","21119","14967"
"Apr 15, 2014","48976","23905","9839","7694","27144","17045","11661","6634","16371","900","2239","23292","17389"
"Apr 08, 2014","44752","19275","7940","10053","23273","15101","13216","9073","14406","934","2013","18662","13847"
"Apr 01, 2014","47228","24800","10569","4177","24159","17992","12241","3138","15919","934","1965","24168","16128"
"Mar 25, 2014","47353","25037","10218","1720","24702","20149","11986","660","16703","934","1965","24405","15594"
"Mar 18, 2014","49391","25311","10195","1945","27495","21853","11419","813","19941","934","1965","24679","15586"
"Mar 11, 2014","66889","23097","14140","15139","33085","21925","12936","7994","30679","934","1965","26467","12221"
"Mar 04, 2014","60532","21818","19650","17963","28806","20320","11645","10467","26861","934","1965","25244","18910"
"Feb 25, 2014","55157","19396","19038","16775","23057","18660","12736","9439","21796","900","1180","23066","16611"
"Feb 18, 2014","51003","14188","17016","16792","21049","19726","12641","9780","18983","900","1149","18298","15239"
"Feb 11, 2014","42433","12166","11611","15062","16992","14876","13501","8719","15634","900","1149","16363","10581"
"Feb 04, 2014","41918","13236","11016","15877","16646","12450","13901","8461","15487","900","1243","17346","9451"
"Jan 28, 2014","40869","11389","11830","14650","15966","14417","12660","7492","14413","900","1243","15499","9920"
"Jan 21, 2014","42110","11645","13566","18090","13906","12062","14325","10887","12918","900","1231","16295","9472"
"Jan 14, 2014","42791","12601","15542","14541","14149","15340","12791","6950","13735","900","1231","16851","11175"
"Jan 07, 2014","42087","18813","14086","6002","14831","16967","12865","3622","14723","900","1231","18181","8734"
"Dec 31, 2013","51139","26507","15618","4524","22231","19767","12949","3304","22087","900","1231","25875","9919"
"Dec 24, 2013","51131","26537","14617","4062","23100","19882","12764","2156","23037","900","1266","25485","9951"
"Dec 17, 2013","47367","25292","13337","1183","21454","20561","12245","449","21563","900","1316","24216","7305"
"Dec 10, 2013","64506","22213","10215","18681","38844","19994","11829","11631","30833","900","1266","20876","5407"
"Dec 03, 2013","45862","14489","7942","14330","26932","16162","10107","16283","24595","0","1266","10706","4476"
"Nov 26, 2013","42421","13012","8360","14730","23318","13723","9787","18097","21926","0","1706","9028","4290"
"Nov 19, 2013","41770","13098","9429","14489","21384","13164","9938","17958","20359","0","1706","8854","5271"
"Nov 12, 2013","44399","14122","10933","15876","23288","13387","9164","18870","21837","0","1751","9826","6687"
"Nov 05, 2013","52752","20479","12384","12553","32366","19311","7593","12740","25042","0","1768","19482","11893"
"Oct 29, 2013","54705","22727","11276","8884","34836","22649","8148","9326","27937","0","1768","21700","10689"
"Oct 22, 2013","52402","22175","11244","8641","32710","21209","8071","8965","25131","0","1768","21040","10729"
"Oct 15, 2013","50287","21757","10990","7476","30740","20620","8123","7330","23896","0","1849","20685","10533"
"Oct 08, 2013","51017","20313","9898","5948","32315","24457","8505","6071","26467","0","1849","19330","10996"
"Oct 01, 2013","45298","17898","11262","5573","25005","21520","8724","5221","21691","0","2089","17297","9766"
"Sep 24, 2013","39512","15129","9384","5424","21112","18682","8739","5077","17838","0","2486","15111","7559"
"Sep 17, 2013","29094","9992","9376","8705","8613","10123","10831","8479","6987","0","2360","10218","6526"
"Sep 10, 2013","38760","10598","10178","16201","14261","11202","13562","12104","12629","0","2380","14216","7330"
"Sep 03, 2013","40091","10809","9750","16088","19083","12576","10640","11265","15415","0","2382","14360","7483"
"Aug 27, 2013","41682","11596","11194","14418","19447","15173","10546","10865","17365","0","2352","15012","9166"
"Aug 20, 2013","41138","12061","11770","13799","17591","14719","11218","10220","15717","0","2290","15595","9123"
"Aug 13, 2013","37584","10626","8490","14327","16939","12141","11665","9716","14341","0","2291","14196","6640"
"Aug 06, 2013","34942","8756","9081","14831","14150","10873","11229","11032","12810","0","2177","12504","6572"
"Jul 30, 2013","34099","9531","10792","14578","10797","9669","12189","10584","9242","0","1781","13466","8886"
"Jul 23, 2013","34906","6339","11772","18768","9910","9504","12929","14506","8471","0","1777","10601","9813"
"Jul 16, 2013","40258","10754","15723","21853","9991","7335","14228","17359","8384","0","1857","14635","13647"
"Jul 09, 2013","39437","12307","14083","19081","9946","7756","15115","13703","8250","0","1823","15780","12054"
"Jul 02, 2013","31795","8919","9035","13202","10629","9389","11846","10096","8469","0","1385","11516","7207"
"Jun 25, 2013","31477","9932","7468","10950","12844","10286","10856","7199","11197","0","1390","13167","5995"
"Jun 18, 2013","33846","14977","9186","7519","11648","11036","12698","7230","10411","0","1315","14804","7432"
"Jun 11, 2013","65244","6576","27314","41899","17095","9910","13976","37749","17007","0","1330","6874","22232"
"Jun 04, 2013","64552","5871","31674","48750","10894","7217","19270","42287","11081","0","1330","7206","26494"
"May 28, 2013","70015","7936","36908","53373","9139","7715","22977","44684","10847","0","1530","10666","30428"
"May 21, 2013","65146","8814","28744","48427","12266","7478","23709","42226","11839","0","1544","10051","25352"
"May 14, 2013","58084","9550","24960","40416","12436","7772","20342","35482","11878","0","1312","10780","22160"
"May 07, 2013","49245","7291","13526","32245","21308","9399","14101","27883","19508","0","1811","8399","11675"
"Apr 30, 2013","50872","8132","16396","31879","21399","10607","12823","27602","19304","0","1844","9305","13535"
"Apr 23, 2013","50101","13249","12070","24350","25637","12171","12063","22799","24116","0","1944","14392","9515"
"Apr 16, 2013","53769","14954","18207","24728","23700","13756","11531","23140","23223","0","1939","16095","14207"
"Apr 09, 2013","42751","6570","16584","26861","9664","9072","16255","25250","9615","0","1960","7771","13050"
"Apr 02, 2013","51473","9789","21804","34100","8437","7336","20984","32105","8813","0","1904","9809","19487"
"Mar 26, 2013","49575","8668","20866","32883","8276","7739","20148","31044","8817","0","1874","8828","18403"
"Mar 19, 2013","50580","11143","22139","31316","8122","7836","20034","29305","8806","0","2274","11623","19178"
"Mar 12, 2013","69408","6206","19694","47109","20934","9943","22630","33190","17494","0","1896","15495","17525"
"Mar 05, 2013","55311","7092","18542","35817","17915","11284","17736","23849","17957","0","1894","17433","16507"
"Feb 26, 2013","47602","8165","16356","23135","18692","15139","11391","15339","18614","919","1915","13051","14081"
"Feb 19, 2013","42833","11069","11744","11832","21252","18925","8830","7980","19142","919","1929","11963","10730"
"Feb 12, 2013","41850","12113","7561","6733","25786","22132","7631","5042","23222","919","2385","12292","6355"
"Feb 05, 2013","43585","13091","9215","6255","25329","23431","8233","4598","22873","919","2385","13206","7711"
"Jan 29, 2013","38618","11994","7846","11312","18843","14416","11033","9696","18153","1003","1990","12005","5354"
"Jan 22, 2013","39483","15232","8848","7315","18905","16141","10935","6240","18153","1012","2016","14689","6306"
"Jan 15, 2013","43176","19007","6237","6389","27782","17639","9016","3824","25099","1487","2054","18554","3857"
"Jan 08, 2013","46716","19604","9343","4200","29652","22912","7721","2351","25811","1494","2456","18765","7840"
"Dec 31, 2012","50182","23800","12169","2380","31302","24002","6711","535","27294","1494","2083","23196","11337"
"Dec 24, 2012","48634","21897","10462","1917","30401","24820","7771","0","26175","1626","2700","21293","9288"
"Dec 18, 2012","43412","17361","13081","2352","21379","23699","8952","435","16960","1744","2697","16757","11337"
"Dec 11, 2012","48835","11243","8034","16569","27345","16966","9399","9982","19496","1568","2773","10272","9230"
"Dec 04, 2012","44798","11722","11086","14333","24287","18718","9400","8327","17766","1568","2764","10330","11811"
"Nov 27, 2012","42767","9744","13111","16490","16992","16507","12638","8134","15103","1592","2810","12169","11970"
"Nov 20, 2012","46210","7220","19708","26831","11063","12043","15323","11689","10146","1601","2809","14453","17090"
"Nov 13, 2012","46940","11388","20276","25039","10602","10369","15918","11611","10146","1631","2588","16897","17464"
"Nov 06, 2012","40311","13509","13812","15277","11543","11362","14793","7036","11126","2529","2535","14033","11533"
"Oct 30, 2012","37591","11785","9419","10369","17224","15319","10830","5571","15837","2561","2533","9309","8116"
"Oct 23, 2012","36769","10756","8395","9807","17808","16170","10530","5598","16272","2564","2544","8284","6894"
"Oct 16, 2012","36487","10289","11481","8978","14275","17211","10722","5001","13415","2569","2503","8217","9681"
"Oct 09, 2012","35264","11676","11982","9593","11342","13992","11937","5734","11515","2560","2497","9604","9146"
"Oct 02, 2012","37313","12641","13625","8815","13887","15857","9801","4963","13330","2156","2502","10973","11514"
"Sep 25, 2012","37328","13567","14471","8659","13129","15102","9728","4848","12713","2098","2383","11899","12328"
"Sep 18, 2012","38449","13626","18153","10522","8590","14301","11706","6384","9606","2098","1657","11958","15304"
"Sep 11, 2012","58031","11648","20615","31084","22300","13553","13370","20494","16408","2107","1602","17728","20389"
"Sep 04, 2012","55949","9013","22125","33506","18637","13417","15174","20495","14710","2031","1633","17257","20645"
"Aug 28, 2012","55426","10684","22145","33254","17308","11475","15960","19976","14344","2053","1640","19860","20382"
"Aug 21, 2012","54619","5921","21583","37181","12089","11250","20680","21417","11932","2027","1606","18378","19945"
"Aug 14, 2012","56773","6140","24994","41811","12457","8822","19322","22389","12375","1938","1556","22217","23284"
"Aug 07, 2012","56379","6771","24686","40462","12055","9146","19638","21040","12013","1938","1556","22848","22936"
"Jul 31, 2012","59536","5409","24217","45865","11664","8262","23655","26575","11810","1938","1554","21356","22283"
"Jul 24, 2012","64375","5102","31047","50483","8296","8790","25032","28928","8562","1954","1552","23249","28946"
"Jul 17, 2012","62836","6209","29299","48238","8394","8389","25143","26759","8550","1954","1543","24356","27393"
"Jul 10, 2012","58117","5815","23399","43752","8717","8550","26001","22276","8786","1954","1539","23962","21587"
"Jul 03, 2012","53322","5263","24323","40821","8245","7238","20754","19172","8102","1954","1464","23438","22653"
"Jun 26, 2012","52447","4637","28473","40448","2165","7362","21809","18769","8072","2053","1465","22844","20853"
"Jun 19, 2012","55756","24108","31115","24379","2115","7269","22526","17171","7976","2058","1848","27850","23139"
"Jun 12, 2012","92023","5220","38521","60611","7463","7931","27778","35135","8797","1608","1458","20631","31922"
"Jun 05, 2012","71967","5747","39395","58443","4008","7389","28176","35039","6543","1133","1463","22615","34643"
"May 29, 2012","71895","6882","37478","57697","4355","7091","29837","32939","6473","912","1463","25456","33142"
"May 22, 2012","71832","4901","39752","58175","3353","8571","28542","32664","6278","813","1459","23864","34594"
"May 15, 2012","63543","6127","32821","47283","3616","10039","27012","25063","6087","831","1494","22490","28062"
"May 08, 2012","45717","4980","21474","29889","3199","10754","20950","16658","8446","831","1498","15343","13865"
"May 01, 2012","41657","5692","20003","22574","7583","13268","13948","12369","13157","840","1495","13909","12323"
"Apr 24, 2012","40155","4312","20953","23619","4334","12104","14748","12741","10099","676","1911","13275","12575"
"Apr 17, 2012","41358","6040","19802","25816","4669","9404","16789","14763","10077","676","1918","15452","12048"
"Apr 10, 2012","39995","6548","16467","23265","6059","10014","17301","12340","10378","766","1914","15055","9575"
"Apr 03, 2012","43624","6615","21291","24035","9135","12745","12969","14514","14705","766","1497","14122","13969"
"Mar 27, 2012","42852","6293","21389","24561","7877","11777","13365","15571","13392","868","1504","13678","14170"
"Mar 20, 2012","43616","11747","22938","22199","4140","9501","16369","17298","10792","868","1513","14988","14518"
"Mar 13, 2012","56305","9351","24149","33675","10630","9859","18106","16761","15519","835","1491","22661","15601"
"Mar 06, 2012","53649","8114","27592","33875","10434","11312","15275","17880","16023","877","1489","21017","18900"
"Feb 28, 2012","52360","9775","29166","28273","9637","14185","13430","12771","16264","1033","1924","22736","19708"
"Feb 21, 2012","51197","7900","27746","31243","8442","11874","14829","13334","13701","1033","1935","23167","19544"
"Feb 14, 2012","48092","8663","24526","29411","8188","9734","15094","14102","10788","1009","1938","21447","19009"
"Feb 07, 2012","42826","8331","18126","24204","8551","9876","15734","12173","6443","870","1940","17834","17173"
"Jan 31, 2012","40836","6477","17699","23108","8173","10660","14373","11719","5821","877","1972","15395","17022"
"Jan 24, 2012","39314","5172","17686","24745","5275","9235","16191","10698","1602","999","1961","16556","18271"
"Jan 17, 2012","41577","4649","17471","29624","4792","7278","19288","12704","1475","999","1969","19171","17957"
"Jan 10, 2012","41869","5112","17209","30706","4215","6042","20436","14324","2015","999","1321","19677","17159"
"Jan 03, 2012","37999","3787","16142","26042","3322","8108","18473","11367","2217","1060","859","16597","15472"
"Dec 27, 2011","35741","3829","14627","24740","2623","7131","18450","11035","721","1059","856","15670","15405"
"Dec 20, 2011","33020","10417","13553","15149","2522","7424","16915","9956","800","999","846","13868","14223"
"Dec 13, 2011","56102","5005","15486","40110","15865","6976","20740","20020","5823","999","912","15244","15340"
"Dec 06, 2011","42548","4358","15516","29996","9144","8098","17792","17564","6437","999","907","13811","14872"
"Nov 29, 2011","37224","4950","14277","23968","7405","8183","15419","12534","6151","869","1326","14561","13251"
"Nov 22, 2011","31022","4049","9919","17929","7588","8923","13394","8361","6505","875","1338","12006","8928"
"Nov 15, 2011","30206","5308","7212","15308","9213","9463","13654","7433","6929","875","1336","11671","7523"
"Nov 08, 2011","25539","6928","4766","8521","9987","9947","10643","4639","7551","875","1335","9530","5462"
"Nov 01, 2011","23607","3224","4970","8763","8296","11450","10171","4072","7520","874","1365","6573","3913"
"Oct 25, 2011","27697","5077","6280","11183","7376","11324","13928","4580","6586","1139","1374","10163","5318"
"Oct 18, 2011","26097","3829","6072","13243","7283","8982","12699","5797","6603","1139","1382","9835","5069"
"Oct 11, 2011","24317","5233","5220","9689","7286","9361","11777","4487","6656","1384","1385","8783","4197"
"Oct 04, 2011","24964","5110","6219","10368","6941","9303","11621","5155","7110","1321","931","8823","4990"
"Sep 27, 2011","23123","6618","4194","6247","6967","10048","11752","2563","7143","1354","918","8769","2971"
"Sep 20, 2011","21500","7258","3037","1780","8112","12295","10184","225","8177","1179","924","7448","1912"
"Sep 13, 2011","43828","10409","4916","19012","28541","13891","9855","8274","25156","1344","977","16443","3964"
"Sep 06, 2011","45785","12589","5040","15148","29066","17838","11469","6718","27849","949","971","18840","4056"
"Aug 30, 2011","45566","13347","4005","13330","30082","18858","11448","5227","28768","935","1007","19254","3051"
"Aug 23, 2011","48964","14889","5252","14301","31895","19600","11643","5600","31347","935","996","22037","4186"
"Aug 16, 2011","48498","13330","4322","14400","31306","20686","12788","4850","30814","935","594","21314","3589"
"Aug 09, 2011","53055","14449","9794","15742","27315","22837","15919","6140","26225","585","1010","22526","8534"
"Aug 02, 2011","56911","25593","13252","7499","26930","23806","16716","5293","24712","1113","1034","25328","13623"
"Jul 26, 2011","53513","21103","13226","6473","28080","25936","12206","3497","27744","1776","1120","21591","12138"
"Jul 19, 2011","52133","21159","9665","5074","29905","25853","12516","4137","29447","1336","1112","20104","8763"
"Jul 12, 2011","48630","18139","10058","4355","26299","26079","12216","2624","25918","1252","1127","17964","9066"
"Jul 05, 2011","47566","15983","10692","7112","25189","24468","11682","3647","24935","1246","1122","17594","9634"
"Jun 28, 2011","51227","21412","11464","4526","27805","25288","11957","2130","27514","1495","1114","21749","10495"
"Jun 21, 2011","51304","23700","11887","3118","28076","24486","11341","1048","27730","1469","1185","23401","10966"
"Jun 14, 2011","54048","25555","12268","2772","30752","25705","11012","887","30317","1415","1199","25538","11435"
"Jun 07, 2011","74339","26290","9425","21129","50875","26124","13243","13131","36477","1893","1202","26932","17576"
"May 31, 2011","67713","27846","6727","14502","47623","25362","13360","11241","37591","1020","1200","28708","14598"
"May 24, 2011","66776","23088","8363","18312","46575","25374","11836","15005","38172","1002","1215","24856","15432"
"May 17, 2011","68304","24409","8748","15232","49224","28663","10332","13035","40286","1002","1204","24957","16253"
"May 10, 2011","72312","27905","11569","16576","49849","27551","10614","13456","40299","833","1122","29533","19756"
"May 03, 2011","72778","28551","10170","15091","51377","29133","11228","10472","40407","854","1120","29339","17461"
"Apr 26, 2011","71635","27549","9708","15417","51160","28667","10765","11114","40177","819","1112","28076","17040"
"Apr 19, 2011","69281","27271","9897","12312","49346","29697","10037","8698","39032","819","1113","28273","17305"
"Apr 12, 2011","61505","22272","7615","11077","44300","28139","9573","8442","34742","875","1116","22782","14807"
"Apr 05, 2011","59954","21588","10745","12558","40498","25807","8710","8939","30907","875","1111","22792","17685"
"Mar 29, 2011","56730","24184","5227","6623","42205","25922","9297","4767","33871","1028","1114","24184","11619"
"Mar 22, 2011","56786","24883","3582","4050","43244","27853","9960","4071","35287","1010","656","23223","10254"
"Mar 15, 2011","61506","32295","4655","3361","45748","25831","11084","2997","37537","931","1071","31379","11446"
"Mar 08, 2011","62936","30841","7180","5161","46508","26861","9175","99","29791","1540","1064","30712","19182"
"Mar 01, 2011","57360","29218","11201","1976","34891","26070","11172","624","26388","930","1085","29239","17553"
"Feb 22, 2011","43931","18326","6035","6826","25229","18713","12601","5231","17630","930","1084","18385","11944"
"Feb 15, 2011","41934","17467","6949","7204","24263","17263","10722","4855","16726","930","1128","18372","7844"
"Feb 08, 2011","47876","22686","14505","2041","23558","23149","9813","442","21496","1831","1114","22234","10233"
"Feb 01, 2011","46750","22079","11638","2659","24378","21946","10668","922","20687","1402","1106","22154","8963"
"Jan 25, 2011","40470","17675","11081","2981","18863","19796","10508","1079","17081","1494","1116","17750","6414"
"Jan 18, 2011","41839","19711","12719","2369","20441","19759","8679","542","18516","1494","1599","19786","7787"
"Jan 11, 2011","42839","20497","9679","2443","23955","19876","9182","532","21431","1434","1484","20572","5317"
"Jan 04, 2011","47484","24487","11455","2309","28081","20679","7939","3309","25252","1458","1432","21707","7530"
"Dec 28, 2010","46356","24349","10347","2446","27467","19471","8452","3216","24521","1493","1377","21289","9519"
"Dec 21, 2010","44704","25365","12838","2529","22437","16733","9352","3178","18850","1493","1396","22417","14623"
"Dec 14, 2010","39804","20794","10078","2806","19157","16204","10569","2389","16142","1777","869","19045","11835"
"Dec 07, 2010","42914","18014","9027","9920","24795","14975","9087","7199","19692","1801","884","16794","10606"
"Nov 30, 2010","43600","16240","8416","11647","25043","15699","10127","7030","18548","2255","917","16152","11044"
"Nov 23, 2010","40065","14709","6198","9602","23003","15754","10864","6483","18331","1664","942","14853","8117"
"Nov 16, 2010","44579","18005","10202","10138","24359","16436","10018","6316","18525","1672","892","18372","12861"
"Nov 09, 2010","51000","24911","12296","8964","28872","17121","9828","5479","22943","1760","922","25285","15452"
"Nov 02, 2010","48129","23363","10898","6266","26806","18500","10425","5066","21524","1742","942","21508","13425"
"Oct 26, 2010","50068","24600","12081","6871","28422","18596","9564","5222","23641","1719","863","23085","14054"
"Oct 19, 2010","54022","24908","13673","9487","30720","19624","9626","6282","26294","1717","857","24979","15325"
"Oct 12, 2010","57722","31504","11557","6229","36081","19987","10082","4924","31312","1824","876","29707","13672"
"Oct 05, 2010","56636","31693","9094","5279","38448","19659","9089","4366","33680","2299","841","29472","11686"
"Sep 28, 2010","53452","27655","7662","6197","36425","19600","9365","5119","28456","2380","871","25625","13532"
"Sep 21, 2010","49910","26272","11810","4810","30467","18828","7633","4482","26520","1987","880","23974","13738"
"Sep 14, 2010","49352","27800","13564","2770","27970","18780","7816","2591","25446","2208","784","25013","13593"
"Sep 07, 2010","74713","25464","8837","28989","56436","20257","9437","13144","45131","2204","771","28396","5412"
"Aug 31, 2010","60655","21185","6904","20988","43980","18467","9756","11594","41826","2191","1008","26668","5580"
"Aug 24, 2010","57316","20735","6867","20376","40811","16198","9631","12608","38466","2256","387","24583","6411"
"Aug 17, 2010","54560","18041","6291","20828","38120","15682","10140","13502","34344","2254","393","21676","7048"
"Aug 10, 2010","52566","16775","5874","22171","36144","13613","10541","14720","32862","2062","427","20680","6310"
"Aug 03, 2010","57976","20302","4079","22236","45511","15430","8378","13493","44705","2095","434","25526","2592"
"Jul 27, 2010","55722","15283","9067","24595","37985","15842","8668","15717","37255","1879","438","20681","7957"
"Jul 20, 2010","54918","19977","4864","20185","41191","14753","8860","13834","40233","1880","502","23559","4431"
"Jul 13, 2010","53056","18237","3647","20586","39904","14233","9505","14107","36322","1808","509","21562","5035"
"Jul 06, 2010","45002","7627","15082","23099","17989","14275","11930","16980","20048","1806","521","11253","11815"
"Jun 29, 2010","42840","7647","20495","26887","8205","8304","14138","23904","5697","1152","1140","7950","21335"
"Jun 22, 2010","43561","9620","19885","27203","9470","6736","14204","25824","6246","1089","1178","8931","21352"
"Jun 15, 2010","44092","8852","25328","27792","4332","7447","14431","27494","1978","1312","1219","6943","26218"
"Jun 08, 2010","59622","14111","25526","36100","15984","9067","17768","30857","2279","1336","1664","4470","26053"
"Jun 01, 2010","49959","11139","25863","29143","3466","8890","19843","35697","2082","1231","579","1818","25132"
"May 25, 2010","48163","11489","24108","27078","5446","9161","18174","33429","3238","990","997","2994","23429"
"May 18, 2010","48242","10616","25174","28168","4418","9301","18493","33329","2542","989","969","3515","25130"
"May 11, 2010","50562","10020","27547","31079","3597","9463","19418","33744","2430","870","1598","5561","25720"
"May 04, 2010","51339","12665","29257","27351","4700","11323","17382","29983","2394","891","1666","7091","27743"
"Apr 27, 2010","49308","13031","26644","24802","6933","11475","15731","24820","5474","996","1043","10334","24499"
"Apr 20, 2010","33431","9838","15220","12238","6679","11355","11532","10097","7295","996","1037","10428","11772"
"Apr 13, 2010","33886","10417","15371","11836","6524","11633","11991","11939","6413","1115","1028","8736","13991"
"Apr 06, 2010","32272","9777","13929","10322","6845","12140","11465","10658","7599","1150","990","8089","11527"
"Mar 30, 2010","28290","6735","13275","11652","4984","9903","10031","11205","4410","1190","1082","5725","11302"
"Mar 23, 2010","30910","9239","10327","9433","11335","12107","9117","8962","9076","1230","1056","8176","10254"
"Mar 16, 2010","32157","8977","14210","10785","6701","12264","11115","10560","3250","1107","1032","7317","15851"
"Mar 09, 2010","47810","10727","15872","27335","19784","9740","12146","22692","9561","1376","1066","5509","16544"
"Mar 02, 2010","42147","11508","17818","20150","10198","10465","14107","24445","9949","1376","1057","5657","16830"
"Feb 23, 2010","45407","12119","20938","23673","10095","9612","14371","28328","9430","1240","1446","6017","19950"
"Feb 16, 2010","40881","10763","15430","19380","12154","10696","13255","23249","9459","1274","1489","5240","16256"
"Feb 09, 2010","42359","9219","16115","21986","9772","11149","16467","23378","9488","1215","976","6253","15064"
"Feb 02, 2010","36263","10344","12119","15425","10390","10489","13749","15369","9338","1221","1163","8690","11519"
"Jan 26, 2010","34075","12421","6716","10407","14719","11242","12635","10855","14005","984","1076","9783","6116"
"Jan 19, 2010","37744","17281","3310","5700","25353","14587","8905","6738","24772","984","1036","14408","2622"
"Jan 12, 2010","38204","17213","3287","6378","24458","14565","10411","6222","21892","1085","1016","16095","4648"
"Jan 05, 2010","35161","12488","15268","11260","9355","11413","10538","12025","8765","1093","1106","10459","14581"
"Dec 29, 2009","38033","10334","17385","17760","8196","9939","12452","16123","7614","1030","1121","10105","16685"
"Dec 22, 2009","34198","9084","13652","13697","8888","11417","11658","12278","7724","1012","1690","9317","12952"
"Dec 15, 2009","33591","11305","10844","7917","11808","13939","10509","8056","9963","2280","1779","8760","10784"
"Dec 08, 2009","49595","20177","6829","14210","32137","15180","10601","9465","26072","1061","1460","18193","5766"
"Dec 01, 2009","56659","28904","4179","7212","45067","20542","7412","6876","40928","1061","822","26513","5830"
