Commitments of Traders Historical Report for "JPY"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Jun 09, 2015","306449","42440","158726","234607","60130","15532","73723","158583","994","21985","49480","23733","140716"
"Jun 02, 2015","260104","46681","132374","193122","52276","16320","71473","126916","3232","22776","41761","27561","125816"
"May 26, 2015","251744","50210","112434","183190","65232","16101","71835","114719","14748","23789","33011","29546","115022"
"May 19, 2015","231658","63398","85403","153519","82936","12425","61003","83731","36232","25353","30993","42816","91961"
"May 12, 2015","193296","37848","61441","137626","78612","15215","50636","66623","34874","26837","29329","19915","67987"
"May 05, 2015","198886","41852","73035","139448","72449","15887","51703","65901","29426","27644","28920","24591","75947"
"Apr 28, 2015","188079","48721","54214","118521","85966","18063","45125","43274","43812","27963","27604","32964","61051"
"Apr 21, 2015","189332","51520","65968","120368","70330","14665","50255","44925","28920","31828","28021","32533","71810"
"Apr 14, 2015","195230","54783","77853","121029","64194","16368","50133","45828","23906","28156","27558","39722","82991"
"Apr 07, 2015","189444","53320","77769","118118","54475","15376","54570","44596","16803","27323","28101","37683","78627"
"Mar 31, 2015","177478","44409","68333","116378","53965","13761","52250","42986","17913","26880","28838","28992","66216"
"Mar 24, 2015","181026","39156","85061","126021","40043","12930","53003","49775","7995","28884","28359","24822","76173"
"Mar 17, 2015","195913","44496","92550","138442","40731","11287","60944","62362","5062","27800","29584","29475","85220"
"Mar 10, 2015","235089","32898","92285","169840","59731","13620","64342","93178","22415","28366","26465","30690","82730"
"Mar 03, 2015","210611","33944","86465","158423","64993","13359","54268","85116","22733","28893","31113","29572","77543"
"Feb 24, 2015","202438","31611","79123","149980","62607","14588","54449","78614","22756","32990","32995","13712","70073"
"Feb 17, 2015","203555","31269","80360","152950","60096","14090","57853","79169","21519","39281","31689","10546","70990"
"Feb 10, 2015","204193","25884","81008","160293","59335","13402","59236","86869","19337","30617","33487","14087","77574"
"Feb 03, 2015","203963","25586","85157","157407","61268","16405","52973","82165","20102","31213","46654","12610","71671"
"Jan 27, 2015","202571","26526","91184","155145","54103","15845","52229","80242","17113","29876","44386","15230","75275"
"Jan 20, 2015","215413","26525","104411","164972","48783","18320","56623","89363","13441","29657","41450","14845","88840"
"Jan 13, 2015","231223","25872","120497","182073","47978","18389","57859","105877","12208","30378","43108","12467","101827"
"Jan 06, 2015","228954","33160","123243","172310","41593","18446","59080","94241","12046","31676","43899","19468","100586"
"Dec 30, 2014","226629","28836","125155","174779","38377","16641","56724","94640","9295","32941","42490","17692","103614"
"Dec 23, 2014","226107","29021","122763","176015","38120","14825","58978","94556","8709","32488","42784","18258","98666"
"Dec 16, 2014","227685","45652","132579","161934","31809","14553","57751","80020","5313","32362","41579","33384","102332"
"Dec 09, 2014","279859","38067","142203","207616","62695","19618","60403","138885","15715","31022","39040","35286","104216"
"Dec 02, 2014","257828","41530","152690","192591","35841","16034","61624","142745","4499","30081","36740","36986","115410"
"Nov 25, 2014","253976","46304","150684","184551","37568","16968","59571","137981","6358","29449","36985","39754","117825"
"Nov 18, 2014","238898","46612","139066","171130","38295","16440","56821","126680","9072","27475","33297","39378","113035"
"Nov 11, 2014","227576","47271","129834","161168","36695","14748","56658","116647","11223","27799","33196","39040","102178"
"Nov 04, 2014","207974","37917","109568","150672","34836","14930","59115","100140","8743","30892","27429","33288","91103"
"Oct 28, 2014","184120","23883","91282","139790","38583","17354","51162","87199","14450","32129","32862","28276","74566"
"Oct 21, 2014","185412","26634","98372","140081","33149","14704","49898","89552","9817","33373","32689","28580","82071"
"Oct 14, 2014","212420","22839","123986","170600","31438","15495","53510","120134","8161","32797","33533","22986","106146"
"Oct 07, 2014","223255","24837","137388","174647","26205","20602","56493","123682","4361","32080","31997","27877","117443"
"Sep 30, 2014","239477","29910","150788","192095","29618","14662","56261","140967","7629","31952","33894","35592","130165"
"Sep 23, 2014","222214","28391","133813","174766","27983","16558","57919","127486","4589","32602","29019","30416","124263"
"Sep 16, 2014","208235","37617","120799","157321","27095","11766","58810","112322","3664","33687","27872","36991","113583"
"Sep 09, 2014","255624","17280","117953","203368","56189","15287","61793","130762","6892","33766","22922","28874","115498"
"Sep 02, 2014","230937","15485","132793","196512","33081","15503","61626","143384","8272","34883","19813","26430","130130"
"Aug 26, 2014","218009","19512","122403","181291","32177","13096","59319","128155","7250","34314","19586","31770","122202"
"Aug 19, 2014","203180","17976","105247","169000","41658","13152","53223","113309","18072","34333","19366","31725","105370"
"Aug 12, 2014","192140","12518","93615","162443","50515","14324","45155","108904","28040","34041","17598","25113","94908"
"Aug 05, 2014","192906","9896","105295","165996","31496","14140","53241","111391","10849","34025","18889","23451","100618"
"Jul 29, 2014","172210","7828","80897","144166","45367","17567","43297","95609","26794","33813","18464","17776","76713"
"Jul 22, 2014","162029","11979","65895","126976","53840","20251","39471","84823","37392","33469","16638","17045","63261"
"Jul 15, 2014","155127","8385","71333","126301","44365","18395","37383","84732","27713","32470","17046","13647","68318"
"Jul 08, 2014","157710","11174","77549","123987","39057","20175","38730","84162","22591","31766","17336","16100","74561"
"Jul 01, 2014","156480","18739","77425","111566","38203","22898","37575","75858","23509","30855","16894","19599","72574"
"Jun 24, 2014","148257","10325","81548","120767","23589","15335","41290","80770","9012","30574","16701","17172","75625"
"Jun 17, 2014","153007","17832","85870","118464","22791","15129","42764","84148","7588","29402","17805","20271","80418"
"Jun 10, 2014","201094","11893","94055","159506","45432","16662","48574","97764","16200","28652","17570","25188","85905"
"Jun 03, 2014","171804","12578","86796","140423","32870","15375","48710","94759","14965","25790","16606","25798","79927"
"May 27, 2014","162820","16999","76035","122450","41476","19139","41077","83254","22942","23331","16057","24365","69150"
"May 20, 2014","164819","18681","72468","117310","48851","24230","38902","81118","28266","21130","17202","24232","64442"
"May 13, 2014","164707","17471","82178","125523","35537","18419","43698","90982","15570","19754","17274","24568","74476"
"May 06, 2014","167093","20381","81109","121860","38948","20221","42405","87569","17973","19241","17664","25799","74461"
"Apr 29, 2014","168820","13846","84198","134782","36404","15993","44019","99672","15985","18870","18409","20892","76299"
"Apr 22, 2014","165674","16564","83807","128226","36851","16568","40700","93996","17017","18357","18264","25236","75018"
"Apr 15, 2014","164843","14351","83067","126913","36170","18652","40679","91562","17182","19414","20856","22729","71705"
"Apr 08, 2014","181814","13340","100802","148721","33848","16425","43836","112183","13948","18766","19249","24135","90072"
"Apr 01, 2014","188464","22162","110800","150350","27300","13761","48173","115453","10089","17796","20460","32157","96976"
"Mar 25, 2014","158280","17600","86487","125024","28119","13356","41374","93589","9721","19806","19334","22065","75868"
"Mar 18, 2014","156922","24144","85243","110724","29093","19759","40291","79833","10984","20280","18137","26521","75369"
"Mar 11, 2014","242170","15726","115082","179595","49844","17940","48335","97304","28513","18906","18394","43677","100229"
"Mar 04, 2014","205886","20407","100116","164751","56091","17312","46263","84547","36399","19358","18243","47331","88276"
"Feb 25, 2014","203743","14727","99817","169868","58021","16054","42811","89792","39880","21349","17856","41622","85939"
"Feb 18, 2014","200057","16736","96520","165294","54209","15153","46454","85445","38326","23105","17418","43462","82600"
"Feb 11, 2014","196435","13686","92472","164935","57951","15094","43292","84301","40931","24799","18660","40886","80114"
"Feb 04, 2014","199361","15896","92725","164538","59479","15924","44154","83358","40582","27542","18147","39967","80115"
"Jan 28, 2014","203014","15977","102169","166773","53084","17046","44543","83311","33443","25807","18128","43671","88714"
"Jan 21, 2014","217548","13128","128089","186273","38501","15287","48098","103982","17221","23410","19625","41767","111587"
"Jan 14, 2014","218324","10754","128820","188796","36492","15254","49492","106752","13499","22313","20072","38923","115649"
"Jan 07, 2014","230156","11340","140208","201400","32272","13905","54165","118407","10626","21850","20402","40600","120655"
"Dec 31, 2013","232225","14274","149502","203112","26914","12100","53070","121792","6492","22595","21107","42204","126843"
"Dec 24, 2013","239160","14261","158083","210400","25214","11866","53230","127448","5772","23160","20586","43938","135205"
"Dec 17, 2013","232743","22225","152448","194899","24816","13110","52970","117342","4665","23144","20819","45916","133054"
"Dec 10, 2013","262229","18085","147796","213744","42767","15525","56791","145334","9695","22569","15207","40742","135455"
"Dec 03, 2013","245167","21290","154673","205013","28324","15494","58800","148164","4039","21240","17171","38505","142988"
"Nov 26, 2013","236713","23999","147201","195667","27088","13640","59017","138777","4991","21395","16258","40686","129748"
"Nov 19, 2013","214211","19424","131640","180482","25160","10989","54095","125322","6378","22408","14200","35741","115427"
"Nov 12, 2013","195690","20977","116084","160368","22303","11295","54253","108594","5783","23297","13124","33894","100099"
"Nov 05, 2013","169004","18734","92526","135153","26248","12216","47329","86326","8950","23084","13247","32188","77147"
"Oct 29, 2013","151987","17483","79878","117588","26071","13837","42959","73451","10815","23551","12447","25879","66468"
"Oct 22, 2013","152938","13928","85730","121556","22992","14288","41050","78370","10787","26202","13379","21204","69897"
"Oct 15, 2013","159871","25392","84658","118174","30699","13731","41940","74136","19061","27041","13134","33112","66829"
"Oct 08, 2013","165957","28165","85262","119861","33058","15318","45024","74534","21172","27935","14095","34774","69664"
"Oct 01, 2013","170525","18634","100958","134090","23302","14897","43361","86906","11866","26741","12118","30298","85348"
"Sep 24, 2013","174892","18173","110991","142849","16193","11169","45007","89069","6443","27648","12408","33898","94528"
"Sep 17, 2013","177045","26088","114882","136389","14059","11940","45476","86916","3739","26299","11994","37657","100927"
"Sep 10, 2013","197099","18854","113920","150685","20449","15838","51008","112818","6157","25239","13932","24356","97601"
"Sep 03, 2013","178360","27665","107426","134526","24138","13366","43993","99458","10446","25446","13646","31289","91528"
"Aug 27, 2013","175588","23396","101749","126655","28903","22386","41785","91184","13982","25637","15047","26962","86054"
"Aug 20, 2013","162168","19720","91441","122724","28763","16562","38802","85582","13228","25987","15056","24023","77148"
"Aug 13, 2013","159496","17375","91837","123280","23241","15923","41500","85433","8808","25383","15087","22560","76572"
"Aug 06, 2013","172059","19421","99634","134398","26560","15531","43156","97330","9685","25554","16314","24553","85884"
"Jul 30, 2013","174872","18216","100351","137588","29591","16740","42602","101437","10256","25477","18827","23304","86876"
"Jul 23, 2013","187250","22513","110009","148002","27661","14681","47526","111844","5273","24139","21444","28705","95338"
"Jul 16, 2013","182429","20220","105982","146421","29465","13650","44844","108780","5334","25424","22504","26520","92385"
"Jul 09, 2013","185249","25117","105422","143908","29164","13922","48361","106237","3541","26339","23707","30917","92813"
"Jul 02, 2013","178926","27336","98072","134078","30333","15066","48075","95104","4118","25233","24410","34274","84398"
"Jun 25, 2013","161160","24376","85838","117936","30267","16350","42557","80784","5601","25648","23241","31899","72542"
"Jun 18, 2013","163921","23010","84900","124994","27276","13580","49408","87747","4789","25469","21086","30375","72191"
"Jun 11, 2013","243644","21722","94628","184780","74981","16987","53880","110064","36672","25098","18297","43243","81056"
"Jun 04, 2013","219135","19176","101920","180807","57574","16478","56967","115566","31524","24073","16612","38271","90863"
"May 28, 2013","231012","18406","118175","192440","51894","16574","57351","127534","24995","22083","18967","38455","102992"
"May 21, 2013","227826","19454","114640","188237","49605","16517","59963","128097","25721","18404","18570","40054","99040"
"May 14, 2013","229746","28882","117289","179917","46082","17473","62901","120530","26354","18337","17032","48837","100845"
"May 07, 2013","209370","27886","106446","160636","43166","18330","57240","110698","26088","19154","14244","42176","90208"
"Apr 30, 2013","198106","24872","95999","153823","42753","16612","56555","104066","26822","18975","14036","38795","80744"
"Apr 23, 2013","204150","25942","105672","159437","38364","16213","57556","107794","22294","19979","14221","39782","90051"
"Apr 16, 2013","214577","26448","119859","171927","34436","13785","57865","118477","20350","20911","13609","35689","105765"
"Apr 09, 2013","220626","39699","117396","160513","43760","18917","57973","108488","23630","19991","15814","42593","104010"
"Apr 02, 2013","213997","46966","125137","151691","35250","13608","51878","99836","25297","20290","12387","39944","103518"
"Mar 26, 2013","220896","46931","136080","156848","27109","15549","56139","103147","18782","20114","12420","39805","112933"
"Mar 19, 2013","216674","55408","135401","143405","24443","16489","55458","98355","14504","20506","13589","41097","116075"
"Mar 12, 2013","288474","51240","145003","196716","62851","19797","59899","137822","17092","20475","13225","32269","142209"
"Mar 05, 2013","241938","50958","124309","171200","58220","16237","55866","114351","15027","20919","10311","30704","119455"
"Feb 26, 2013","216323","51998","117342","144872","40046","17220","56702","104902","14573","22729","8366","29092","116296"
"Feb 19, 2013","218241","54662","120553","145939","33781","15829","62096","106818","15051","23697","10178","28909","106661"
"Feb 12, 2013","215036","55782","117088","139903","35693","17671","60575","103825","14188","23256","10037","29517","104585"
"Feb 05, 2013","217709","50667","119080","148558","34015","17327","63457","99580","12677","32642","8765","25925","107995"
"Jan 29, 2013","219635","48476","119722","156122","32810","14421","66487","88636","12537","51946","7212","25435","109944"
"Jan 22, 2013","202225","41983","106051","143304","33323","16195","62108","77237","12130","49835","6294","23062","101043"
"Jan 15, 2013","196509","39447","105174","139213","30322","17554","60718","75209","12338","50029","7036","19763","99690"
"Jan 08, 2013","193295","32129","106225","145773","29338","15269","57608","81990","13167","50842","7112","20465","101704"
"Dec 31, 2012","194632","30432","110949","148129","22501","15533","60644","84420","9532","52037","8072","20391","103169"
"Dec 24, 2012","195705","26757","112365","156054","19369","12854","63931","89696","8277","52744","7832","21077","105688"
"Dec 18, 2012","196662","27935","117098","154980","19027","13584","60374","86969","7504","53288","8456","23610","111170"
"Dec 11, 2012","267582","16369","110770","223697","85181","15993","60108","83628","15115","54568","9774","50058","103805"
"Dec 04, 2012","220982","20929","111255","184151","42934","13426","64317","87287","14005","53754","10416","53597","103347"
"Nov 27, 2012","208130","27027","106493","168514","41143","12134","60039","82163","16667","55601","10267","53361","100835"
"Nov 20, 2012","180979","28272","79661","139472","42709","12454","57828","61839","18454","55823","8946","45380","74896"
"Nov 13, 2012","155931","21980","52427","121760","52081","11942","51174","44741","25662","55485","8038","40246","51350"
"Nov 06, 2012","161552","24966","65070","126094","40947","9796","54839","47821","19213","55916","7309","44870","63066"
"Oct 30, 2012","147135","19886","56906","115218","38637","11277","50838","35372","19166","58014","7101","40113","53116"
"Oct 23, 2012","137135","25550","43746","97898","45592","12858","46968","24925","26351","58799","6808","37698","38527"
"Oct 16, 2012","131343","42767","32681","69304","61777","18161","35774","9984","41337","59565","7043","41169","27691"
"Oct 09, 2012","127442","40778","27864","66521","65634","20111","33912","5996","43193","59991","6863","39049","24788"
"Oct 02, 2012","141693","52696","23361","62717","85238","26268","33082","4135","56501","59847","7006","49486","26474"
"Sep 25, 2012","137692","47318","26207","65054","76712","25310","34763","4479","48391","61377","7384","44514","27316"
"Sep 18, 2012","128862","41500","26024","63586","69015","22677","32724","1585","43445","62979","6742","39179","28571"
"Sep 11, 2012","176618","60862","28089","82795","108142","30046","37472","7588","65464","64586","6336","57345","31793"
"Sep 04, 2012","152452","55133","31126","72936","90420","24237","30760","10668","61601","62141","8283","51490","29757"
"Aug 28, 2012","149444","53571","32015","73630","83302","21881","33765","11519","56070","62834","8025","50253","30438"
"Aug 21, 2012","141458","43584","32413","78662","67012","18079","40900","14903","44565","62471","7069","42689","29129"
"Aug 14, 2012","151036","55983","25279","71053","87076","23460","38141","9225","55665","62536","7474","52752","30159"
"Aug 07, 2012","148998","55883","28344","69117","85413","23506","34749","7955","52459","62607","7581","52507","34267"
"Jul 31, 2012","144095","55373","23119","64503","87144","23674","33287","3921","54035","62761","7430","51404","29278"
"Jul 24, 2012","139033","52024","26963","65716","79575","20880","32082","4910","46061","62855","8270","48211","31494"
"Jul 17, 2012","121806","36734","25613","67719","61020","17059","34879","8340","28932","61307","8205","33249","30816"
"Jul 10, 2012","115522","32920","23968","66776","56267","15618","35079","9588","24120","59183","7740","29471","29682"
"Jul 03, 2012","117403","36950","32775","66299","48531","14041","35984","9493","16444","58798","7667","33291","38393"
"Jun 26, 2012","123247","43910","39368","66111","46910","13175","36918","8689","15111","59386","8242","40675","43590"
"Jun 19, 2012","123868","44740","29603","61597","62271","17481","31944","2192","28348","61007","8122","41708","35047"
"Jun 12, 2012","174278","38182","25875","113390","109112","18074","34659","36260","66701","62267","8263","34962","48344"
"Jun 05, 2012","169663","37376","25303","104807","105560","24130","35450","31069","66944","61841","8715","33970","47536"
"May 29, 2012","140684","21620","32950","103632","69457","15236","38081","31944","49238","62797","9937","17918","38537"
"May 22, 2012","142168","20483","38498","106143","63037","15314","40405","33944","44695","62700","9844","16839","42473"
"May 15, 2012","139275","17455","51770","108497","44889","13042","42335","35173","36564","63052","10195","15517","46525"
"May 08, 2012","141842","16369","57462","111185","41433","14068","42727","37786","33279","64759","9659","13117","52164"
"May 01, 2012","140349","14110","64283","114191","31306","11849","44561","46725","23036","65833","9085","13797","60418"
"Apr 24, 2012","137636","12669","68572","113918","27577","10904","41342","45075","18731","65856","9885","13629","63317"
"Apr 17, 2012","144168","16917","74720","117949","26308","9166","43004","49882","16952","66051","9662","16398","69966"
"Apr 10, 2012","150875","16097","82181","124239","21715","10350","46790","55399","13528","66179","9721","16904","76439"
"Apr 03, 2012","150382","14563","79671","124871","20393","10802","50172","57721","14156","64293","9167","15910","73151"
"Mar 27, 2012","145497","10905","78527","123120","19024","11414","47888","57357","9918","63750","9788","11172","74671"
"Mar 20, 2012","139769","34923","60744","92729","32938","12101","46071","27059","17859","63494","9023","35286","63689"
"Mar 13, 2012","196396","22249","64629","156362","74440","11719","51261","47574","25360","64153","8630","25032","61537"
"Mar 06, 2012","147952","33281","52639","101188","50071","11713","43472","30005","26417","63344","9757","29578","53323"
"Feb 28, 2012","148310","51558","52761","83362","52335","12686","42510","18353","30246","63850","8117","47777","59593"
"Feb 21, 2012","150551","62062","44805","72539","66143","15812","39465","8073","40159","64710","6444","58102","58335"
"Feb 14, 2012","153683","64096","34637","69188","83587","20313","35373","3093","52247","65577","6833","60802","53826"
"Feb 07, 2012","178512","84847","29676","67345","117566","26250","31200","1881","75448","66621","7189","81094","60817"
"Jan 31, 2012","172967","81054","24385","65159","118220","26740","30348","1782","73664","65034","10058","76797","54093"
"Jan 24, 2012","152061","66194","21827","64774","100438","21049","29752","597","61506","65802","10329","61327","47906"
"Jan 17, 2012","168070","78355","19493","64244","124129","25439","24416","597","76658","65833","10776","74036","52602"
"Jan 10, 2012","163533","76671","17014","63448","120176","23407","26336","638","73601","65056","10842","72333","49153"
"Jan 03, 2012","158719","72986","16505","64329","115986","21395","26219","637","72126","66076","10700","68131","46202"
"Dec 27, 2011","132557","52691","30106","64648","76831","15218","25620","167","58699","65557","11037","48339","32683"
"Dec 20, 2011","132006","52148","27672","62663","79993","17194","24340","362","63249","64602","10779","47033","29458"
"Dec 13, 2011","204818","52249","16649","127716","154671","18171","26816","18117","118137","63825","10571","65328","10219"
"Dec 06, 2011","178625","56817","18546","102825","135080","18829","24845","19319","118944","63230","10102","65312","12051"
"Nov 29, 2011","166279","56162","15615","90534","125881","19561","24761","19526","113642","60973","9406","61943","13871"
"Nov 22, 2011","149571","57018","13838","71333","111966","21162","23709","9554","99890","54635","9402","61021","12165"
"Nov 15, 2011","142233","49916","16236","71117","100819","21168","25146","9200","90374","54011","8114","54801","14368"
"Nov 08, 2011","138981","44320","16243","70785","95839","23718","26741","9621","86815","53267","7441","49153","14215"
"Nov 01, 2011","138045","43671","17767","68980","93739","24143","25288","7493","85075","51899","7863","50160","14677"
"Oct 25, 2011","165616","75999","21720","56542","114802","33031","29050","1337","106927","55311","8398","71719","16668"
"Oct 18, 2011","152255","49047","22140","78263","100223","24925","29872","2438","90767","57531","9628","64005","17957"
"Oct 11, 2011","153849","54190","19071","73150","105272","26506","29503","2015","96442","60759","9141","61251","15127"
"Oct 04, 2011","134724","60867","17405","46805","86267","27052","31052","2023","76377","42433","10108","59897","13562"
"Sep 27, 2011","125732","61166","18844","37340","77590","27225","29297","2557","67539","37781","9366","55258","15966"
"Sep 20, 2011","127828","63888","18271","35079","82253","28859","27302","870","69996","37476","8676","57364","18408"
"Sep 13, 2011","151535","53778","18823","69951","101512","27729","31123","9802","70984","36846","9245","51903","13528"
"Sep 06, 2011","123412","48125","15338","47213","75362","27279","31917","7270","67205","35573","9104","48378","9717"
"Aug 30, 2011","126128","54136","12951","40060","84413","31734","28566","6377","73539","34816","9195","49879","10254"
"Aug 23, 2011","131217","60831","13692","40500","89204","29667","28102","6554","74623","34936","9570","56213","14276"
"Aug 16, 2011","126262","59060","11712","34111","88078","33046","26427","6283","74125","32983","8835","50822","13007"
"Aug 09, 2011","119904","53386","11237","33208","83110","33286","25533","5776","68478","31462","9381","46272","12664"
"Aug 02, 2011","148888","78855","20022","31542","96406","38230","32199","6644","84637","28969","8056","72144","18721"
"Jul 26, 2011","138932","72114","20812","31950","86498","34722","31476","6571","75717","29900","7848","64448","18397"
"Jul 19, 2011","129653","63535","21380","31874","78836","33982","29175","7824","69853","28440","8315","56533","16519"
"Jul 12, 2011","115846","52277","23989","31775","59654","31689","32098","8886","52840","26849","8145","45700","17361"
"Jul 05, 2011","94901","34595","20268","37001","43359","23271","31240","10846","37814","25474","8146","33112","13120"
"Jun 28, 2011","94286","34319","20696","37464","41037","22469","32519","9220","34527","26798","8677","32833","13870"
"Jun 21, 2011","99071","47074","14480","23172","55263","28768","29271","2734","46500","25504","8636","39188","10854"
"Jun 14, 2011","94483","38618","13850","27559","47182","28040","33185","6267","39388","25475","8565","32551","9515"
"Jun 07, 2011","106199","35883","18252","40964","53425","29219","34389","15416","38073","27208","8748","28036","16535"
"May 31, 2011","95929","24186","25834","44221","35534","27305","34344","21186","28767","25737","8654","17167","19553"
"May 24, 2011","99264","32188","24182","41588","41871","25367","33090","16519","33987","26736","8514","25818","17780"
"May 17, 2011","103453","38016","22643","40617","43409","24578","37159","15685","34496","27094","8300","30933","16827"
"May 10, 2011","102289","36100","23046","40579","41896","25420","37157","15673","32876","26324","7465","30130","18386"
"May 03, 2011","104590","19779","38598","58959","27519","25736","38357","27847","16502","24857","8030","20234","34155"
"Apr 26, 2011","114134","14063","51060","76538","22612","23389","40318","42311","13561","22949","9675","20927","44208"
"Apr 19, 2011","127838","12935","65918","96035","21785","18780","40047","61588","11422","23234","10258","20048","60861"
"Apr 12, 2011","130084","14183","67060","95231","18248","20234","44340","63398","10074","21933","8721","19862","60709"
"Apr 05, 2011","120632","16516","59747","81153","19159","22295","41058","47947","13142","21189","8748","22298","50412"
"Mar 29, 2011","100377","37737","30685","33152","38976","29159","30387","7688","32419","23960","7695","34783","24060"
"Mar 22, 2011","112051","52484","17959","30066","65912","29254","27933","8236","53465","24037","7499","46376","18083"
"Mar 15, 2011","114701","52603","22373","29577","56979","32051","34879","7763","43047","26499","6992","46447","22075"
"Mar 08, 2011","131247","43205","26549","60542","68760","27137","35575","12522","58052","27160","8223","60815","21907"
"Mar 01, 2011","136561","62396","21122","47763","79625","25435","34847","10843","66676","25947","8464","70347","18023"
"Feb 22, 2011","124016","23457","51203","78336","37856","21510","34244","27541","29116","25704","7480","45552","46274"
"Feb 15, 2011","116803","24389","42937","71070","37558","20856","35820","16781","25750","26476","7514","23786","39895"
"Feb 08, 2011","117705","56607","19876","34434","63374","26095","33886","7775","54561","27348","5728","47774","16880"
"Feb 01, 2011","116384","52648","21167","36222","61666","27000","33037","7808","54359","29986","5472","42962","15604"
"Jan 25, 2011","116661","54495","22277","36405","63818","25281","30086","7222","54620","31537","5406","44866","18633"
"Jan 18, 2011","110405","46258","25729","38744","53151","24967","31089","7253","47230","33495","5063","38457","19862"
"Jan 11, 2011","107132","43884","19148","39826","57651","23051","29962","7286","51451","33555","4224","38108","15428"
"Jan 04, 2011","128483","65924","26859","35714","74487","26543","26835","6453","66023","33598","4166","58969","15446"
"Dec 28, 2010","109343","49941","20300","35204","59053","23979","29771","6492","50314","31827","5335","43230","15361"
"Dec 21, 2010","90072","34243","21714","36574","38943","18987","29147","6595","30802","32396","5757","26660","18025"
"Dec 14, 2010","96110","34996","22261","41019","43890","20095","29959","6772","37518","36065","5368","30175","16807"
"Dec 07, 2010","132233","47661","24373","55384","74207","28468","32933","16265","61091","34325","5954","24070","18531"
"Nov 30, 2010","133069","55791","25785","51521","75586","24660","30601","16145","66213","34651","5536","31861","20030"
"Nov 23, 2010","129620","51161","23969","51366","74625","26221","30154","17060","65010","33178","5501","29210","18566"
"Nov 16, 2010","131701","47595","24737","54366","73253","29303","33274","16348","65592","33548","6205","32996","17655"
"Nov 09, 2010","140515","54256","17602","51645","85735","34185","36749","13283","79046","35743","4568","37340","10628"
"Nov 02, 2010","140062","63061","16606","45614","95686","30591","26974","10939","89363","37626","5034","51119","11044"
"Oct 26, 2010","139850","61305","18176","48456","91135","29545","29995","10681","84041","40593","5131","49876","12371"
"Oct 19, 2010","139496","62554","16698","47485","91956","29368","30753","10626","83740","40068","5114","52791","11247"
"Oct 12, 2010","146581","66463","18178","48326","98217","31635","30029","10792","89364","40817","5577","57852","11709"
"Oct 05, 2010","142488","66866","17660","44606","96417","30632","28027","7015","85280","41856","5619","59143","14359"
"Sep 28, 2010","118274","45136","16470","45380","77232","27509","24323","8860","69586","40430","5796","37174","12355"
"Sep 21, 2010","113349","39948","16848","46822","73279","26341","22984","10033","67161","40272","5788","33323","13240"
"Sep 14, 2010","134360","61215","13573","43822","93631","29322","27155","8440","84316","41303","8228","51948","9328"
"Sep 07, 2010","150513","65440","13257","56195","105685","28060","30753","11139","85606","38816","7578","55173","9992"
"Aug 31, 2010","139079","61219","11315","48388","94844","28397","31845","10059","81427","40152","9071","52788","7714"
"Aug 24, 2010","140128","63086","12017","44860","94835","31648","32742","8853","84545","37734","8213","55264","7208"
"Aug 17, 2010","137645","62745","12776","45729","94054","29114","30758","7831","85995","36544","8212","58420","6111"
"Aug 10, 2010","136999","65314","12836","42754","95218","28862","28876","7416","86177","34329","8612","61285","7623"
"Aug 03, 2010","133870","61723","13725","42108","92011","29977","28072","7078","85108","34323","8869","57738","6938"
"Jul 27, 2010","124595","48488","18567","47996","78595","28018","27340","7079","71422","35593","8845","47766","10100"
"Jul 20, 2010","127658","54733","13822","43093","90752","29709","22961","6433","83629","36284","9359","50625","4756"
"Jul 13, 2010","133665","63205","15846","42411","94944","27997","22823","5946","87208","38170","9390","58060","7961"
"Jul 06, 2010","135128","62476","24550","43431","86278","29201","24280","5733","87970","39111","10055","58020","6112"
"Jun 29, 2010","120484","51721","24294","43161","74113","25602","22077","5809","66342","38629","10318","47556","14948"
"Jun 22, 2010","91415","29257","25627","43517","39436","18158","25869","6191","32348","38171","7187","25593","20602"
"Jun 15, 2010","82217","23304","26984","43467","26882","15446","28351","6618","20679","38198","6813","19769","21148"
"Jun 08, 2010","133010","28519","41066","85012","63595","19245","28115","39404","54169","37969","7116","23277","28361"
"Jun 01, 2010","133365","33215","39699","79929","66438","19948","26955","35320","57555","35546","8165","27807","25077"
"May 25, 2010","140769","31994","42232","89420","68704","19258","29736","45459","53823","34196","8078","25713","31533"
"May 18, 2010","142699","21393","55682","106814","55727","14439","31237","63734","35571","33225","7492","15530","52022"
"May 11, 2010","146389","23265","57934","106673","60755","16395","27644","67631","42183","30103","8337","17568","52604"
"May 04, 2010","147243","12430","78042","119606","26740","14680","41934","81134","11666","29219","8066","9084","70995"
"Apr 27, 2010","137780","15018","64795","107397","32833","15264","40051","72612","16618","30492","7775","9336","61012"
"Apr 20, 2010","134324","14211","64549","105379","27213","14727","42555","68478","16201","31325","7146","10458","57022"
"Apr 13, 2010","131723","12573","68319","104015","23927","15135","39477","65915","9876","31484","7700","7922","60844"
"Apr 06, 2010","123837","18596","60901","87835","23016","17404","39918","50240","9425","30772","8260","13680","52254"
"Mar 30, 2010","109417","17174","48040","74872","23538","17371","37839","35221","13257","32914","6422","15039","40827"
"Mar 23, 2010","96913","41030","30869","37353","38587","18472","27399","6978","34878","34074","6155","30483","21083"
