Commitments of Traders Historical Report for "JPY"
,,Non-Commercial Positions,,Commercial Positions,,Non-Reportable Positions,,Dealer Positions,,Asset Manager Positions,,Leveraged Funds Positions,,
Date,Open Interest,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,Long,Short,
"Aug 25, 2020","147553","44978","21362","73477","103640","26899","20352","6213","78112","75013","13687","23483","24678"
"Aug 18, 2020","147076","41717","21133","73149","105667","30189","18255","7636","83008","69400","9694","23500","23674"
"Aug 11, 2020","150149","48158","21142","72712","107449","27287","19566","6527","83371","70691","10519","29027","23982"
"Aug 04, 2020","157968","52073","20644","74165","120290","30794","16098","5999","93192","72031","12340","31502","23149"
"Jul 28, 2020","170269","62924","34417","73649","115708","32605","19053","6214","89304","74782","13547","35723","36795"
"Jul 21, 2020","142686","50854","31547","65447","92194","24630","17190","6168","64511","65958","17014","22763","32414"
"Jul 14, 2020","135263","45111","26785","67691","87431","22119","20705","6351","59740","66265","17938","18119","26274"
"Jul 07, 2020","138313","44043","27231","70580","88421","22774","21745","7487","59865","66795","17827","17899","26095"
"Jun 30, 2020","137362","42755","18894","68918","97342","23494","18931","5285","65602","65197","21577","19963","19211"
"Jun 23, 2020","144549","50490","23032","68487","102372","25074","18647","4758","73055","67059","17955","25682","23972"
"Jun 16, 2020","127287","43126","21016","64304","86449","19017","18982","4484","57516","59880","16733","20213","21112"
"Jun 09, 2020","155159","48862","31400","82366","95668","21033","25193","13331","56966","59843","22026","28049","30670"
"Jun 02, 2020","158743","61958","29379","72106","100594","21281","25372","10315","67947","56842","17480","41929","31779"
"May 26, 2020","156827","57873","23266","74238","108460","22135","22520","10756","77745","58191","16276","38968","25605"
"May 19, 2020","147975","52038","24568","71027","98736","23529","23290","9228","69740","58117","17148","32609","25502"
"May 12, 2020","153370","56307","28370","72360","101599","23292","21990","10372","71506","63022","16548","31770","31054"
"May 05, 2020","152042","56634","29420","68783","101620","26223","20600","12326","72132","57388","15652","33055","31856"
"Apr 28, 2020","143835","59962","27636","56947","93684","26175","21764","11744","62134","55751","18737","30480","32368"
"Apr 21, 2020","128272","53730","27704","52383","78188","21341","21562","12537","47680","50965","19020","25617","32530"
"Apr 14, 2020","122929","49863","27220","48656","75435","23373","19237","14063","42999","45302","22069","21367","30209"
"Apr 07, 2020","118595","49249","26839","51300","70904","17516","20322","13648","35829","45418","25993","22961","28679"
"Mar 31, 2020","120270","48444","30162","53154","68221","18138","21353","15719","34119","46518","23880","22311","33230"
"Mar 24, 2020","125594","56528","32665","48777","69252","18743","22131","13311","30396","39319","28423","39271","32971"
"Mar 17, 2020","125769","57286","24351","42873","78049","23224","20983","7654","34801","38429","26381","36209","31286"
"Mar 10, 2020","159128","61732","53575","70545","76931","24531","26302","20399","30609","48889","31327","42591","48693"
"Mar 03, 2020","198404","50598","92922","120130","70043","22567","30330","76432","23919","41741","44192","35012","76283"
"Feb 25, 2020","223904","53855","110244","144064","69816","23288","41147","105278","15549","36220","75918","38795","68379"
"Feb 18, 2020","203631","58605","85826","116686","73909","25115","40671","79838","24728","39089","73854","41471","45153"
"Feb 11, 2020","193822","54805","80993","111167","70770","24971","39180","74571","24227","39076","70684","36627","40000"
"Feb 04, 2020","190079","57672","79570","105438","71114","24482","36908","67229","25527","37794","63472","42149","44275"
"Jan 28, 2020","184919","45676","81701","110412","63226","26173","37334","73465","19225","35581","61523","32378","47689"
"Jan 21, 2020","203579","50596","95297","117694","65587","31827","39233","80528","20850","36404","62930","37383","61592"
"Jan 14, 2020","183863","49720","81150","100226","61710","30035","37121","62240","19359","36344","54786","37940","53619"
"Jan 07, 2020","162094","47846","60094","82055","64595","28227","33439","37708","24086","41065","38986","35369","43313"
"Dec 31, 2019","174966","43668","68970","97526","62360","27636","37500","50721","20561","43204","47687","32687","43688"
"Dec 24, 2019","173142","40592","74134","99923","61911","29278","33748","51553","18995","43382","56522","30622","39834"
"Dec 17, 2019","178529","43418","85480","102748","54004","27762","34444","55081","14057","45029","59917","32394","45727"
"Dec 10, 2019","198700","41843","85525","122108","70477","27614","35563","67095","28791","42511","55455","35785","46734"
"Dec 03, 2019","214223","48312","96135","126334","76981","32800","34330","71367","26917","38756","62280","41071","56685"
"Nov 26, 2019","196894","49278","88869","115116","68413","28018","35130","73965","30340","36123","54325","40255","54702"
"Nov 19, 2019","182445","45423","80454","102992","67501","31322","31782","64271","28793","34405","50040","37284","51240"
"Nov 12, 2019","183480","43964","78961","106504","67386","29541","33662","70363","29344","32131","46883","36442","53074"
"Nov 05, 2019","177106","43996","70601","101217","66522","26101","34191","66301","31100","27172","45830","42133","47724"
"Oct 29, 2019","163486","39185","58883","92543","67446","27704","33103","58144","31951","25214","45995","38588","38010"
"Oct 22, 2019","159250","41556","59721","87258","66682","27214","29625","52443","32505","25618","44491","40823","38686"
"Oct 15, 2019","157707","46416","53057","81307","71535","27228","30359","43559","33760","27999","38056","44319","41871"
"Oct 08, 2019","150019","52803","41791","64209","79599","28987","24609","22659","38945","30790","35633","48832","35165"
"Oct 01, 2019","151860","57893","43976","59504","80137","31120","24404","17567","37150","30655","46484","51886","28339"
"Sep 24, 2019","142026","45759","32976","59437","78841","29759","23138","14841","38547","31259","47731","45128","13946"
"Sep 17, 2019","130940","50842","26980","49738","80331","28820","22089","8588","39709","30716","47281","45956","8214"
"Sep 10, 2019","151397","56579","23988","55208","94409","32721","26111","4998","54274","37794","38263","51317","13034"
"Sep 03, 2019","157788","57222","29540","58451","97429","38021","26725","3632","61177","41960","34229","51589","20379"
"Aug 27, 2019","157862","59795","26188","60327","99944","34026","28016","3689","62391","42679","34296","55137","17197"
"Aug 20, 2019","154662","49984","18830","66338","104320","33935","27107","3689","67471","43400","32531","48307","11635"
"Aug 13, 2019","160271","51764","27022","68708","98250","31705","26905","5259","58656","45795","30627","48601","22550"
"Aug 06, 2019","153338","46225","35664","67882","86529","34256","26170","3943","48470","46261","36356","44894","22593"
"Jul 30, 2019","138842","37028","41246","69070","66712","28513","26653","4465","34796","42074","45274","39797","14770"
"Jul 23, 2019","136245","34642","44019","69196","63158","28039","24700","4293","35938","43346","35934","38732","20904"
"Jul 16, 2019","130304","32905","44285","67152","57512","26557","24817","6367","32961","40917","34417","35550","19319"
"Jul 09, 2019","135737","35346","38997","69473","64989","26619","27452","8979","37239","41245","35158","38861","18398"
"Jul 02, 2019","139355","34198","35425","66542","67869","30970","28416","4535","36923","42870","31461","38586","20940"
"Jun 25, 2019","139439","31090","41237","65772","61991","33463","27097","4215","34715","42467","34241","35773","21973"
"Jun 18, 2019","123629","28169","44734","63256","45768","28298","29221","4226","14594","36513","38905","35055","25787"
"Jun 11, 2019","169387","20786","65951","112117","66547","29772","30177","38619","19295","35772","43502","26407","42005"
"Jun 04, 2019","167810","27437","71826","104461","59919","30525","30678","43400","23360","36529","51168","32818","41800"
"May 28, 2019","169790","25803","81380","110775","51158","28541","32581","58792","17055","30631","55270","31387","47973"
"May 21, 2019","170834","27540","82732","113574","48957","25248","34673","62641","12172","31741","58030","33326","50259"
"May 14, 2019","180573","35915","97495","112901","43105","27217","35433","63039","7220","34122","61029","37735","60994"
"May 07, 2019","201462","25869","117586","144412","40862","27905","39738","98558","1688","34018","82675","26328","64067"
"Apr 30, 2019","203323","20578","120177","150553","41944","30617","39627","104517","1591","33511","88988","22102","62201"
"Apr 23, 2019","207316","28121","122535","146962","42469","31119","41198","97553","1854","39774","85808","24871","66543"
"Apr 16, 2019","200018","31807","118913","137180","39680","29787","40181","90447","2029","40153","80814","27337","66965"
"Apr 09, 2019","165736","19914","91434","115660","38131","27835","33844","64129","1595","36197","71990","21991","44988"
"Apr 02, 2019","156838","20462","83203","109231","36315","24346","34521","58983","3157","36797","66828","22099","39940"
"Mar 26, 2019","157145","18323","80444","109519","39727","24651","32322","56155","3611","33752","61032","25243","45442"
"Mar 19, 2019","158074","20081","79302","111481","37929","21575","35906","57582","1395","35378","62093","26345","43563"
"Mar 12, 2019","196766","22144","80925","137778","74489","30670","35178","80910","45399","34121","58735","27602","35436"
"Mar 05, 2019","207083","33421","84727","137804","79142","29019","36375","84404","49226","33413","57202","37332","41940"
"Feb 26, 2019","186158","27365","67019","128100","82476","26264","32234","75228","60001","32777","40643","30119","32690"
"Feb 19, 2019","184023","24844","62305","128168","87695","26141","29153","74298","68641","31927","35639","27541","28868"
"Feb 12, 2019","185725","24541","55283","129601","95886","26801","29774","71303","81893","32976","26817","26572","25200"
"Feb 05, 2019","192789","20752","52162","138872","105949","27546","29059","71877","92943","36295","20496","23184","25227"
"Jan 29, 2019","204816","27001","60346","142933","110842","29791","28537","72829","94347","38614","15996","28909","42997"
"Jan 22, 2019","212563","28403","68070","145235","111292","34136","28412","73839","95627","41915","16338","28994","49940"
"Jan 15, 2019","229295","38686","85107","149550","110131","36173","29171","75869","91031","44815","16763","37230","69224"
"Jan 08, 2019","230524","42727","104041","151121","92295","33096","30608","77114","70193","44855","20582","40632","87704"
"Dec 31, 2018","216224","32712","121335","158287","57213","22364","34815","87795","30453","46941","27152","28394","101961"
"Dec 24, 2018","224458","33281","132370","162784","52498","24259","35456","94252","23097","45414","32356","31850","109199"
"Dec 18, 2018","214868","26957","129728","163202","45003","21418","36846","104692","13867","36201","44895","27211","95318"
"Dec 11, 2018","213055","25495","123101","156500","40509","26888","45273","102609","5994","30758","46325","27667","90375"
"Dec 04, 2018","226835","32717","142483","162776","41606","26909","38313","115399","5733","29402","54559","34642","103943"
"Nov 27, 2018","231711","35817","140141","168772","42539","21537","43446","124453","4769","30544","55093","34552","103991"
"Nov 20, 2018","223144","33462","133527","162783","41293","22538","43963","116640","4843","33693","57601","32015","95076"
"Nov 13, 2018","231730","40192","142486","167316","40964","22320","46378","123409","4485","36012","59550","37033","103882"
"Nov 06, 2018","209453","33060","122182","152591","39149","20645","44965","109237","4140","33708","52856","31091","89744"
"Oct 30, 2018","203113","28854","120474","147740","40278","22508","38350","101433","4385","35050","50399","28236","90924"
"Oct 23, 2018","205643","29922","122726","151773","38623","20886","41232","104666","4082","35706","48909","28994","90625"
"Oct 16, 2018","211210","30096","130717","157934","38313","20444","39444","110373","3663","37223","51120","29258","96562"
"Oct 09, 2018","253374","47034","162235","181744","43542","21629","44630","138868","3690","39723","64352","40448","114678"
"Oct 02, 2018","252277","56074","170120","169666","33666","21965","43919","129671","1736","34811","64506","52067","117699"
"Sep 25, 2018","215376","47253","131972","144358","31201","21498","49936","103682","946","34111","55174","45774","90403"
"Sep 18, 2018","200221","49752","113507","126444","33270","20588","50007","85279","2846","36973","46987","45131","82561"
"Sep 11, 2018","193428","48057","101943","117043","42746","24592","45003","76631","4120","33976","44362","33311","75381"
"Sep 04, 2018","185347","47572","99504","110072","35048","22256","45348","77878","6558","35055","46857","34498","71646"
"Aug 28, 2018","185082","50230","96271","108721","40148","20535","43067","73192","10986","36341","45488","38592","69591"
"Aug 21, 2018","189698","54116","101522","108223","39523","22057","43351","72834","11807","34892","44136","44806","76477"
"Aug 14, 2018","185834","49369","107737","111729","31519","21287","43129","77723","5098","36678","42203","38582","84227"
"Aug 07, 2018","187902","46136","108943","118196","31838","19552","43103","86028","4702","34557","43786","35328","84488"
"Jul 31, 2018","197566","48016","116473","126011","32904","19808","44458","86209","4167","35100","46343","42951","89590"
"Jul 24, 2018","200427","49993","123762","128268","30622","19677","43554","90001","3412","33707","43391","44305","97871"
"Jul 17, 2018","215413","77021","135671","116336","31168","19212","45730","83103","4739","32351","47098","67784","106291"
"Jul 10, 2018","182066","60563","100395","98735","35381","20476","43998","57986","16335","33287","38092","57347","72682"
"Jul 03, 2018","168360","49990","88720","92429","36730","22664","39633","52454","16512","33458","36814","47946","64755"
"Jun 26, 2018","153566","44430","78651","81943","34931","24468","37259","39303","17047","33995","31618","44371","58067"
"Jun 19, 2018","154641","46565","82127","80588","35571","25580","35035","35223","17151","34732","30501","48426","63117"
"Jun 12, 2018","166877","60609","55557","79424","67648","24344","41172","23212","28886","32952","28874","55723","38368"
"Jun 05, 2018","146448","52060","55497","62362","52615","26407","32717","28503","29974","30421","28759","42295","37643"
"May 29, 2018","171339","63182","71218","73606","57067","27815","36318","40918","30715","30690","30934","52259","54772"
"May 22, 2018","175316","73836","76603","74538","55437","24688","41022","46439","31211","32135","38079","58092","51870"
"May 15, 2018","163411","64926","61246","69058","65583","25970","33125","29260","44989","31868","22615","60155","47309"
"May 08, 2018","157576","51812","57274","74829","66084","27158","30441","32150","44953","35415","23123","45261","42156"
"May 01, 2018","160337","57349","58754","72708","65387","27561","33477","29507","43683","37126","26852","51085","41012"
"Apr 24, 2018","155237","59253","58670","66251","65056","26624","28402","20496","46044","37687","23536","54800","41826"
"Apr 17, 2018","147319","49433","46842","61662","73859","34350","24744","13593","49707","36178","24230","49225","34437"
"Apr 10, 2018","151202","49855","47094","64798","75124","34222","26657","13474","50266","34312","24293","52828","33511"
"Apr 03, 2018","148818","48053","44481","63665","74952","34005","26290","12756","54623","32389","22668","55151","31879"
"Mar 27, 2018","162038","56544","60212","64904","72327","35956","24865","6768","53630","35751","21865","68604","47962"
"Mar 20, 2018","160250","47902","69901","75371","57968","32759","28163","10188","41090","31990","17772","70286","59427"
"Mar 13, 2018","279671","44296","123835","193621","122875","36712","27919","117310","140306","30839","18726","72780","71430"
"Mar 06, 2018","277327","50057","136902","184721","107840","37297","27333","112261","125850","35413","16790","73066","89238"
"Feb 27, 2018","263066","44539","141190","180046","91470","33993","25918","112117","108175","34319","13637","65290","98619"
"Feb 20, 2018","271271","45634","153972","184131","86808","37158","26143","114961","103524","35823","10885","65560","114562"
"Feb 13, 2018","260170","42299","157808","180507","73346","34265","25917","115945","83978","32209","10497","61712","123849"
"Feb 06, 2018","249478","39108","151984","179016","66717","28430","27853","115170","74370","34515","9369","55555","122496"
"Jan 30, 2018","260237","47828","162524","177727","67523","31636","27144","115856","72589","35064","12941","62216","132263"
"Jan 23, 2018","241136","37260","160130","174505","47872","26433","30196","116155","38441","28859","17567","53978","140091"
"Jan 16, 2018","236305","38152","157502","169016","45988","26952","30630","116994","29941","26074","19527","50840","141336"
"Jan 09, 2018","233144","37376","162912","172910","32017","19713","35070","128935","11682","22150","23574","46493","146022"
"Jan 02, 2018","230564","39592","161358","166322","31450","20324","33430","119477","9631","21344","31285","51931","138255"
"Dec 26, 2017","232428","44269","160355","165875","33387","18765","35167","119800","9083","20487","34210","56214","136422"
"Dec 19, 2017","223424","36874","151247","166728","30125","16561","38791","121339","10598","21130","31192","47380","125387"
"Dec 12, 2017","250581","31747","145870","186472","47517","17073","41905","138904","13131","20459","33005","36235","124546"
"Dec 05, 2017","238077","34766","149033","174129","42101","18209","35970","135349","14237","20088","31308","37211","128459"
"Nov 28, 2017","244536","39793","150433","178434","47467","18681","39008","139980","18757","21425","35857","40941","126127"
"Nov 21, 2017","261019","44382","166984","191725","44944","16661","40840","159447","14424","19408","38448","38817","137644"
"Nov 14, 2017","283628","49347","185346","207213","45266","17358","43306","157191","15159","18317","33517","40496","154058"
"Nov 07, 2017","287936","54336","182184","206955","51547","18047","45607","161396","13432","17958","36877","42449","153637"
"Oct 31, 2017","277706","54585","173454","196707","48090","16262","46010","145724","12012","18590","40519","49133","143190"
"Oct 24, 2017","282230","60077","176934","195330","48338","17157","47292","145551","10991","18670","40832","56266","149873"
"Oct 17, 2017","257087","55010","156296","174720","51833","16284","37885","123587","11812","19019","45896","55265","135023"
"Oct 10, 2017","254124","51655","153074","173289","49943","18473","40400","121267","11058","19135","47061","54882","128908"
"Oct 03, 2017","246889","58770","143413","160230","53797","16901","38691","115582","10718","18757","55022","60070","120325"
"Sep 26, 2017","207097","42963","114310","140482","50047","17058","36146","94302","10111","21643","51624","44129","92474"
"Sep 19, 2017","185352","42435","93757","120365","53357","17603","33289","68911","11751","21395","49708","46498","76949"
"Sep 12, 2017","200444","40642","97939","127392","59890","23508","33713","63747","18389","21914","45702","41679","84386"
"Sep 05, 2017","213200","47285","120230","136437","58205","25417","30704","72562","19740","26370","45342","44005","102300"
"Aug 29, 2017","209890","43889","112413","138466","63262","22783","29463","75743","27673","27955","45836","37797","94228"
"Aug 22, 2017","215457","45162","119248","142448","59657","21835","30540","81881","26648","27705","46735","36940","94893"
"Aug 15, 2017","215090","43308","120800","145227","56054","20404","32085","85957","25676","26842","44214","35295","97563"
"Aug 08, 2017","232827","39810","135623","165991","55822","20076","34432","106471","29386","23062","48293","34972","104360"
"Aug 01, 2017","242876","36445","148641","178378","53446","19792","32528","110110","26023","24372","51063","37767","114947"
"Jul 25, 2017","235140","28018","149507","180207","41743","20630","37605","115660","14317","22294","57575","28154","110074"
"Jul 18, 2017","250071","37419","164338","188763","41117","18461","39188","122782","14694","22755","59086","38069","120796"
"Jul 11, 2017","239786","40778","152903","174866","41714","18349","39376","108078","14142","22373","58748","41321","109607"
"Jul 03, 2017","207597","43648","118684","141824","43641","17405","40552","78310","12256","21800","64920","42636","78216"
"Jun 27, 2017","183705","38254","99604","123453","41443","17583","38243","62778","11769","21868","60109","37685","60569"
"Jun 20, 2017","171840","39498","89457","112255","44243","16140","34193","48310","14581","22010","59038","41627","50993"
"Jun 13, 2017","210617","34160","84713","144233","83337","23534","33877","83980","44854","24692","58978","29495","51596"
"Jun 06, 2017","225549","39736","94763","143746","81444","26617","33892","82493","40094","27234","58600","34642","63938"
"May 30, 2017","213727","43404","95679","143450","76426","21932","36681","82245","35938","25539","55716","37857","65645"
"May 23, 2017","211298","41920","93576","143304","74467","21729","38910","80947","32805","26197","58325","37314","61367"
"May 16, 2017","222510","41963","101971","155071","72713","21089","43439","95184","31296","24813","63658","37309","63860"
"May 09, 2017","203140","42635","78942","133992","76099","22136","43722","79884","41033","25114","59885","37408","41712"
"May 02, 2017","196845","37519","68002","129521","87402","24616","36252","72161","64213","25639","55634","37956","25140"
"Apr 25, 2017","204179","48538","75407","125796","91994","26963","33896","70474","78114","25570","55496","47203","23520"
"Apr 18, 2017","203617","45761","76224","126595","88467","28619","36284","69417","70555","24782","50742","45984","31210"
"Apr 11, 2017","198381","43316","78080","125340","79941","26842","37477","70440","61681","24760","52315","39438","32735"
"Apr 04, 2017","194368","41313","87113","126068","65862","23907","38313","72069","55443","27220","50973","35502","37219"
"Mar 28, 2017","197542","42886","96067","128200","57371","23578","41226","73385","39605","25703","52674","38983","49827"
"Mar 21, 2017","191626","35039","102026","135159","45684","18775","41263","83939","19327","24546","55193","30818","63636"
"Mar 14, 2017","202647","35563","106860","148132","48390","16406","44851","96382","13201","22800","62361","35853","68656"
"Mar 07, 2017","217982","39203","93903","156075","71228","16069","46216","97177","32117","22902","66760","28751","55296"
"Feb 28, 2017","204602","29012","79029","150880","77620","18930","42173","80833","42772","25121","52717","29012","51857"
"Feb 21, 2017","205223","29954","80116","155538","81397","17285","41264","83012","35728","24645","55074","26324","53926"
"Feb 14, 2017","204277","27701","78985","155557","80051","17924","42146","86324","34127","22753","54227","22875","54635"
"Feb 07, 2017","201632","25874","80934","156236","77214","16680","40642","82074","32001","23899","49385","25067","59707"
"Jan 31, 2017","204494","32216","90547","152598","71166","17341","40442","79028","32070","25532","45810","29118","64858"
"Jan 24, 2017","196765","27127","93967","152556","56703","14702","43715","80561","12304","24939","46383","24178","71692"
"Jan 17, 2017","211752","28560","106390","164514","57301","15246","44629","94641","18204","23661","49679","25780","74689"
"Jan 10, 2017","209488","26041","105880","164249","56661","17164","44913","94608","10191","21343","51031","25442","79465"
"Jan 03, 2017","220120","37962","124726","162764","48801","17477","44676","112179","3685","21165","53358","26953","99797"
"Dec 27, 2016","219343","40565","127574","160533","46704","16980","43800","108688","3179","20928","50167","30369","94907"
"Dec 20, 2016","220435","64200","139649","137201","37978","17543","41317","75295","2412","20815","48709","62789","97475"
"Dec 13, 2016","285274","62432","125861","194893","107464","18705","42705","152321","7796","21117","45675","36590","87104"
"Dec 06, 2016","235915","74367","108304","140357","83264","18883","42039","130451","7912","22264","59780","50263","70939"
"Nov 29, 2016","202171","72124","72393","108163","83995","19193","43092","105666","9726","23147","53143","42122","46057"
"Nov 22, 2016","187684","71183","60283","95166","86202","18990","38854","86304","11191","29335","49683","40593","41648"
"Nov 15, 2016","170967","67085","46409","81503","88408","20462","34233","61730","13454","33758","44174","42371","32770"
"Nov 08, 2016","164328","72619","40663","69838","88139","20027","33682","45739","16597","35529","40040","52345","28523"
"Nov 01, 2016","165124","81010","37850","59272","87511","21633","36554","40773","15082","34022","38305","55050","27060"
"Oct 25, 2016","163040","82385","37790","55555","83712","22282","38720","41205","13119","31467","36958","53764","26327"
"Oct 18, 2016","156607","74966","37975","54359","81884","25185","34651","38181","12778","31195","36314","49163","26001"
"Oct 11, 2016","150394","79279","33370","43806","81544","25334","33505","23092","11512","30735","36679","58226","26997"
"Oct 04, 2016","157574","101986","33291","30627","87820","22597","34099","4040","15090","29193","39470","90282","29523"
"Sep 27, 2016","155170","97432","28540","28326","90589","27264","33893","3385","21636","29034","36834","87127","26397"
"Sep 20, 2016","140738","85117","26332","29715","83021","24420","29899","4244","13529","30176","37282","74453","26148"
"Sep 13, 2016","167340","86140","29294","43492","93700","26305","32943","10176","12241","26071","37155","78321","26306"
"Sep 06, 2016","159342","83968","29479","41120","91024","28701","33286","6528","9446","27404","35341","77049","26708"
"Aug 30, 2016","164329","91570","27909","44366","101570","26200","32657","8502","16761","27456","35692","85185","27003"
"Aug 23, 2016","164756","90387","30071","43245","99482","28465","32544","8146","16490","33208","35719","77958","27027"
"Aug 16, 2016","165905","88273","32267","46280","99196","28977","32067","12629","17136","33316","36588","75185","30065"
"Aug 09, 2016","167011","86719","37888","49619","95343","28827","31934","20403","10622","32514","42948","75174","35902"
"Aug 02, 2016","156696","76575","34875","51707","88074","26707","32040","24299","3739","31521","43574","65031","31807"
"Jul 26, 2016","159869","74074","39116","58947","85458","23948","32395","30481","3166","27135","41615","67261","25378"
"Jul 19, 2016","158366","79864","40511","46993","85719","28948","29575","20446","2298","26734","42658","72635","26719"
"Jul 12, 2016","161262","85364","37819","46842","88850","26744","32281","18407","3950","26191","44581","79740","24762"
"Jul 05, 2016","150417","87037","23469","32637","97652","27891","26444","5336","12791","33507","45246","74742","21125"
"Jun 28, 2016","143117","85493","25743","30249","88316","25006","26689","3543","3995","32304","43792","73531","22201"
"Jun 21, 2016","144710","79398","27102","30450","86992","32011","27765","3130","2993","30922","43184","66825","22600"
"Jun 14, 2016","139052","77703","22013","28678","86062","29950","28256","2286","2561","29870","42618","65862","19123"
"Jun 07, 2016","180894","68237","25384","72616","116477","30546","29538","15433","28876","27821","43218","61157","34991"
"May 31, 2016","156499","46964","32127","78749","92275","27453","28764","12566","22257","28343","45616","64787","39690"
"May 24, 2016","159833","54792","32733","73603","96638","27970","26994","11603","28222","32404","45085","65033","42602"
"May 17, 2016","158909","86165","27246","41969","104408","27296","23776","7646","38022","34761","43816","67494","37287"
"May 10, 2016","165549","88897","29850","43309","106603","30282","26035","8271","40763","34991","44991","65849","38754"
"May 03, 2016","161529","85627","24106","41904","107399","31203","27229","7846","44178","34269","41473","63441","33832"
"Apr 26, 2016","168767","97470","30972","40734","108419","28797","27610","6006","45579","36184","45004","81734","35361"
"Apr 19, 2016","179888","105710","33840","41258","118087","31030","26071","6264","56888","37706","40722","85076","42156"
"Apr 12, 2016","173515","100120","33930","38652","109410","33000","28432","6975","50472","32731","41873","85840","39564"
"Apr 05, 2016","166831","98130","38057","32451","101508","34367","25383","3010","47906","39095","42672","77687","39341"
"Mar 29, 2016","148292","84870","30483","32118","92081","29211","23635","3942","31396","32135","46060","72050","30144"
"Mar 22, 2016","146421","82812","29466","32265","89776","29172","25007","4343","29704","31256","46530","72622","27245"
"Mar 15, 2016","140084","79426","33937","32762","79738","25792","24305","3705","16348","26306","51450","75676","30600"
"Mar 08, 2016","289879","93867","29534","153269","218579","28878","27901","67235","112635","26486","51047","84529","49600"
"Mar 01, 2016","261679","94070","34445","132993","191615","27424","28427","70081","108400","29575","50649","78742","53078"
"Feb 23, 2016","257064","92376","39642","131150","188392","30604","26096","70873","105217","30411","56887","73625","57704"
"Feb 16, 2016","248985","84518","36617","131826","183285","29841","26283","70860","97322","30094","56636","69256","53947"
"Feb 09, 2016","237081","75811","32579","131862","172663","26583","29014","70404","89756","28346","50412","62341","56896"
"Feb 02, 2016","237289","82108","44863","130736","157826","21768","31923","69903","71054","23771","62503","72639","56561"
"Jan 26, 2016","250711","92628","42602","124038","178679","31572","26957","65432","92636","28255","58790","77549","59819"
"Jan 19, 2016","247614","84485","46832","128081","168498","32497","29733","67862","82815","28766","60757","71478","61766"
"Jan 12, 2016","241366","78385","53119","130859","154704","30227","31648","70936","67895","28236","64009","65687","64880"
"Jan 05, 2016","220707","67471","63368","127747","123204","22690","31336","68796","35092","31018","68925","49626","73563"
"Dec 29, 2015","196825","45008","62234","131111","96331","18179","35733","73645","10939","25410","64027","30990","75718"
"Dec 22, 2015","197375","37677","68044","141911","90973","15132","35703","85285","4985","24590","62355","25084","83156"
"Dec 15, 2015","194196","37301","63881","134622","92036","18962","34968","78460","7027","22784","59197","26104","81947"
"Dec 08, 2015","246055","26400","94450","189782","91225","16599","47106","135238","5253","21077","67145","16710","99741"
"Dec 01, 2015","253505","31228","106129","197457","92536","16223","46243","142906","3270","20485","78195","21448","101731"
"Nov 24, 2015","247513","30277","107613","194629","86696","16495","47092","147906","3209","18396","78812","19745","103870"
"Nov 17, 2015","250346","34475","113086","194025","82801","16714","49327","148283","3665","19297","76868","24199","107405"
"Nov 10, 2015","234202","35081","101969","177813","80127","16632","47430","131078","4018","19347","70286","25156","99577"
"Nov 03, 2015","204271","41489","85276","140770","75643","17005","38345","96019","1149","19404","71257","29004","78997"
"Oct 27, 2015","189472","36437","70348","128969","73765","18138","39431","89796","2171","19621","63843","23695","69742"
"Oct 20, 2015","184281","48747","52386","109001","95934","23018","32446","71595","24868","24950","56125","32170","60693"
"Oct 13, 2015","169873","38004","51836","106019","84263","22475","30399","68675","16608","21851","52088","27558","59660"
"Oct 06, 2015","170780","39050","56649","107023","76265","20783","33942","70954","7423","23022","52058","28235","64945"
"Sep 29, 2015","174697","39753","61805","109614","77076","21884","32370","72439","7412","25097","58614","29910","64829"
"Sep 22, 2015","177439","48282","71960","103792","72205","21805","29714","70991","6593","22870","59448","37244","69128"
"Sep 15, 2015","166081","36449","63263","107374","67815","18647","31392","70040","5636","22991","48191","27074","67344"
"Sep 08, 2015","279712","63121","69783","185864","164852","22748","37098","124630","100324","24471","51388","40308","68185"
"Sep 01, 2015","273205","68023","83578","179349","150846","21284","34232","123594","91692","27587","46919","35934","86385"
"Aug 25, 2015","260458","59922","98981","173759","119045","23180","38835","125007","64856","27716","34625","27722","109540"
"Aug 18, 2015","251418","45935","136065","185657","60438","16029","51118","137026","11081","20451","46443","22472","128838"
"Aug 11, 2015","264608","45768","150994","199520","51445","16020","58869","152232","3335","20290","56013","22907","129108"
"Aug 04, 2015","252655","49906","129622","185079","65098","13734","53999","137110","16863","18582","55751","26482","107172"
"Jul 28, 2015","246269","46270","109808","180620","81388","15589","51283","132599","34767","19330","49695","23465","92829"
"Jul 21, 2015","251136","50899","113213","181299","81664","15119","52440","133032","36517","18040","45580","28944","97714"
"Jul 14, 2015","247704","49167","96538","178906","95409","15962","52088","131772","48695","21102","43111","24763","86737"
"Jul 07, 2015","250828","46070","109699","184004","83539","16757","53593","135732","35337","18449","29614","24030","113880"
"Jun 30, 2015","254014","45479","124301","187745","70463","16742","55202","138067","20848","19872","28923","22849","130351"
"Jun 23, 2015","247839","39019","126736","190910","55586","14193","61800","139345","6292","20006","31701","18657","130586"
"Jun 16, 2015","262329","64760","145424","180102","49482","13160","63116","128193","782","20912","48349","44062","132779"
